mmsi,inferred,score,known
200019089,drifting_longlines,0.858675837517,
200019265,drifting_longlines,0.998955488205,
200019395,trawlers,0.86302781105,
200019466,purse_seines,0.913604319096,
200019487,drifting_longlines,0.956529200077,
200019507,purse_seines,0.796225488186,
200019533,drifting_longlines,0.346794068813,
200019553,trawlers,0.842973172665,
200019610,drifting_longlines,0.994906961918,
200019613,drifting_longlines,0.758677959442,
200019699,purse_seines,0.442843109369,
200019725,purse_seines,0.997003138065,
200019761,drifting_longlines,0.991512358189,
200019796,trawlers,0.766621291637,
200019841,drifting_longlines,0.790462613106,
200019849,drifting_longlines,0.987460553646,
200019876,trawlers,0.997955083847,
200019881,drifting_longlines,0.666958630085,
200019892,drifting_longlines,0.894640386105,
200019910,trawlers,0.964152157307,
200019929,drifting_longlines,0.988236010075,
200019970,fixed_gear,0.947069997387,
200020037,trawlers,0.493280112743,
200020096,trawlers,0.959875702858,
200020249,purse_seines,0.969749987125,
200020250,drifting_longlines,0.918618857861,
200020303,trawlers,0.999980211258,
200020347,fixed_gear,0.388631034678,
200020418,trawlers,0.85063380003,
200020556,drifting_longlines,0.99998831749,
200020583,drifting_longlines,0.995602965355,
200020715,purse_seines,0.643941581249,
200020733,drifting_longlines,0.816882789135,
200020737,drifting_longlines,1.0,
200020762,drifting_longlines,1.0,
200020770,drifting_longlines,0.999331653118,
200020825,drifting_longlines,0.682899296284,
200020891,trawlers,0.670344471931,
200020914,drifting_longlines,0.430269211531,
200020951,trawlers,0.994530498981,
200021065,trawlers,0.88850736618,
200021116,trawlers,0.703689098358,
200021132,trawlers,0.989270210266,
200021213,drifting_longlines,0.996522307396,
200021215,trawlers,0.987056493759,
200021249,purse_seines,0.323264151812,
200021335,drifting_longlines,0.993640840054,
200021357,purse_seines,0.432779937983,
200021378,trawlers,0.966500639915,
200021444,drifting_longlines,0.999987483025,
200021454,drifting_longlines,0.999999761581,
200021514,drifting_longlines,0.99990272522,
200021567,fixed_gear,0.905982266229,
200021659,drifting_longlines,0.96317845583,
200021749,drifting_longlines,0.976658761501,
200021751,trawlers,0.457002490759,
200021789,drifting_longlines,0.836026310921,
200021805,drifting_longlines,0.60391163826,
200021851,trawlers,0.997212827206,
200021922,trawlers,0.434330374002,
200021926,trawlers,0.895197570324,
200021955,drifting_longlines,0.958528161049,
200022157,drifting_longlines,0.920128166676,
200022161,drifting_longlines,0.992614150047,
200022228,fixed_gear,0.912103045551,
200022230,trawlers,0.78021979332,
200022279,trawlers,0.789005756378,
200022316,purse_seines,0.946766018867,
200022368,fixed_gear,0.683201482296,
200022377,trawlers,0.62591946125,
200022380,drifting_longlines,0.911196887493,
200022389,trawlers,0.807778000832,
200022406,drifting_longlines,0.995869338512,
200022407,drifting_longlines,0.894803583622,
200022415,fixed_gear,0.913207211333,
200022423,purse_seines,0.772490203381,
200022476,fixed_gear,0.904086063506,
200022507,fixed_gear,0.648187551915,
200022517,drifting_longlines,0.999907374382,
200022532,purse_seines,0.668749272823,
200022536,drifting_longlines,0.999935150146,
200022542,drifting_longlines,0.699581861496,
200022554,purse_seines,0.492655962706,
200022557,trawlers,0.914921045303,
200022559,purse_seines,0.686312437057,
200022579,trawlers,0.651839971542,
200022587,drifting_longlines,0.996140897274,
200022625,trawlers,0.979879796505,
200022657,drifting_longlines,0.603921294212,
200023324,trawlers,0.630855977535,
200023565,fixed_gear,0.696065995573,
200060088,drifting_longlines,0.976308345795,
200082082,drifting_longlines,0.990074157715,
200130623,fixed_gear,0.79122612954,
200150818,fixed_gear,0.885653556775,
200151021,drifting_longlines,0.989411175251,
200151106,drifting_longlines,0.859566569328,
200216276,purse_seines,0.609014809132,
200231685,drifting_longlines,0.990151166916,
200235692,drifting_longlines,0.743821799755,
200546464,drifting_longlines,0.962761044502,
200575423,drifting_longlines,0.824522733688,
200666888,drifting_longlines,0.951457202435,
200803403,purse_seines,0.786687791348,
200857777,drifting_longlines,0.55403637886,
200958760,drifting_longlines,0.961942613125,
200987866,drifting_longlines,0.858671665192,
201100100,trawlers,0.99972563982,
201100155,purse_seines,0.999701321125,
201101595,drifting_longlines,0.529481768608,
201103041,trawlers,0.448245108128,
201221129,drifting_longlines,0.343773335218,
201234567,drifting_longlines,0.419644325972,
201310078,drifting_longlines,0.99896979332,
201312078,drifting_longlines,0.997400760651,
201508111,drifting_longlines,0.996715664864,
201604058,drifting_longlines,0.769393980503,
201605227,trawlers,0.680816471577,
201610002,drifting_longlines,0.984188914299,
201610999,drifting_longlines,0.999997615814,
201703011,trawlers,0.52997148037,
201788118,other_fishing,0.967678833753,
201788899,other_fishing,0.98844658827,
201811811,other_fishing,0.989995014402,
201851,drifting_longlines,1.0,drifting_longlines
203287200,trawlers,0.694155156612,passenger
204041000,fixed_gear,0.999999958543,fixed_gear
204201270,fixed_gear,0.996405100934,
204201360,trawlers,0.625114142895,
204201370,other_fishing,0.986434377978,
204201560,other_fishing,0.999557555142,other_fishing
204203650,fixed_gear,0.999921730444,
204204280,other_fishing,0.989065166001,
204204780,fixed_gear,0.997936536771,
204206740,other_fishing,0.984520410689,
204206750,other_fishing,0.999350607599,
204206760,other_fishing,0.999869346671,
204208790,other_fishing,0.999998927117,other_fishing
204209000,fixed_gear,0.998434731115,
204209570,other_fishing,0.999967472059,
204209840,other_fishing,0.999510291614,other_fishing
204209890,other_fishing,0.986392018193,
204209950,other_fishing,0.961384932168,
204209960,other_fishing,0.988411742894,
204211000,drifting_longlines,0.999997973442,drifting_longlines
204211450,fixed_gear,0.599896228632,
204212000,drifting_longlines,0.999958992004,
204213000,drifting_longlines,0.945937335491,
204225000,drifting_longlines,0.99404668808,
204228000,trawlers,0.804156184196,
204229000,trawlers,0.999880194664,trawlers
204233000,drifting_longlines,0.999999880791,
204234000,trawlers,0.733974575996,
204235000,drifting_longlines,0.999998927116,
204237000,drifting_longlines,0.999997615814,
204242000,fixed_gear,0.999996301486,fixed_gear
204243000,trawlers,0.999999880791,trawlers
204244000,trawlers,0.999994516373,
204245000,purse_seines,0.99996805191,purse_seines
204248000,purse_seines,0.999933958054,
204250000,fixed_gear,0.998515608231,
204254000,fixed_gear,0.999999958449,
204255000,fixed_gear,0.919303473318,fixed_gear
204257000,purse_seines,0.999998688698,
204258000,purse_seines,0.999997735023,
204260000,trawlers,1.0,trawlers
204261000,purse_seines,0.997344076633,
204263000,trawlers,0.999855995178,trawlers
204264000,other_fishing,0.954412700507,other_fishing
204265000,fixed_gear,0.999975728002,
204266000,fixed_gear,0.999825458512,
204267000,fixed_gear,0.934198115138,
204268000,drifting_longlines,0.999988079071,
204269000,fixed_gear,0.999999131744,
204270000,fixed_gear,0.999978307543,
204274000,fixed_gear,1.00000005739,
204275000,fixed_gear,0.999997954409,
204277000,fixed_gear,0.999122750564,fixed_gear
204278000,fixed_gear,0.985516249959,
204284000,drifting_longlines,0.883385837078,
204285000,fixed_gear,0.999998223236,
204287000,other_fishing,0.999660611174,
204600003,fixed_gear,0.529078779051,
204600009,fixed_gear,0.775885725627,
204706000,fixed_gear,0.364658425839,
204807000,other_fishing,0.991557179569,other_fishing
204810000,other_fishing,0.999513631473,
204811000,drifting_longlines,0.999972343445,
204812000,other_fishing,0.999691968159,
204813000,drifting_longlines,0.999806702137,
204814000,drifting_longlines,0.986295521259,
204815000,drifting_longlines,0.999987483025,
204819000,drifting_longlines,0.999990344048,
204824000,other_fishing,0.999916319753,
204826000,other_fishing,0.999339878742,
204827000,other_fishing,0.999984264719,
204829000,other_fishing,0.999955058158,
204833000,other_fishing,0.894772733046,
204834000,other_fishing,0.998993255982,other_fishing
204835000,other_fishing,0.996486553524,
204836000,other_fishing,0.866315883072,
204838000,other_fishing,0.998643465001,other_fishing
204848000,fixed_gear,0.924908527904,
204851000,other_fishing,0.999533176661,other_fishing
204856000,drifting_longlines,0.646257758141,
204858000,other_fishing,0.998609017961,
204860000,fixed_gear,0.905907196742,
204862000,drifting_longlines,0.999999880791,
205010000,trawlers,0.999557673931,
205017000,trawlers,0.994347751141,
205026000,trawlers,0.999890327454,
205059000,trawlers,0.999939918518,trawlers
205098000,trawlers,0.677117347717,
205106000,trawlers,0.999371826649,trawlers
205128000,trawlers,0.999429881573,
205148000,trawlers,0.991517305374,
205149000,trawlers,0.999551236629,
205153000,trawlers,0.989985883236,
205155000,trawlers,0.993504524231,trawlers
205161000,trawlers,0.516495525837,
205162000,trawlers,0.986039400101,trawlers
205165000,trawlers,0.98617374897,
205170000,trawlers,0.999988436699,
205189000,other_fishing,0.772465081829,
205191000,trawlers,0.999066770077,trawlers
205192000,trawlers,0.998218476772,trawlers
205197000,trawlers,0.999203503132,
205198000,trawlers,0.99901676178,
205207000,trawlers,0.582144856453,
205227000,trawlers,0.999619841576,trawlers
205232000,trawlers,0.996322870255,trawlers
205236000,trawlers,0.972325384617,trawlers
205237000,trawlers,0.999836802483,
205239000,trawlers,0.99885559082,
205240000,trawlers,0.93654435873,
205241000,trawlers,0.993006944656,trawlers
205243000,trawlers,0.996112167835,trawlers
205246000,trawlers,0.999238610268,trawlers
205258000,trawlers,0.991160988808,trawlers
205259000,trawlers,0.999773561954,
205261000,trawlers,0.995228171349,
205262000,trawlers,0.998574376106,trawlers
205263000,trawlers,0.996727228165,
205264000,trawlers,0.999916911125,trawlers
205265000,trawlers,0.730427026749,trawlers
205271000,trawlers,0.827635109425,
205272000,trawlers,0.931394457817,trawlers
205273000,trawlers,0.849558770657,
205275000,trawlers,0.997012734413,
205277000,trawlers,0.998698472977,trawlers
205281000,trawlers,0.997353553772,
205286000,trawlers,0.999834179878,trawlers
205289000,trawlers,0.999900460243,
205290000,trawlers,0.999789774418,
205291000,trawlers,0.988439679146,
205293000,trawlers,0.997031569481,
205296000,trawlers,0.999159216881,
205303000,trawlers,0.991126835346,
205306000,trawlers,0.994431197643,trawlers
205307000,fixed_gear,0.782616201672,
205308000,trawlers,0.999876499176,
205315000,trawlers,0.997951447964,
205316000,trawlers,0.998211860657,trawlers
205317000,trawlers,0.962755918503,
205320000,fixed_gear,0.621528539603,
205321000,trawlers,0.993633270264,trawlers
205322000,trawlers,0.950594544411,trawlers
205323000,trawlers,0.999935030937,trawlers
205325000,trawlers,0.987777769566,
205333000,trawlers,0.997674643993,
205336000,trawlers,0.997969686985,trawlers
205336090,fixed_gear,0.416591693647,
205345000,trawlers,0.950454413891,
205346000,trawlers,0.994486987591,
205603000,trawlers,0.621765255928,
205718000,trawlers,0.989867925644,
207261207,trawlers,0.548840403557,
207293000,trawlers,0.991355001926,
207369000,trawlers,0.509147107601,
207420000,trawlers,0.999925374985,trawlers
207421000,trawlers,1.0,
207422000,trawlers,0.999992012978,
207424000,trawlers,0.999999761581,
207426000,trawlers,1.0,
207428000,trawlers,0.999930262566,
207822570,trawlers,0.999992966652,
207822620,trawlers,0.856370151043,
207822650,trawlers,0.999499797821,trawlers
207822660,other_fishing,0.550295410387,
207822820,trawlers,0.988745868206,
207823230,fixed_gear,0.627129909815,
207824840,trawlers,0.72265869379,
207827320,fixed_gear,0.976130302151,
207827350,trawlers,0.999996185303,
207829360,trawlers,0.999972462654,
207829370,trawlers,0.565935373306,
207829660,trawlers,0.936822354794,
207829830,trawlers,0.988673865795,
207882640,trawlers,0.999550998211,trawlers
209232000,drifting_longlines,0.99926751852,
209353000,drifting_longlines,0.792852878571,trawlers
209465000,drifting_longlines,0.843844294548,
209499000,trawlers,0.991234540939,
209564000,drifting_longlines,0.572265744209,
209593000,trawlers,0.363259941339,
210002881,purse_seines,0.851223826408,
210406234,drifting_longlines,0.751780867577,
210460000,drifting_longlines,0.999821603298,
210713000,drifting_longlines,0.725730955601,
210732000,purse_seines,0.999995708466,trawlers
210924000,fixed_gear,0.559309234636,
210928000,fixed_gear,0.984364303404,
210975000,drifting_longlines,0.999999165535,
211000385,trawlers,0.833652496338,
211101000,trawlers,0.999302148819,
211103000,trawlers,0.997394680977,
211104000,trawlers,0.999999403954,
211108660,purse_seines,0.858983337879,
211131000,trawlers,0.999997854233,trawlers
211152000,trawlers,0.993481397629,
211164000,trawlers,0.99777930975,
211168000,trawlers,0.999689936638,trawlers
211170000,trawlers,0.999999403954,trawlers
211176000,trawlers,0.999999642372,trawlers
211207270,trawlers,0.98854881525,
211214200,trawlers,0.999797523022,trawlers
211215500,trawlers,0.863013148308,
211222530,trawlers,0.763906598091,
211226920,fixed_gear,0.983578561048,
211227510,trawlers,0.989132225513,
211232180,other_fishing,0.831773591046,
211232850,fixed_gear,0.994812513963,
211238930,trawlers,0.998671412468,
211241240,trawlers,0.976774990559,trawlers
211245890,trawlers,0.982649803162,
211259270,trawlers,0.990081489086,
211267780,trawlers,0.997948825359,
211270480,trawlers,0.964186191559,
211270850,fixed_gear,0.589694681416,passenger
211271330,trawlers,0.99032497406,
211279120,trawlers,0.973784506321,
211282560,trawlers,0.887119412422,trawlers
211285880,fixed_gear,0.98814883739,
211288860,trawlers,0.994341850281,
211290000,trawlers,0.99993121624,
211292280,trawlers,1.0,
211298640,trawlers,0.891689479351,trawlers
211307520,trawlers,0.999745666981,trawlers
211310410,trawlers,0.996756732464,
211312240,trawlers,0.980175673962,
211313600,fixed_gear,0.942256464768,
211313780,trawlers,0.999999046326,
211314320,fixed_gear,0.998691716803,
211314800,trawlers,0.999908447266,
211314880,trawlers,0.911432445049,
211314890,trawlers,0.640305697918,trawlers
211315220,trawlers,0.999867796898,
211315540,trawlers,0.999400019646,
211315630,trawlers,0.610944151878,
211315750,trawlers,0.999743282795,trawlers
211317720,trawlers,0.999782025814,
211318730,trawlers,0.907926797867,
211319400,trawlers,0.999999880791,
211319670,trawlers,0.999987483025,
211320460,trawlers,0.996977329254,
211332630,trawlers,0.968238472939,
211332750,trawlers,0.996918797493,
211342220,trawlers,0.98939204216,
211344000,trawlers,0.999982833862,
211351000,trawlers,0.999896407127,
211360630,fixed_gear,0.422082457808,passenger
211363300,trawlers,0.98504203558,
211365280,trawlers,0.999047935009,trawlers
