mmsi,inferred,known
319156000,Seismic vessel,
319158000,Sailing,
319160000,Sailing,
319161000,Tanker,
319163000,Sailing,
319165000,Sailing,
319167000,Sailing,
319168000,Sailing,
319170000,Sailing,
319172000,Pilot,
319173000,Sailing,
319176000,Sailing,
319178000,Sailing,
319180000,Trawlers,
319181000,Sailing,
319182000,Tanker,
319184000,Sailing,
319185000,Tanker,
319187000,Sailing,
319188000,Purse seines,
319189000,Sailing,
319191000,Sailing,
319192000,Sailing,
319193000,Sailing,
319194000,Tanker,
319196000,Sailing,
319198000,Sailing,
319200000,Sailing,
319201000,Sailing,
319204000,Sailing,
319205000,Reefer,
319206000,Tanker,Tanker
319207000,Purse seines,
319210000,Sailing,
319212000,Sailing,
319213000,Sailing,
319214000,Trawlers,
319216000,Sailing,
319217000,Sailing,
319219000,Sailing,
319222000,Sailing,
319224000,Sailing,
319225000,Sailing,
319226000,Sailing,
319229000,Sailing,
319230000,Pilot,
319232000,Sailing,
319237000,Sailing,
319238000,Sailing,
319240000,Sailing,
319247000,Sailing,
319248000,Sailing,
319249000,Cargo,
319250000,Sailing,
319251000,Sailing,
319252000,Tanker,
319253000,Sailing,
319254000,Reefer,
319255000,Purse seines,
319256000,Sailing,
319257000,Sailing,
319260000,Sailing,
319262000,Tanker,
319264000,Sailing,
319266000,Sailing,
319268000,Sailing,
319269000,Sailing,
319275000,Sailing,
319276000,Tanker,
319278000,Sailing,
319280000,Cargo,
319281000,Sailing,
319282000,Tanker,
319286000,Sailing,
319287000,Sailing,
319290000,Sailing,
319292000,Sailing,
319295000,Sailing,
319296000,Trawlers,
319297000,Sailing,
319298000,Sailing,
319300000,Sailing,
319301000,Tanker,
319302000,Sailing,
319303000,Sailing,
319304000,Purse seines,
319305000,Sailing,
319306000,Sailing,
319307000,Sailing,
319309000,Sailing,
319310000,Cargo,
319311000,Sailing,
319313000,Sailing,
319315000,Sailing,
319316000,Sailing,
319317000,Tug,
319318000,Sailing,
319319000,Sailing,
319321000,Sailing,
319322000,Sailing,
319323000,Sailing,
319325000,Tug,
319326000,Sailing,
319327000,Sailing,
319328000,Sailing,
319329000,Sailing,
319330000,Drifting longlines,
319331000,Sailing,
319337000,Sailing,
319341000,Sailing,
319342000,Pole and line,
319345000,Sailing,
319346000,Sailing,
319347000,Sailing,
319348000,Pilot,
319349000,Cargo,
319350000,Sailing,
319353000,Sailing,
319354000,Sailing,
319355000,Sailing,
319358000,Sailing,
319360000,Sailing,
319361000,Sailing,
319362000,Sailing,
319363000,Sailing,
319364000,Pole and line,
319365000,Sailing,
319366000,Cargo,
319369000,Sailing,
319370000,Sailing,
319373000,Tanker,
319374000,Sailing,
319376000,Sailing,
319377000,Tanker,
319378000,Sailing,
319380000,Sailing,
319385000,Sailing,
319387000,Reefer,
319389000,Sailing,
319390000,Pilot,
319392000,Reefer,
319393000,Sailing,
319394000,Sailing,
319395000,Sailing,
319396000,Trawlers,
319397000,Sailing,
319398000,Sailing,
319400000,Sailing,
319402000,Tanker,
319403000,Purse seines,
319404000,Sailing,
319407000,Sailing,
319409000,Sailing,
319411000,Sailing,
319413000,Trawlers,
319414000,Sailing,
319416000,Sailing,
319418000,Purse seines,
319419000,Tanker,
319420000,Sailing,
319421000,Trawlers,
319421001,Sailing,
319423000,Sailing,
319425000,Sailing,
319427000,Sailing,
319429000,Tanker,
319430000,Sailing,
319431000,Sailing,
319434000,Pilot,
319436000,Sailing,
319438000,Sailing,
319439000,Tanker,
319440000,Sailing,
319441000,Sailing,
319444000,Sailing,
319445000,Tanker,
319446000,Tanker,
319447000,Sailing,
319448000,Sailing,
319449000,Tanker,
319451000,Sailing,
319453000,Sailing,
319455000,Sailing,
319457000,Trawlers,
319458000,Sailing,
319459000,Tanker,Tanker
319460000,Purse seines,
319462000,Sailing,
319465000,Reefer,
319467000,Trawlers,
319468000,Tanker,
319469000,Tanker,
319473000,Sailing,
319474000,Sailing,
319477000,Sailing,
319478000,Tanker,
319479000,Tanker,
319482000,Sailing,
319483000,Pilot,
319485000,Sailing,
319486000,Sailing,
319487000,Sailing,
319488000,Tanker,
319489000,Tanker,
319490000,Sailing,
319491000,Sailing,
319492000,Sailing,
319493000,Reefer,
319496000,Sailing,
319497000,Sailing,
319498000,Tanker,
319499000,Tanker,
319501000,Sailing,
319503000,Sailing,
319504000,Cargo,
319505000,Sailing,
319506000,Sailing,
319506001,Pilot,
319508000,Sailing,
319508808,Sailing,
319509000,Sailing,
319510000,Sailing,
319511000,Sailing,
319512000,Sailing,
319515000,Tanker,
319516000,Tanker,
319520000,Sailing,
319523000,Sailing,
319524000,Sailing,
319526000,Sailing,
319528000,Sailing,
319530000,Sailing,
319530500,Sailing,
319532000,Sailing,
319536000,Sailing,
319538000,Cargo,
319540000,Sailing,
319541000,Tanker,
319543000,Sailing,
319545000,Tanker,Tanker
319546000,Sailing,
319549000,Sailing,
319552000,Pilot,
319556000,Sailing,
319557000,Sailing,
319559000,Sailing,
319560000,Sailing,
319561000,Seismic vessel,
319562000,Tanker,
319563000,Sailing,
319565000,Sailing,
319570000,Sailing,
319571000,Sailing,
319573000,Sailing,
319574000,Sailing,
319576000,Sailing,
319581000,Sailing,
319582000,Sailing,
319583000,Pilot,
319586000,Sailing,
319588000,Sailing,
319590000,Set gillnets,
319591000,Tanker,
319592000,Sailing,
319593000,Pilot,
319594000,Sailing,
319597000,Sailing,
319600000,Reefer,
319602000,Tanker,
319603000,Sailing,
319605000,Tanker,
319608000,Sailing,
319613000,Trawlers,
319615000,Sailing,
319617000,Sailing,
319618000,Sailing,
319619000,Sailing,
319626000,Sailing,
319627000,Tanker,
319629000,Sailing,
319630000,Sailing,
319633000,Tanker,
319634000,Sailing,
319636000,Cargo,
319638000,Sailing,
319641000,Trawlers,
319642000,Sailing,
319643000,Tanker,
319646000,Sailing,
319648000,Sailing,
319649000,Tug,
319650000,Sailing,
319653000,Cargo,
319654000,Sailing,
319655000,Sailing,
319657000,Sailing,
319658000,Sailing,
319659000,Sailing,
319660000,Sailing,
319661000,Sailing,
319662000,Sailing,
319663000,Sailing,
319665000,Sailing,
319667000,Sailing,
319668000,Reefer,
319669000,Tanker,
319670000,Sailing,
319672000,Sailing,
319673000,Tanker,
319674000,Sailing,
319677000,Tanker,
319678000,Seismic vessel,
319679000,Reefer,
319680000,Reefer,
319683000,Sailing,
319686000,Sailing,
319687000,Trawlers,
319689000,Sailing,
319692000,Sailing,
319693000,Sailing,
319700000,Sailing,
319701000,Sailing,
319702000,Tug,
319704000,Trawlers,
319706000,Sailing,
319709000,Seismic vessel,
319710000,Tug,
319713000,Sailing,
319715000,Sailing,
319718000,Sailing,
319719000,Trawlers,
319720000,Sailing,
319721000,Reefer,
319723000,Sailing,
319724000,Sailing,
319725000,Sailing,
319726000,Sailing,
319729000,Sailing,
319730000,Reefer,
319732000,Sailing,
319733000,Sailing,Sailing
319733001,Sailing,
319735000,Reefer,
319737000,Sailing,
319738000,Sailing,
319740000,Cargo,Cargo
319741000,Sailing,
319743000,Sailing,
319743831,Reefer,
319744000,Sailing,
319747000,Sailing,
319749000,Sailing,
319751000,Sailing,
319752000,Sailing,
319754000,Sailing,
319756000,Tanker,
319758000,Sailing,
319759000,Sailing,
319760000,Sailing,
319762000,Sailing,
319763000,Sailing,
319764000,Sailing,
319765000,Sailing,
319766000,Purse seines,
319767000,Tanker,
319768000,Trawlers,Tanker
319769000,Sailing,
319770000,Sailing,
319771000,Sailing,
319772000,Sailing,
319774000,Sailing,
319775000,Sailing,
319777000,Sailing,
319778000,Sailing,
319780000,Sailing,
319781000,Reefer,
319782000,Sailing,
319783000,Sailing,
319784000,Sailing,
319788000,Sailing,
319789000,Sailing,
319790000,Sailing,
319793000,Sailing,
319794000,Sailing,
319795000,Sailing,
319801000,Sailing,
319803000,Sailing,
319804000,Sailing,
319805000,Sailing,
319806000,Sailing,
319807000,Sailing,
319808000,Sailing,
319810000,Sailing,
319811000,Sailing,
319812000,Purse seines,
319815000,Reefer,
319819000,Cargo,
319820000,Sailing,
319824000,Sailing,
319825000,Sailing,
319826000,Sailing,
319829000,Trawlers,
319833000,Sailing,
319834000,Cargo,
319837000,Reefer,
319838000,Sailing,
319839000,Sailing,
319841000,Purse seines,
319842000,Tanker,
319844000,Sailing,
319846000,Pilot,
319847000,Pilot,
319848000,Sailing,
319850000,Sailing,
319853000,Sailing,
319854000,Sailing,
319855000,Sailing,
319857000,Sailing,
319858000,Sailing,
319859000,Sailing,
319860000,Sailing,
319861000,Sailing,
319863000,Sailing,
319864000,Sailing,
319865000,Sailing,
319866000,Sailing,
319867000,Purse seines,
319868000,Sailing,
319869000,Sailing,
319873000,Sailing,
319874000,Sailing,
319875000,Cargo,
319876000,Sailing,
319882000,Sailing,
319883000,Sailing,
319885000,Cargo,
319887000,Sailing,
319888000,Sailing,
319889000,Sailing,
319890000,Sailing,
319891000,Sailing,
319892000,Sailing,
319893000,Sailing,
319896000,Sailing,
319897000,Sailing,
319899000,Sailing,
319900000,Sailing,
319901000,Sailing,
319904000,Cargo,
319905000,Purse seines,
319906000,Sailing,
319908000,Purse seines,
319910000,Sailing,
319911000,Sailing,
319913000,Cargo,
319914000,Sailing,
319915000,Pole and line,
319917000,Sailing,
319918000,Cargo,
319919000,Reefer,
319920000,Sailing,
319922000,Tanker,
319927000,Sailing,
319928000,Sailing,
319929000,Sailing,
319930000,Sailing,
319931000,Sailing,
319932000,Cargo,
319933000,Trawlers,
319936000,Sailing,
319937000,Sailing,
319942000,Sailing,
319943000,Sailing,
319947000,Sailing,
319949000,Sailing,
319950000,Reefer,
319952000,Sailing,
319953000,Sailing,
319956000,Tug,
319957000,Sailing,
319958000,Trawlers,
319959000,Sailing,
319960000,Sailing,
319963000,Tanker,
319964000,Sailing,
319970000,Sailing,
319972000,Sailing,
319974000,Sailing,
319975000,Sailing,
319978000,Sailing,
319981000,Sailing,
319982000,Sailing,
319983000,Sailing,
319984000,Sailing,
319985000,Sailing,
319987000,Sailing,
319989000,Sailing,
319990000,Sailing,
319991000,Trawlers,
319994000,Tanker,
319995000,Cargo,
319996000,Sailing,
319997000,Sailing,
320508028,Trawlers,
320567890,Cargo,
320600096,Set longlines,
320601288,Seismic vessel,
320602576,Purse seines,
320622028,Tug,
320701836,Trawlers,
320710018,Trawlers,
320711245,Trawlers,
320711497,Trawlers,
320711528,Trawlers,
320713358,Pole and line,
320715321,Pole and line,
320721000,Set longlines,
320777077,Trawlers,
320901666,Seismic vessel,
321000000,Tug,
321123652,Seismic vessel,
321400000,Trawlers,
321456789,Reefer,
321456987,Tug,
321546879,Pots and traps,
321654000,Trawlers,
321900000,Tug,
322089537,Pole and line,
323006923,Trawlers,
324454657,Pole and line,
325001000,Tug,
325031000,Trawlers,
325075152,Set longlines,
325080000,Tanker,
325109000,Tanker,
325145000,Reefer,
325163000,Tug,
325165000,Trawlers,
325189000,Pilot,
325195000,Sailing,
325223000,Sailing,
325228000,Tug,
325249000,Pilot,
325266000,Seismic vessel,
325277000,Trawlers,
325303000,Reefer,
325312000,Tug,
325313000,Reefer,
325315000,Tug,
325326000,Tug,
325331000,Tanker,
325344000,Tug,
325347000,Pilot,
325350000,Cargo,
325361000,Purse seines,
325373000,Pilot,
325397000,Cargo,
325424000,Reefer,
325425000,Tug,
325429000,Cargo,
325447000,Reefer,
325448000,Reefer,
325449000,Reefer,
325450000,Cargo,
325456000,Tanker,
325457000,Cargo,
325471000,Tug,
325487000,Reefer,
325487961,Cargo,
325493000,Cargo,
325500010,Tug,
325509000,Tanker,
325510000,Pots and traps,
325513000,Purse seines,
325514000,Tug,
325515000,Tanker,
325520000,Set gillnets,
325522000,Sailing,
325525000,Cargo,
325528000,Reefer,
325529000,Reefer,
325530000,Reefer,
325532000,Reefer,
325537000,Reefer,
325539000,Cargo,
325542000,Reefer,
325544000,Reefer,
325549000,Purse seines,
325550000,Tug,
325551000,Reefer,
325553000,Cargo,
325562000,Cargo,
325563000,Reefer,
325564000,Cargo,
325567000,Reefer,
325569000,Cargo,
325570000,Tanker,
325571000,Tanker,
325573000,Reefer,
325574000,Trawlers,
325575000,Tug,
325576000,Tanker,
325579000,Sailing,
325580000,Pilot,
325586000,Tug,
325589000,Tanker,
325896741,Sailing,
327003023,Seismic vessel,
327082530,Tug,
327151500,Trawlers,
327410311,Trawlers,
327770011,Pilot,
327801000,Tanker,
327801100,Purse seines,
327802000,Tug,
327803000,Tug,
327805000,Tug,
327807000,Pilot,
327809000,Pilot,
327810000,Trawlers,
327811000,Pole and line,
327824397,Cargo,
328016000,Pilot,
328144567,Cargo,
329001200,Sailing,
329002300,Sailing,
329002800,Sailing,
329003510,Sailing,
329005040,Pilot,
329005180,Set longlines,
329008060,Sailing,
329008270,Sailing,
329010320,Sailing,
329011130,Trawlers,
329011630,Sailing,
329011880,Sailing,
329012990,Sailing,
330033072,Trawlers,
330043027,Trawlers,
331000004,Sailing,
331000056,Sailing,
331000065,Trawlers,
331000081,Pole and line,
331000095,Trawlers,
331000149,Tug,
331000249,Sailing,
331000284,Sailing,
331000312,Sailing,
331000392,Sailing,
331000549,Sailing,
331008000,Sailing,
331037000,Tanker,
331070000,Trawlers,
331072000,Trawlers,
331074000,Trawlers,
331079000,Seismic vessel,
331093000,Trawlers,
331099000,Trawlers,
331102000,Trawlers,
331117000,Trawlers,
331119000,Trawlers,
331127000,Sailing,
331142000,Trawlers,
331155000,Trawlers,Trawlers
331157834,Sailing,
331165000,Trawlers,Trawlers
331168000,Trawlers,
331184000,Trawlers,
331191000,Trawlers,
331195000,Sailing,
331206000,Trawlers,
331208000,Trawlers,
331209000,Trawlers,
331213000,Trawlers,
331217000,Trawlers,
331218000,Trawlers,
331223000,Sailing,
331224000,Trawlers,
331225000,Trawlers,
331238000,Trawlers,
331273000,Trawlers,
331277000,Trawlers,
331296000,Sailing,
331325000,Purse seines,
331356000,Trawlers,
331394000,Trawlers,
331404000,Trawlers,
331426000,Trawlers,
331428000,Trawlers,
331430000,Trawlers,
332145441,Set longlines,
332214151,Pole and line,
332222789,Trawlers,
332246001,Tanker,
332251445,Trawlers,
332650000,Trawlers,
333000000,Trawlers,
333000340,Purse seines,
333300138,Set gillnets,
333300139,Trawlers,
333300206,Purse seines,
333300605,Purse seines,
333300711,Purse seines,
333300724,Purse seines,
333300758,Tanker,
333300785,Trawlers,
333301169,Trawlers,
333301187,Purse seines,
333301286,Set longlines,
333301333,Trawlers,
333301417,Trawlers,
333301457,Set longlines,
333301458,Purse seines,
333301496,Set longlines,
333301501,Set gillnets,
333301511,Set longlines,
333301516,Set longlines,
333301518,Set longlines,
333301526,Trawlers,
333301536,Set longlines,
333301556,Set longlines,
333301599,Pole and line,
333301888,Set longlines,
333302318,Trawlers,
333302586,Trawlers,
333302703,Set longlines,
333303126,Set longlines,
333304166,Trawlers,
333304188,Purse seines,
333304201,Trawlers,
333304258,Trawlers,
333304569,Set longlines,
333304588,Set longlines,
333304655,Set longlines,
333305018,Set longlines,
333305109,Set longlines,
333305535,Set longlines,
333305565,Set longlines,
333305588,Set longlines,
333305601,Set longlines,
333305608,Trawlers,
333305618,Set longlines,
333305635,Set longlines,
333305637,Set longlines,
333305711,Set longlines,
333305716,Set longlines,
333305726,Set longlines,
333305739,Trawlers,
333305753,Set longlines,
333305766,Set longlines,
333305774,Set longlines,
333305777,Trawlers,
333305807,Cargo,
333305833,Set longlines,
333305898,Set longlines,
333306616,Set longlines,
333308339,Set longlines,
333311007,Sailing,
333320168,Set longlines,
333321275,Trawlers,
333321371,Set longlines,
333330201,Set longlines,
333331001,Set longlines,
333331081,Set longlines,
333331171,Set gillnets,
333331458,Set longlines,
333333283,Set longlines,
333333333,Cargo,
333333408,Trawlers,
333338665,Seismic vessel,
333348503,Set longlines,
333355556,Trawlers,
333355598,Set longlines,
333366666,Set longlines,
333368672,Squid,
333368830,Squid,
333370008,Purse seines,
333385706,Set longlines,
333385756,Set gillnets,
333388328,Set longlines,
333388529,Trawlers,
333399962,Trawlers,
333554878,Purse seines,
333666666,Trawlers,
333692587,Trawlers,
333888999,Sailing,
334041000,Trawlers,
334117000,Pole and line,
334151000,Purse seines,
334253000,Trawlers,
334309000,Seismic vessel,
334342000,Tanker,
334347000,Trawlers,
334359485,Tug,
334377000,Trawlers,
334434000,Pilot,
334449000,Set gillnets,
334455151,Trawlers,
334466000,Reefer,
334482000,Reefer,
334515000,Trawlers,
334581000,Pots and traps,
334585000,Reefer,
334597000,Sailing,
334599000,Reefer,
334614000,Reefer,
334622000,Reefer,
334624000,Reefer,
334632000,Tug,
334636000,Trawlers,
334638000,Sailing,
334647000,Tanker,
334672000,Reefer,
334687000,Cargo,
334699000,Reefer,
334704000,Tug,
334713000,Tug,
334735000,Cargo,
334741000,Sailing,
334744000,Seismic vessel,
334768000,Tanker,
334771000,Tug,
334776000,Cargo,
334782000,Purse seines,
334800000,Reefer,
334806000,Reefer,
334810000,Reefer,
334828000,Set gillnets,
334829000,Seismic vessel,
334830000,Tug,
334844000,Trawlers,
334929000,Set longlines,
334936000,Tug,
334943000,Trawlers,
334960000,Tug,
334973000,Trawlers,
335144531,Set longlines,
335150000,Purse seines,
335440002,Pilot,
335442002,Purse seines,
335447002,Pole and line,
335450002,Sailing,
335456002,Set gillnets,
335458002,Pilot,
336699778,Set gillnets,
336816410,Seismic vessel,
336867360,Tug,
336914970,Sailing,
337907249,Pole and line,
338000083,Sailing,
338000258,Sailing,
338001000,Seismic vessel,
338002000,Seismic vessel,
338002527,Sailing,
338003788,Sailing,
338004000,Seismic vessel,
338004418,Sailing,
338004751,Pole and line,
338004831,Sailing,
338004941,Pole and line,
338005000,Sailing,
338010004,Pilot,
338010442,Sailing,
338010597,Squid,
338010925,Sailing,
338012362,Sailing,
338012723,Squid,
338013932,Trawlers,
338014441,Purse seines,
338016759,Sailing,
338018865,Trawlers,
338019000,Pilot,
338019005,Purse seines,
338019392,Tug,
338021074,Sailing,
338021679,Trawlers,
338022000,Pilot,
338022079,Sailing,
338022775,Sailing,
338023443,Sailing,
338023508,Sailing,
338025179,Trawlers,
338025702,Sailing,
338026773,Tanker,
338027630,Sailing,
338027798,Trawlers,
338029917,Trawlers,
338030386,Sailing,
338031088,Sailing,
338031362,Sailing,
338031889,Tug,
338031982,Squid,
338032374,Sailing,
338032388,Sailing,
338032429,Sailing,
338034000,Sailing,
338035178,Pilot,
338035185,Trawlers,
338035576,Trawlers,
338036000,Sailing,
338036806,Sailing,
338036846,Pilot,
338037794,Trawlers,
338037842,Pilot,
338037843,Pilot,
338038064,Tug,
338039255,Sailing,
338039474,Sailing,
338039852,Trawlers,
338040075,Pilot,
338041000,Seismic vessel,
338041163,Sailing,
338042854,Trawlers,
338043017,Sailing,
338043114,Tug,
338045148,Sailing,
338046092,Sailing,
338046358,Set longlines,
338046491,Pilot,
338046511,Sailing,
338046997,Sailing,
338047000,Sailing,
338047409,Sailing,
338047464,Pole and line,
338047518,Trawlers,
338048555,Reefer,
338049081,Sailing,
338049302,Sailing,
338049303,Sailing,
338049304,Sailing,
338049305,Sailing,
338049306,Sailing,
338050648,Sailing,
338051794,Pole and line,
338051951,Sailing,
338051982,Sailing,
338053139,Pilot,
338053214,Sailing,
338053315,Sailing,
338053472,Sailing,
338053678,Pole and line,
338054351,Pilot,
338054556,Trawlers,
338054682,Trawlers,
338055327,Trawlers,
338055367,Sailing,
338055535,Sailing,
338055972,Sailing,
338056274,Sailing,
338056352,Tug,
338056646,Pilot,
338056789,Sailing,
338056884,Sailing,
338057864,Trawlers,
338057943,Sailing,
338059104,Trawlers,
338059157,Sailing,
338060136,Pilot,
338060149,Pole and line,
338061000,Purse seines,
338064000,Seismic vessel,
338065473,Trawlers,
338065556,Sailing,
338065964,Trawlers,
338066383,Trawlers,
338066598,Sailing,
338066671,Sailing,
338067455,Pilot,
338068348,Sailing,
338068828,Pilot,
338069116,Cargo,
338069238,Pilot,
338069255,Pilot,
338069482,Pilot,
338069687,Sailing,
338069996,Trawlers,
338070127,Pilot,
338070129,Pilot,
338070255,Sailing,
338070397,Trawlers,
338070401,Sailing,
338070452,Sailing,
338070488,Sailing,
338070511,Pilot,
338070512,Pilot,
338070513,Sailing,
338070514,Tanker,
338070515,Tanker,
338070589,Tanker,
338070876,Pots and traps,
338070888,Sailing,
338071000,Cargo,
338071038,Pilot,
338071051,Pots and traps,
338071154,Pilot,
338075341,Squid,
338075432,Seismic vessel,
338075692,Sailing,
338075797,Trawlers,
338075892,Pilot,
338075893,Set gillnets,
338075958,Sailing,
338076327,Trawlers,
338077447,Pole and line,
338077786,Trawlers,
338077945,Pilot,
338078000,Cargo,
338078134,Sailing,
338078249,Trawlers,
338078271,Sailing,
338078421,Sailing,
338079044,Tug,
338079196,Sailing,
338079437,Sailing,
338079954,Sailing,
338080146,Trawlers,
338080611,Tug,
338080629,Sailing,
338080715,Sailing,
338080722,Sailing,
338081166,Sailing,
338081331,Pilot,
338081332,Sailing,
338081333,Sailing,
338081589,Sailing,
338081709,Tanker,
338081861,Tanker,
338081965,Trawlers,
338082019,Pots and traps,
338082422,Tanker,
338082968,Trawlers,
338083469,Sailing,
338083479,Sailing,
338084648,Trawlers,
338084886,Reefer,
338085121,Trawlers,
338085224,Trawlers,
338085241,Purse seines,
338085738,Trawlers,
338085924,Sailing,
338086354,Sailing,
338086446,Sailing,
338086536,Sailing,
338086725,Sailing,
338086751,Sailing,
338087108,Sailing,
338087117,Pilot,
338087376,Trawlers,
338087471,Tug,
338087662,Sailing,
338087782,Sailing,
338087783,Sailing,
338087784,Pots and traps,
338087785,Pots and traps,
338087888,Trawlers,
338087935,Pilot,
338088774,Sailing,
338088826,Sailing,
338088836,Sailing,
338088877,Sailing,
338089115,Sailing,
338089334,Sailing,
338089368,Sailing,
338089381,Sailing,
338089447,Sailing,
338089481,Trawlers,
338090033,Sailing,
338090282,Trawlers,
338090288,Sailing,
338090338,Sailing,
338090444,Trawlers,
338090502,Trawlers,
338090603,Sailing,
338090736,Trawlers,
338091000,Sailing,
338091375,Sailing,
338091445,Trawlers,
338091447,Set gillnets,
338091594,Pole and line,
338091809,Trawlers,
338091989,Purse seines,
338092000,Sailing,
338092041,Sailing,
338092103,Sailing,
338092129,Sailing,
338092575,Trawlers,
338092578,Sailing,
338092728,Sailing,
338092788,Sailing,
338093245,Sailing,
338093377,Purse seines,
338093851,Trawlers,
338094329,Trawlers,
338094686,Sailing,
338094925,Trawlers,
338094952,Trawlers,
338095033,Seismic vessel,
338095149,Sailing,
338095396,Trawlers,
338095647,Purse seines,
338095872,Pots and traps,
338096000,Sailing,
338096268,Pots and traps,
338096321,Trawlers,
338096327,Trawlers,
338096378,Pilot,
338096379,Pilot,
338096421,Sailing,
338096531,Sailing,
338096623,Sailing,
338096624,Pilot,
338096626,Sailing,
338096706,Pots and traps,
338096711,Sailing,
338096768,Pilot,
338096862,Sailing,
338096974,Trawlers,
338097159,Pots and traps,
338097255,Sailing,
338097258,Trawlers,
338097273,Trawlers,
338097383,Sailing,
338097391,Sailing,
338097439,Pole and line,
338097521,Sailing,
338097953,Pilot,
338097978,Trawlers,
338098136,Pole and line,
338098173,Sailing,
338098248,Sailing,
338098758,Sailing,
338098818,Sailing,
338099013,Pilot,
338099037,Pole and line,
338099137,Sailing,
338099321,Cargo,
338099717,Pilot,
338099721,Pilot,
338099741,Sailing,
338099781,Sailing,
338099886,Trawlers,
338100018,Sailing,
338100261,Sailing,
338100295,Sailing,
338100407,Trawlers,
338100442,Sailing,
338100616,Sailing,
338100838,Sailing,
338100929,Sailing,
338100943,Trawlers,
338100993,Sailing,
338101144,Sailing,
338101223,Sailing,
338101228,Squid,
338101508,Trawlers,
338101644,Sailing,
338101744,Trawlers,
338101828,Sailing,
338101854,Sailing,
338101926,Trawlers,
338101954,Pilot,
338102043,Sailing,
338102142,Sailing,
338102201,Squid,
338102368,Trawlers,
338102442,Sailing,
338102457,Sailing,
338102534,Pots and traps,
338102573,Sailing,
338102581,Squid,
338102781,Sailing,
338102856,Sailing,
338102861,Pilot,Tug
338103017,Trawlers,
338103026,Sailing,
338103213,Trawlers,
338103395,Pilot,
338103442,Trawlers,
338103724,Sailing,
338103759,Sailing,
338103773,Trawlers,
338103997,Sailing,
338104000,Purse seines,
338104037,Sailing,
338104055,Trawlers,
338104134,Sailing,
338104261,Trawlers,
338104331,Sailing,
338104363,Trawlers,
338104509,Pole and line,
338104655,Sailing,
338105056,Pilot,
338105112,Trawlers,
338105147,Sailing,
338105183,Cargo,
338105185,Squid,
338105245,Sailing,
338105362,Trawlers,
338105938,Tug,
338105966,Sailing,
338106016,Pilot,
338106307,Sailing,
338106415,Sailing,
338106737,Sailing,
338106809,Squid,
338106887,Sailing,
338106956,Sailing,
338106973,Trawlers,
338107116,Sailing,
338107324,Pole and line,
338107415,Sailing,
338107525,Sailing,
338107532,Sailing,
338107842,Trawlers,
338107857,Sailing,
338107888,Sailing,
338108009,Sailing,
338108125,Pilot,
338108138,Pilot,
338108142,Sailing,
338108178,Tanker,
338108219,Sailing,
338108228,Sailing,
338108395,Sailing,
338108402,Set longlines,
338108409,Pilot,
338108461,Sailing,
338108506,Pilot,
338108508,Sailing,
338108675,Trawlers,
338108738,Sailing,
338108739,Pots and traps,
338108766,Sailing,
338108909,Sailing,
338108946,Sailing,
338108969,Sailing,
338109042,Sailing,
338109181,Sailing,
338109332,Trawlers,
338109484,Pots and traps,
338109553,Pots and traps,
338109564,Pots and traps,
338109758,Tug,
338109898,Trawlers,
338109923,Sailing,
338110000,Tanker,
338110168,Sailing,
338110345,Pilot,
338110361,Set longlines,
338110481,Trawlers,
338111149,Tanker,
338111387,Sailing,
338112000,Sailing,
338112395,Sailing,
338112711,Sailing,
338112796,Sailing,
338113658,Pilot,
338113939,Sailing,
338113997,Sailing,
338114060,Sailing,
338114378,Trawlers,
338114505,Sailing,
338114982,Sailing,
338115008,Reefer,
338115009,Sailing,
338115048,Sailing,
338115107,Trawlers,
338115523,Sailing,
338115737,Squid,
338115962,Sailing,
338115994,Sailing,
338116000,Sailing,
338116095,Sailing,
338116159,Sailing,
338116222,Pots and traps,
338116239,Pots and traps,
338116303,Sailing,
338116342,Trawlers,
338116379,Sailing,
338116395,Sailing,
338116466,Sailing,
338116549,Sailing,
338116603,Sailing,
338116865,Sailing,
338116867,Sailing,
338116897,Trawlers,
338116905,Sailing,
338116913,Pots and traps,
338116938,Trawlers,
338117000,Sailing,
338117119,Trawlers,
338117243,Sailing,
338117303,Sailing,
338117358,Pilot,
338117512,Sailing,
338117567,Pilot,
338117666,Sailing,
338117769,Sailing,
338117796,Sailing,
338118049,Pole and line,
338118126,Trawlers,
338118281,Trawlers,
338118352,Trawlers,
338118464,Sailing,
338118581,Sailing,
338118674,Pilot,
338118702,Trawlers,
338119204,Sailing,
338119263,Trawlers,
338119281,Trawlers,
338119343,Sailing,
338119352,Sailing,
338119434,Sailing,
338119488,Trawlers,
338119614,Sailing,
338119699,Sailing,
338119717,Sailing,
338120189,Trawlers,
338120353,Sailing,
338120704,Sailing,
338120843,Pots and traps,
338120866,Sailing,
338120923,Sailing,
338120942,Trawlers,
338121224,Pots and traps,
338121458,Sailing,
338121741,Trawlers,
338121825,Pole and line,
338121858,Trawlers,
338122003,Pots and traps,
338122099,Squid,
338122328,Purse seines,
338122487,Pilot,
338122547,Sailing,
338122676,Sailing,
338122714,Sailing,
338122759,Pots and traps,
338122792,Pole and line,
338122793,Sailing,
338122831,Pots and traps,
338123108,Pilot,
338123219,Sailing,
338123353,Pots and traps,
338123388,Sailing,
338123612,Trawlers,
338123673,Set gillnets,
338123697,Trawlers,
338123745,Squid,
338123922,Trawlers,
338124026,Sailing,
338124124,Sailing,
338124561,Purse seines,
338124625,Trawlers,
