mmsi,inferred,known
271002310,Sailing,
271002316,Sailing,
271002318,Tanker,
271002326,Sailing,
271002327,Sailing,
271002328,Sailing,
271002333,Set longlines,
271002334,Set longlines,
271002335,Set longlines,
271002337,Pilot,
271002339,Trawlers,
271002341,Tanker,
271002342,Sailing,
271002343,Tug,
271002345,Tanker,
271002346,Seismic vessel,
271002348,Reefer,
271002352,Reefer,
271002353,Cargo,
271002354,Tanker,
271002359,Reefer,
271002360,Tanker,
271002361,Sailing,
271002365,Set gillnets,
271002366,Trawlers,
271002368,Trawlers,
271002369,Pilot,
271002370,Sailing,
271002372,Purse seines,
271002374,Tanker,
271002377,Set longlines,
271002381,Sailing,
271002383,Sailing,
271002384,Sailing,
271002386,Set longlines,
271002391,Tanker,
271002395,Tanker,
271002396,Reefer,
271002400,Sailing,
271002403,Tanker,
271002417,Sailing,
271002423,Tug,
271002424,Purse seines,
271002429,Reefer,
271002430,Purse seines,
271002432,Reefer,
271002434,Reefer,
271002435,Trawlers,
271002437,Tanker,
271002438,Pots and traps,
271002439,Tanker,
271002443,Cargo,
271002446,Sailing,
271002448,Tanker,
271002451,Sailing,
271002453,Tug,
271002455,Tug,
271002456,Set longlines,
271002459,Purse seines,
271002463,Purse seines,
271002464,Sailing,
271002465,Sailing,
271002466,Sailing,
271002467,Sailing,
271002468,Sailing,
271002469,Trawlers,
271002470,Sailing,
271002471,Tanker,
271002472,Trawlers,
271002473,Pilot,
271002474,Trawlers,
271002475,Sailing,
271002476,Pilot,
271002477,Trawlers,
271002478,Sailing,
271002482,Set longlines,
271002487,Set longlines,
271002488,Sailing,
271002489,Sailing,
271002490,Sailing,
271002491,Sailing,
271002492,Sailing,
271002493,Tug,
271002494,Tug,
271002497,Sailing,
271002498,Pole and line,
271002499,Tug,
271002500,Cargo,
271002502,Cargo,
271002504,Tug,
271002505,Sailing,
271002506,Sailing,
271002508,Sailing,
271002510,Sailing,
271002511,Trawlers,
271002512,Sailing,
271002513,Sailing,
271002516,Sailing,
271002517,Sailing,
271002518,Sailing,
271002519,Sailing,
271002520,Sailing,
271002522,Sailing,
271002523,Sailing,
271002524,Sailing,
271002526,Sailing,
271002527,Sailing,
271002528,Pole and line,
271002533,Tug,
271002536,Cargo,
271002539,Tanker,
271002541,Tanker,
271002542,Reefer,
271002544,Sailing,
271002550,Tanker,
271002555,Reefer,
271002556,Reefer,
271002559,Cargo,
271002561,Sailing,
271002562,Sailing,
271002563,Reefer,
271002564,Reefer,
271002565,Set gillnets,
271002569,Reefer,
271002571,Cargo,
271002572,Sailing,
271002574,Tug,
271002578,Sailing,
271002585,Reefer,
271002587,Cargo,
271002588,Set longlines,
271002595,Seismic vessel,
271002596,Tanker,
271002598,Trawlers,
271002599,Sailing,
271002600,Purse seines,
271002601,Reefer,
271002602,Trawlers,
271002603,Tanker,
271002604,Purse seines,
271002605,Sailing,
271002606,Trawlers,
271002607,Trawlers,
271002610,Reefer,
271002612,Reefer,
271002613,Tanker,
271002615,Sailing,
271002617,Purse seines,
271002624,Sailing,
271002626,Set longlines,
271002630,Reefer,
271002632,Set gillnets,
271002635,Purse seines,
271002637,Pilot,
271002638,Sailing,
271002639,Tanker,
271002642,Cargo,
271002648,Trawlers,
271002652,Reefer,
271002656,Reefer,
271002657,Trawlers,
271002658,Trawlers,
271002660,Tanker,
271002661,Tanker,Tanker
271002662,Cargo,
271002664,Tug,
271002667,Sailing,
271002668,Tanker,
271002672,Sailing,
271002673,Pots and traps,
271002676,Sailing,
271002680,Pilot,
271002685,Trawlers,
271002686,Reefer,
271002688,Tanker,
271002689,Purse seines,
271002690,Pots and traps,
271002691,Set gillnets,
271002692,Tanker,
271002695,Reefer,
271002697,Tanker,
271002699,Sailing,
271002700,Reefer,
271002701,Pilot,
271002704,Trawlers,
271002709,Cargo,
271002710,Reefer,
271002711,Sailing,
271002713,Tanker,
271002718,Tanker,
271002721,Tanker,
271002722,Reefer,
271002724,Tanker,
271002726,Tanker,
271002729,Tanker,
271002732,Cargo,
271002735,Sailing,
271002736,Sailing,
271003364,Tanker,
271005002,Tanker,
271005004,Tug,
271005005,Sailing,
271005006,Sailing,
271005007,Trawlers,
271007000,Purse seines,
271007001,Trawlers,
271007002,Pilot,
271007393,Tanker,
271008503,Tanker,
271008504,Purse seines,
271008507,Reefer,
271008508,Purse seines,
271008509,Sailing,
271009036,Purse seines,
271010001,Tug,
271010006,Tanker,
271010014,Trawlers,
271010019,Trawlers,
271010021,Pilot,
271010022,Trawlers,
271010027,Set longlines,
271010028,Set longlines,
271010044,Trawlers,
271010052,Trawlers,
271010054,Tanker,
271010055,Reefer,
271010065,Tug,
271010068,Tug,
271010074,Purse seines,
271010075,Set longlines,
271010077,Tug,
271010078,Tug,
271010082,Sailing,
271010083,Sailing,
271010089,Trawlers,
271010090,Sailing,
271010091,Sailing,
271010092,Pilot,
271010093,Pilot,
271010094,Pilot,
271010099,Sailing,
271010100,Sailing,
271010101,Sailing,
271010102,Trawlers,
271010108,Set longlines,
271010111,Tanker,
271010112,Reefer,
271010113,Trawlers,
271010114,Pilot,
271010115,Sailing,
271010117,Tug,
271010118,Tug,
271010120,Sailing,
271010124,Tanker,
271010125,Tanker,
271010126,Pilot,
271010127,Set longlines,
271010128,Tanker,
271010129,Tanker,
271010131,Pots and traps,
271010133,Sailing,
271010137,Trawlers,
271010138,Sailing,
271010139,Sailing,
271010140,Cargo,
271010142,Set longlines,
271010144,Seismic vessel,
271010146,Tanker,
271010147,Sailing,
271010148,Sailing,
271010150,Set longlines,
271010154,Pilot,
271010156,Set longlines,
271010160,Sailing,
271010162,Cargo,
271010163,Sailing,
271010164,Tanker,
271010166,Sailing,
271010167,Cargo,
271010168,Tanker,
271010169,Set longlines,
271010171,Trawlers,
271010172,Tug,
271010173,Trawlers,
271010174,Set longlines,
271010178,Set gillnets,
271010179,Reefer,
271010180,Pilot,
271010187,Tanker,
271010190,Sailing,
271010191,Cargo,
271010192,Tug,
271010193,Tug,
271010194,Sailing,
271010195,Reefer,
271010197,Pilot,
271010198,Tanker,
271010199,Tanker,
271010200,Trawlers,
271010201,Tanker,
271010203,Tug,
271010204,Pilot,
271010205,Sailing,
271010206,Trawlers,
271010208,Tanker,
271010209,Trawlers,
271010211,Trawlers,
271010212,Pilot,
271010213,Sailing,
271010214,Trawlers,
271010215,Purse seines,
271010216,Set gillnets,
271010217,Sailing,
271010221,Trawlers,
271010223,Purse seines,
271010226,Purse seines,
271010229,Sailing,
271010234,Trawlers,
271010237,Purse seines,
271010246,Trawlers,
271010247,Tanker,
271010248,Tug,
271010249,Tug,
271010250,Sailing,
271010251,Sailing,
271010256,Cargo,
271010257,Tug,
271010262,Sailing,
271010263,Sailing,
271010264,Sailing,
271010265,Sailing,
271010266,Sailing,
271010267,Sailing,
271010268,Cargo,
271010269,Tanker,
271010270,Sailing,
271010271,Sailing,
271010272,Sailing,
271010273,Sailing,
271010276,Set longlines,
271010278,Sailing,
271010279,Pots and traps,
271010280,Sailing,
271010282,Sailing,
271010283,Sailing,
271010284,Sailing,
271010285,Tanker,
271010286,Sailing,
271010287,Trawlers,
271010288,Seismic vessel,
271010289,Sailing,
271010290,Trawlers,
271010291,Tanker,
271010292,Cargo,
271010293,Sailing,
271010294,Pots and traps,
271010295,Trawlers,
271010296,Cargo,
271010297,Pots and traps,
271010298,Sailing,
271010299,Sailing,
271010300,Sailing,
271010301,Sailing,
271010302,Set longlines,
271010303,Trawlers,
271010304,Sailing,
271010305,Cargo,
271010306,Cargo,
271010307,Purse seines,
271010308,Sailing,
271010309,Sailing,
271010310,Sailing,
271010311,Sailing,
271010312,Sailing,
271010313,Sailing,
271010314,Sailing,
271010315,Sailing,
271010316,Sailing,
271010317,Sailing,
271010318,Trawlers,
271010321,Tanker,
271010322,Trawlers,
271010323,Sailing,
271010324,Trawlers,
271010326,Sailing,
271010327,Sailing,
271010328,Sailing,
271010329,Sailing,
271010330,Trawlers,
271010332,Sailing,
271010333,Cargo,
271010334,Sailing,
271010335,Set gillnets,
271010336,Sailing,
271010337,Sailing,
271010338,Sailing,
271010339,Sailing,
271010340,Sailing,
271010343,Set longlines,
271010344,Set longlines,
271010345,Tug,
271010346,Pilot,
271010347,Tug,
271010348,Pilot,
271010349,Pilot,
271010350,Tug,
271010351,Pilot,
271010352,Pilot,
271010353,Tug,
271010354,Tug,
271010355,Tug,
271010356,Tug,
271010357,Trawlers,
271010358,Sailing,
271010360,Sailing,
271010362,Tanker,
271010366,Trawlers,
271010367,Tanker,
271010369,Tug,
271010371,Pilot,
271010372,Tug,
271010374,Sailing,
271010376,Sailing,
271010378,Sailing,
271010379,Tanker,
271010380,Reefer,
271010382,Trawlers,
271010383,Set longlines,
271010384,Sailing,
271010385,Pilot,
271010388,Sailing,
271010389,Sailing,
271010390,Tug,
271010391,Tanker,
271010392,Tanker,
271010393,Tanker,
271010394,Pole and line,
271010395,Sailing,
271010398,Pots and traps,
271010402,Tug,
271010403,Purse seines,
271010407,Sailing,
271010409,Sailing,
271010416,Set longlines,
271010419,Tug,
271010420,Tug,
271010421,Sailing,
271010425,Tug,
271010427,Pilot,
271010429,Reefer,
271010431,Pilot,
271010436,Sailing,
271010437,Pilot,
271010438,Set longlines,
271010439,Pilot,
271010440,Pilot,
271010441,Trawlers,
271010442,Pilot,
271010443,Reefer,
271010444,Set longlines,
271010445,Sailing,
271010447,Tanker,
271010448,Pilot,
271010449,Sailing,
271010451,Trawlers,
271010455,Tanker,
271010456,Sailing,
271010457,Sailing,
271010458,Set gillnets,
271010460,Sailing,
271010464,Tug,
271010466,Set longlines,
271010468,Pilot,
271010471,Sailing,
271010472,Tanker,
271010474,Sailing,
271010477,Sailing,
271010480,Pilot,
271010484,Trawlers,
271010485,Pilot,
271010486,Pilot,
271010487,Pilot,
271010488,Sailing,
271010491,Pots and traps,
271010496,Reefer,
271010500,Trawlers,
271010502,Set longlines,
271010503,Tug,
271010504,Sailing,
271010505,Sailing,
271010506,Sailing,
271010507,Sailing,
271010508,Sailing,
271010509,Pilot,
271010510,Sailing,
271010511,Trawlers,
271010513,Trawlers,
271010514,Sailing,
271010515,Trawlers,
271010516,Sailing,
271010517,Sailing,
271010518,Trawlers,
271010521,Sailing,
271010522,Sailing,
271010524,Set longlines,
271010525,Pilot,
271010526,Sailing,
271010527,Sailing,
271010529,Sailing,
271010530,Sailing,
271010531,Sailing,
271010533,Sailing,
271010534,Sailing,
271010535,Tanker,
271010536,Sailing,
271010537,Pilot,
271010538,Sailing,
271010539,Sailing,
271010540,Sailing,
271010541,Sailing,
271010542,Trawlers,
271010549,Pilot,
271010550,Trawlers,
271010551,Tug,
271010552,Sailing,
271010554,Sailing,
271010556,Sailing,
271010564,Trawlers,
271010565,Set longlines,
271010566,Sailing,
271010568,Sailing,
271010569,Pilot,
271010570,Pilot,
271010571,Tug,
271010572,Reefer,
271010573,Pots and traps,
271010574,Sailing,
271010575,Sailing,
271010577,Sailing,
271010579,Seismic vessel,
271010580,Pilot,
271010581,Sailing,
271010582,Pilot,
271010584,Tanker,
271010585,Tanker,
271010586,Tanker,
271010587,Sailing,
271010590,Trawlers,
271010593,Sailing,
271010598,Purse seines,
271010599,Sailing,
271010603,Sailing,
271010607,Trawlers,
271010609,Sailing,
271010610,Sailing,
271010612,Tanker,
271010614,Cargo,
271010619,Sailing,
271010620,Sailing,
271010621,Pilot,
271010624,Pilot,
271010630,Pilot,
271010634,Tug,
271010635,Sailing,
271010636,Pilot,
271010637,Set longlines,
271010638,Sailing,
271010639,Pilot,
271010640,Set longlines,
271010641,Set longlines,
271010642,Purse seines,
271010643,Sailing,
271010644,Sailing,
271010645,Set longlines,
271010646,Set longlines,
271010647,Sailing,
271010648,Sailing,
271010650,Sailing,
271010651,Tug,
271010654,Tanker,
271010655,Sailing,
271010656,Sailing,
271010659,Pilot,
271010660,Sailing,
271010662,Tanker,
271010664,Trawlers,
271010665,Reefer,
271010666,Sailing,
271010667,Sailing,
271010671,Set longlines,
271010676,Sailing,
271010677,Sailing,
271010681,Set longlines,
271010682,Sailing,
271010683,Sailing,
271010684,Sailing,
271010688,Reefer,
271010689,Set longlines,
271010690,Reefer,
271010693,Tanker,
271010694,Sailing,
271010695,Sailing,
271010698,Sailing,
271010699,Seismic vessel,
271010701,Seismic vessel,
271010703,Trawlers,
271010706,Cargo,
271010707,Sailing,
271010708,Set longlines,
271010710,Trawlers,
271010711,Pilot,
271010715,Pilot,
271010716,Pilot,
271010720,Trawlers,
271010721,Set longlines,
271010722,Sailing,
271010729,Seismic vessel,
271010730,Sailing,
271010731,Pots and traps,
271010738,Trawlers,
271010739,Trawlers,
271010742,Sailing,
271010743,Trawlers,
271010765,Tug,
271010767,Pilot,
271010768,Pilot,
271010769,Pilot,
271010772,Tug,
271010779,Trawlers,
271010784,Sailing,
271010786,Pilot,
271010787,Reefer,
271010791,Sailing,
271010794,Sailing,
271010795,Sailing,
271010796,Sailing,
271010802,Pilot,
271010803,Tug,
271010804,Pilot,
271010805,Tug,
271010807,Tanker,
271010808,Pole and line,
271010812,Sailing,
271010814,Tug,
271010815,Tug,
271010816,Set longlines,
271010821,Sailing,
271010822,Pole and line,
271010825,Trawlers,
271010827,Purse seines,
271010828,Pilot,
271010830,Tanker,
271010831,Trawlers,
271010833,Sailing,
271010834,Sailing,
271010835,Sailing,
271010836,Sailing,
271010840,Set longlines,
271010842,Sailing,
271010847,Purse seines,
271010849,Pilot,
271010854,Tug,
271010857,Sailing,
271010859,Trawlers,
271010862,Tug,
271010869,Sailing,
271010876,Sailing,
271010879,Sailing,
271010889,Sailing,
271010895,Sailing,
271010897,Pilot,
271010902,Pilot,
271010905,Sailing,
271010906,Tug,
271010907,Reefer,
271010910,Pilot,
271010911,Sailing,
271010912,Sailing,
271010913,Pilot,
271015000,Sailing,
271015001,Trawlers,
271015003,Purse seines,
271015006,Trawlers,
271015009,Trawlers,
271015010,Sailing,
271015011,Sailing,
271015015,Sailing,
271015017,Sailing,
271015022,Tanker,
271015023,Reefer,
271015032,Purse seines,
271015035,Trawlers,
271015037,Seismic vessel,
271015039,Tanker,
271017002,Trawlers,
271017003,Sailing,
271017007,Pilot,
271017011,Sailing,
271017014,Set longlines,
271017019,Squid,
271017021,Pilot,
271017027,Sailing,
271019002,Sailing,
271019003,Tug,
271019004,Set gillnets,
271019007,Tug,
271019010,Trawlers,
271019013,Pilot,
271019015,Pilot,
271019016,Pilot,
271019019,Purse seines,
271019020,Set longlines,
271019024,Purse seines,
271019026,Pilot,
271019027,Purse seines,
271020012,Sailing,
271020043,Sailing,
271020053,Sailing,
271020066,Trawlers,
271020072,Sailing,
271020083,Tanker,
271020086,Tug,
271020088,Sailing,
271020090,Tanker,
271020092,Purse seines,
271020095,Pilot,
271020096,Sailing,
271020098,Pole and line,
271020101,Trawlers,
271020102,Cargo,
271020119,Set longlines,
271020121,Sailing,
271020123,Pilot,
271020124,Cargo,
271020125,Sailing,
271020128,Trawlers,
271020130,Sailing,
271020131,Sailing,
271020132,Trawlers,
271020133,Sailing,
271020137,Sailing,
271020138,Sailing,
271020168,Pilot,
271020169,Pilot,
271020172,Sailing,
271020175,Trawlers,
271020176,Sailing,
271020183,Sailing,
271020196,Trawlers,
271020200,Sailing,
271020201,Sailing,
271030088,Reefer,
271030092,Sailing,
271030137,Sailing,
271030139,Sailing,
271040007,Reefer,
271040008,Reefer,
271040016,Sailing,
271040020,Tanker,
271040024,Sailing,
271040027,Sailing,
271040029,Tanker,
271040031,Sailing,
271040034,Sailing,
271040036,Set gillnets,
271040038,Tanker,
271040041,Pots and traps,
271040043,Pilot,
271040044,Pots and traps,
271040047,Purse seines,
271040049,Tug,
271040060,Trawlers,
271040063,Tug,
271040075,Pilot,
271040081,Trawlers,
271040084,Tug,
271040093,Sailing,
271040094,Trawlers,
271040098,Pilot,
271040105,Reefer,
271040109,Set gillnets,
271040119,Sailing,
271040124,Sailing,
271040130,Reefer,
271040131,Tanker,
271040134,Trawlers,
271040136,Sailing,
271040138,Sailing,
271040139,Purse seines,
271040140,Pilot,
271040144,Tanker,
271040147,Sailing,
271040150,Cargo,
271040151,Sailing,
271040152,Purse seines,
271040153,Sailing,
271040154,Pilot,
271040157,Sailing,
271040174,Sailing,
271040177,Sailing,
271040181,Sailing,
271040182,Cargo,
271040189,Cargo,
271040197,Cargo,
271040198,Reefer,
271040201,Pole and line,
271040203,Pilot,
271040204,Sailing,
271040208,Sailing,
271040216,Set longlines,
271040220,Tanker,
271040222,Set longlines,
271040230,Tanker,
271040234,Reefer,
271040235,Sailing,
271040236,Sailing,
271040239,Sailing,
271040241,Purse seines,
271040248,Cargo,
271040254,Reefer,
271040280,Sailing,
271040283,Cargo,
271040295,Tanker,
271040298,Sailing,
271040299,Sailing,
271040301,Sailing,
271040303,Pilot,
271040307,Pilot,
271040309,Trawlers,
271040311,Cargo,
271040312,Cargo,
271040314,Tanker,
271040315,Purse seines,
271040316,Sailing,
271040319,Reefer,
271040321,Tug,
271040325,Sailing,
271040330,Reefer,
271040334,Cargo,
271040349,Trawlers,
271040352,Reefer,
271040354,Trawlers,
271040357,Tug,
271040378,Sailing,
271040379,Sailing,
271040381,Trawlers,
271040383,Trawlers,
271040392,Sailing,
271040397,Tanker,
271040400,Set gillnets,
271040403,Cargo,
271040405,Reefer,
271040406,Cargo,
271040407,Reefer,
271040409,Pole and line,
271040410,Set gillnets,
271040411,Purse seines,
271040415,Pots and traps,
271040418,Set longlines,
271040428,Sailing,
271040436,Sailing,
271040443,Pilot,
271040444,Pilot,
271040447,Sailing,
271040449,Trawlers,
271040455,Tug,
271040458,Sailing,
271040461,Pilot,
271040464,Pilot,
271040475,Squid,
271040484,Sailing,
271040485,Sailing,
271040486,Sailing,
271040487,Sailing,
271040489,Sailing,
271040492,Set longlines,
271040493,Sailing,
271040494,Purse seines,
271040495,Sailing,
271040496,Sailing,
271040497,Sailing,
271040503,Sailing,
271040506,Sailing,
271040509,Cargo,
271040510,Set longlines,
271040513,Set longlines,
271040517,Set longlines,
271040518,Set longlines,
271040520,Set longlines,
271040521,Purse seines,
271040523,Sailing,
271040524,Sailing,
271040528,Pilot,
271040529,Sailing,
271040530,Sailing,
271040531,Pilot,
271040532,Trawlers,
271040538,Trawlers,
271040545,Trawlers,
271040546,Sailing,
271040560,Pilot,
271040565,Pilot,
271040569,Trawlers,
271040570,Sailing,
271040571,Set longlines,
271040573,Sailing,
271040580,Set longlines,
271040581,Pilot,
271040582,Trawlers,
271040583,Reefer,
271040589,Sailing,
271040594,Cargo,
271040598,Sailing,
271040601,Tanker,
271040608,Sailing,
271040610,Tanker,
271040613,Sailing,
271040614,Set longlines,
271040616,Sailing,
271040618,Sailing,
271040622,Sailing,
271040624,Sailing,
271040633,Sailing,
271040635,Reefer,
271040636,Sailing,
271040637,Sailing,
271040639,Sailing,
271040646,Sailing,
271040650,Pilot,
271040651,Pilot,
271040652,Tanker,
271040654,Trawlers,
271040655,Reefer,
271040656,Trawlers,
271040657,Sailing,
271040660,Sailing,
271040666,Sailing,
271040669,Tanker,
271040671,Sailing,
271040678,Sailing,
271040679,Trawlers,
271040680,Set longlines,
271040682,Sailing,
271040685,Sailing,
271040691,Sailing,
271040693,Pilot,
271040694,Sailing,
271040695,Sailing,
271040698,Sailing,
271040699,Trawlers,
271040700,Trawlers,
271040740,Sailing,
271040741,Sailing,
271040747,Pilot,
271040748,Sailing,
271040753,Set longlines,
271040755,Sailing,
271040756,Trawlers,
271040757,Sailing,
271040758,Sailing,
271040761,Sailing,
271040765,Sailing,
271040766,Trawlers,
271040768,Trawlers,
271040771,Sailing,
271040773,Trawlers,
271040774,Purse seines,
271040775,Sailing,
271040784,Pilot,
271040786,Tug,
271040794,Purse seines,
271040798,Set longlines,
271040799,Sailing,
271040805,Set longlines,
271040806,Trawlers,
271040808,Trawlers,
271040811,Sailing,
271040813,Trawlers,
271040829,Sailing,
271040831,Cargo,
271040832,Pole and line,
271040835,Sailing,
271040839,Tug,
271040840,Sailing,
271040841,Cargo,
271040844,Set longlines,
271040856,Sailing,
271040857,Set longlines,
271040858,Pole and line,
271040859,Sailing,
271040862,Pots and traps,
271040864,Sailing,
271040865,Trawlers,
271040867,Tanker,
271040868,Trawlers,
271040869,Set longlines,
271040871,Reefer,
271040874,Sailing,
271040883,Pilot,
271040887,Reefer,
271040889,Purse seines,
271040891,Pots and traps,
271040893,Trawlers,
271040894,Trawlers,
271040896,Sailing,
271040912,Sailing,
271040913,Sailing,
271040919,Sailing,
271040923,Trawlers,
271040925,Trawlers,
271040927,Sailing,
271040936,Sailing,
271040947,Sailing,
271040948,Sailing,
271040951,Trawlers,
271040952,Pots and traps,
271040955,Pots and traps,
271040963,Cargo,
271040967,Sailing,
271040970,Pots and traps,
271040972,Squid,
271040984,Sailing,
271040986,Sailing,
271040988,Sailing,
271040990,Sailing,
271040993,Pots and traps,
271040994,Pots and traps,
271041000,Cargo,
271041009,Sailing,
271041023,Sailing,
271041041,Sailing,
271041047,Set gillnets,
271041049,Sailing,
271041050,Sailing,
271041051,Pilot,
271041059,Trawlers,
271041060,Set gillnets,
271041062,Pilot,
271041070,Trawlers,
271041072,Purse seines,
271041080,Purse seines,
271041084,Sailing,
271041093,Trawlers,
271041094,Sailing,
271041095,Sailing,
271041096,Sailing,
271041097,Sailing,
271041099,Trawlers,
271041100,Set gillnets,
271041101,Trawlers,
271041102,Pilot,
271041103,Trawlers,
271041105,Sailing,
271041106,Set longlines,
271041115,Trawlers,
271041122,Trawlers,
271041124,Sailing,
271041128,Sailing,
271041136,Set gillnets,
271041138,Sailing,
271041139,Set gillnets,
271041140,Sailing,
271041141,Sailing,
271041142,Sailing,
271041144,Sailing,
271041147,Trawlers,
271041159,Sailing,
271041162,Trawlers,
271041163,Trawlers,
271041166,Purse seines,
271041169,Pole and line,
271041171,Trawlers,
271041192,Sailing,
271041194,Purse seines,
271041196,Trawlers,
271041197,Sailing,
271041203,Sailing,
271041207,Purse seines,
271041208,Trawlers,
271041210,Pilot,
271041211,Trawlers,
271041213,Trawlers,
271041220,Sailing,
271041224,Tanker,
271041226,Trawlers,
271041230,Reefer,
271041232,Sailing,
271041233,Trawlers,
271041234,Trawlers,
271041239,Trawlers,
271041241,Trawlers,
271041244,Purse seines,
271041246,Sailing,
271041247,Sailing,
271041249,Sailing,
271041253,Sailing,
271041254,Set gillnets,
271041257,Sailing,
271041258,Trawlers,
271041261,Trawlers,
271041262,Set gillnets,
271041268,Sailing,
271041271,Purse seines,
271041277,Trawlers,
271041283,Tug,
271041286,Trawlers,
271041296,Sailing,
271041299,Purse seines,
271041300,Purse seines,
271041302,Trawlers,
271041305,Trawlers,
271041306,Sailing,
271041308,Trawlers,
271041309,Trawlers,
271041315,Purse seines,
271041321,Sailing,
271041323,Sailing,
271041324,Sailing,
271041325,Sailing,
271041327,Sailing,
271041331,Sailing,
271041332,Tanker,
271041333,Sailing,
271041335,Trawlers,
271041338,Trawlers,
271041343,Purse seines,
271041346,Sailing,
271041353,Trawlers,
271041354,Trawlers,
271041355,Pilot,
271041358,Sailing,
271041367,Sailing,
271041370,Sailing,
271041373,Trawlers,
271041388,Sailing,
271041389,Trawlers,
271041390,Trawlers,
271041391,Tanker,
271041395,Sailing,
271041399,Trawlers,
271041406,Sailing,
271041407,Trawlers,
271041408,Sailing,
271041411,Reefer,
271041418,Trawlers,
271041427,Trawlers,
271041456,Set longlines,
271041459,Sailing,
271041465,Pole and line,
271041487,Trawlers,
271041488,Sailing,
271041490,Sailing,
271041492,Sailing,
271041494,Trawlers,
271041511,Trawlers,
271041512,Reefer,
271041513,Pilot,
271041514,Pilot,
271041516,Pilot,
271041519,Cargo,
271041520,Trawlers,
271041531,Sailing,
271041542,Sailing,
271041543,Sailing,
271041546,Trawlers,
271041549,Sailing,
271041556,Sailing,
271041566,Tanker,
271041570,Sailing,
271041574,Sailing,
271041575,Trawlers,
271041599,Tanker,
271041607,Sailing,
271041620,Trawlers,
271041625,Sailing,
271041632,Trawlers,
271041639,Sailing,
271041641,Tug,
271041645,Cargo,
271041646,Reefer,
271041648,Tanker,
271041654,Sailing,
271041655,Pole and line,
271041684,Set gillnets,
271041687,Sailing,
271041690,Sailing,
271041695,Trawlers,
271041701,Sailing,
271041710,Sailing,
271041713,Trawlers,
271041718,Sailing,
271041722,Sailing,
271041724,Pots and traps,
271041731,Reefer,
271041735,Sailing,
271041741,Sailing,
271041745,Sailing,
271041765,Sailing,
271041770,Sailing,
271041773,Sailing,
271041785,Sailing,
271041791,Pole and line,
271041795,Trawlers,
271041811,Trawlers,
271041815,Trawlers,
271041816,Trawlers,
271041817,Sailing,
271041825,Tug,
271041826,Sailing,
271041833,Sailing,
271041840,Sailing,
271041841,Trawlers,
271041847,Sailing,
271041851,Pole and line,
271041858,Sailing,
271041860,Sailing,
271041862,Cargo,
271041866,Trawlers,
271041869,Sailing,
271041873,Sailing,
271041874,Sailing,
271041878,Sailing,
271041880,Trawlers,
271041889,Sailing,
271041895,Sailing,
271041897,Sailing,
271041901,Trawlers,
271041903,Trawlers,
271041905,Trawlers,
271041906,Trawlers,
271041907,Trawlers,
271041912,Sailing,
271041917,Pots and traps,
271041918,Sailing,
271041933,Pilot,
271041940,Pole and line,
271041944,Sailing,
271041946,Sailing,
271041948,Sailing,
271041953,Cargo,
271041956,Pilot,
271041959,Sailing,
271041975,Trawlers,
271041977,Sailing,
271041983,Set longlines,
271041984,Trawlers,
271041985,Sailing,
271041988,Sailing,
271041991,Reefer,
271041998,Sailing,
271042001,Sailing,
271042010,Trawlers,
271042011,Sailing,
271042014,Trawlers,
271042015,Pilot,
271042017,Sailing,
271042018,Tanker,
271042019,Reefer,
271042022,Sailing,
271042023,Trawlers,
271042034,Sailing,
271042061,Trawlers,
271042072,Pilot,
271042073,Sailing,
271042083,Sailing,
271042085,Sailing,
271042097,Trawlers,
271042099,Set longlines,
271042107,Trawlers,
271042108,Sailing,
271042112,Sailing,
271042116,Trawlers,
271042118,Sailing,
271042119,Sailing,
271042128,Sailing,
271042131,Sailing,
271042136,Pilot,
271042144,Sailing,
271042147,Pots and traps,
271042165,Squid,
271042171,Sailing,
271042181,Pilot,
271042182,Tanker,
271042197,Cargo,
271042202,Sailing,
271042203,Sailing,
271042204,Sailing,
271042208,Sailing,
271042218,Set gillnets,
271042233,Sailing,
271042234,Trawlers,
271042239,Sailing,
271042241,Reefer,
271042245,Trawlers,
271042246,Sailing,
271042248,Sailing,
271042251,Sailing,
271042256,Pilot,
271042273,Sailing,
271042280,Sailing,
271042284,Set longlines,
271042290,Cargo,
271042294,Reefer,
271042297,Sailing,
271042310,Set longlines,
271042312,Pole and line,
271042324,Trawlers,
271042325,Reefer,
271042333,Sailing,
271042336,Pilot,
271042338,Set longlines,
271042342,Sailing,
271042343,Sailing,
271042349,Sailing,
271042354,Sailing,
271042358,Sailing,
271042366,Sailing,
271042369,Trawlers,
271042371,Sailing,
271042375,Pilot,
271042380,Tanker,
271042389,Cargo,
271042395,Pilot,
271042398,Trawlers,
271042403,Sailing,
271042410,Sailing,
271042413,Cargo,
271042414,Cargo,
271042417,Trawlers,
271042418,Cargo,
271042421,Trawlers,
271042428,Cargo,
271042429,Trawlers,
271042433,Cargo,
271042435,Pilot,
271042439,Cargo,
271042447,Sailing,
271042448,Sailing,
271042450,Sailing,
271042456,Set gillnets,
271042474,Pilot,
271042475,Tanker,
271042478,Tanker,
271042479,Trawlers,
271042480,Pilot,
271042486,Sailing,
271042487,Tanker,
271042492,Tug,
271042493,Reefer,
271042494,Reefer,
271042496,Sailing,
271042502,Trawlers,
271042508,Sailing,
271042510,Tug,
271042511,Cargo,
271042513,Pole and line,
271042514,Pilot,
271042515,Reefer,
271042516,Cargo,
