mmsi,Label,Match?,Is this a purse seiner?,Who?,Notes,Link,shipname,imo,callsign,imo_rank,callsign_rank,name_rank,flag_match,date_range_match,clav_date_match,fishing_msg_ratio,Score (callsign + flagmatch),clav_DateUpdated,rfmo_name,match_start,clav_DateUpdated,match_score,shiptype,shiptype_fishing,clav_TUVI
271072123,Purse seiners,yes,yes,VL ,Turkmenler-1,https://www.google.com/search?q=271072123+mmsi,TŠü__Šü__RKMENLER-1,,TC5698,0,1,0,1,0,1,1,2,57:43.0,ICCAT,04:52.0,4/9/15,3478,Purse seiners,1,7313
271072122,Purse seiners,yes,yes,VL ,Turkmenler,https://www.google.com/search?q=271072122+mmsi,TŠü__Šü__RKMENLER,,TC5319,0,1,0,1,0,1,1,2,21:47.0,ICCAT,41:53.0,12/16/14,4696,Purse seiners,1,6917
271072118,Purse seiners,yes,yes,VL ,Suayip Ketenci,https://www.google.com/search?q=271072118+mmsi,Šü__Šü__UAYŠü__Šü__P KETENCŠü__Šü__,,TC7553,0,1,0,1,0,1,1,2,21:49.0,ICCAT,36:41.0,12/16/14,2228,Purse seiners,1,7027
271072108,Purse seiners,yes,yes,VL ,Tapsu Kardesler ,https://www.google.com/search?q=271072108+mmsi,TOPŠü__Šü__U KARDEŠü__Šü__LER-1,,TCA2093,0,1,0,1,0,1,1,2,57:42.0,ICCAT,19:06.0,4/9/15,640,Purse seiners,1,7156
271072101,Purse seiners,yes,yes,VL ,Haci Ahmet Reis - 2,https://www.google.com/search?q=271072101+mmsi,HACI AHMET REŠü__Šü__S-2,,TC9923,0,1,0,1,0,1,1,2,21:49.0,ICCAT,02:00.0,12/16/14,6074,Purse seiners,1,7062
271072095,Purse seiners,yes,yes,VL ,Yasar Arat Reis,https://www.google.com/search?q=271072095+mmsi,YAŠü__Šü__AR ARAT REŠü__Šü__S,,TC7713,0,1,0,1,0,1,1,2,21:48.0,ICCAT,39:51.0,12/16/14,4726,Purse seiners,1,7004
271072079,Purse seiners,yes,yes,VL ,Sadik Reis ,https://www.google.com/search?q=271072079+mmsi,SADIK REŠü__Šü__S-2,,TC7716,0,1,0,1,0,1,1,2,21:50.0,ICCAT,28:40.0,12/16/14,11036,Purse seiners,1,7127
271072071,Purse seiners,yes,yes,DK,Suturaogullari,https://www.google.com/search?q=271072071+mmsi,Šü__Šü__UTURAOŠü__Šü__ULLARI,,TCPG3,0,1,0,1,0,1,1,2,09:22.0,ICCAT,11:05.0,2/14/14,5218,Purse seiners,1,7339
271072070,Purse seiners,yes,yes,VL,Kaptan Seyfullahoglu,https://www.google.com/search?q=271072070+mmsi,KAPTAN SEYFULLAHOŠü__Šü__ULLARI,,TC5398,0,1,0,1,0,1,1,2,21:50.0,ICCAT,34:41.0,12/16/14,2052,Purse seiners,1,7087
271072061,Purse seiners,yes,yes,VL,Eyup Dede,https://www.google.com/search?q=271072061+mmsi,EYŠü__Šü__P DEDE,8857552,TC5675,0,1,0,1,0,1,1,2,21:47.0,ICCAT,12:39.0,12/17/14,5698,Purse seiners,1,6891
271072046,Purse seiners,yes,yes,VL,Avci Recebina-3,https://www.google.com/search?q=271072046+mmsi,AVCI RECEBŠü__Šü__NA-3,,TCPG9,0,1,0,1,0,1,1,2,21:53.0,ICCAT,48:26.0,12/16/14,5614,Purse seiners,1,7330
271072043,Purse seiners,yes,yes,VL,Ergun Kard. Balikc 2,https://www.google.com/search?q=271072043+mmsi,ERGŠü__Šü__N KARDEŠü__Šü__LER BALIKŠü__Šü__ILIK-2,8669424,TCB2027,0,1,0,1,0,1,1,2,21:53.0,ICCAT,00:01.0,12/17/14,12356,Purse seiners,1,7302
271072041,Purse seiners,yes,yes,VL,Ergun Kardesler Blk,https://www.google.com/search?q=271072041+mmsi,ERGŠü__Šü__N KARDEŠü__Šü__LER BALIKŠü__Šü__ILIK,8669400,TC7314,0,1,0,1,0,1,1,2,21:49.0,ICCAT,47:04.0,12/17/14,12780,Purse seiners,1,7015
271072036,Purse seiners,yes,yes,VL,Akgun Balikcilik-3,https://www.google.com/search?q=271072036+mmsi,AKGŠü__Šü__N BALIKŠü__Šü__ILIK-3,9026459,TCB2021,0,1,0,1,0,1,1,2,51:09.0,ICCAT,28:48.0,5/12/15,14388,Purse seiners,1,7152
271072035,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=271072035+mmsi,AKGUN BALIKCILIK,,TC7004,0,1,0,1,0,0,1,2,00:00.0,ICCAT,28:21.0,5/16/12,1393.25,Purse seiners,1,7348
271072026,Purse seiners,yes,yes,VL,Ferhat Reis,https://www.google.com/search?q=271072026+mmsi,FERHAT REŠü__Šü__S,,TC3604,0,1,0,1,0,1,1,2,21:48.0,ICCAT,01:02.0,12/16/14,796,Purse seiners,1,6949
271072025,Purse seiners,yes,yes,VL,Ferhat Reis - 1,https://www.google.com/search?q=271072025+mmsi,FERHAT REŠü__Šü__S-1,,TC7194,0,1,0,1,0,1,1,2,21:49.0,ICCAT,51:07.0,12/16/14,1010,Purse seiners,1,7044
271072024,Purse seiners,yes,yes,VL,Kibar-2,https://www.google.com/search?q=271072024+mmsi,KŠü__Šü__BAR-2,,TC7097,0,1,0,1,0,1,1,2,21:52.0,ICCAT,57:02.0,12/16/14,9104,Purse seiners,1,30539
271072023,Purse seiners,yes,yes,VL,Haci Kibar,https://www.google.com/search?q=271072023+mmsi,HACI KŠü__Šü__BAR,,TCA2380,0,1,0,1,0,1,1,2,09:21.0,ICCAT,02:19.0,2/14/14,12812,Purse seiners,1,7294
271072022,Purse seiners,yes,yes,VL,Yasar Sait,https://www.google.com/search?q=271072022+mmsi,YAŠü__Šü__AR SAŠü__Šü__T,,TC7280,0,1,0,1,0,1,1,2,21:52.0,ICCAT,15:29.0,12/16/14,9042,Purse seiners,1,30540
271069042,Purse seiners,yes,yes,VL,Yeniay Balikcilik,https://www.google.com/search?q=271069042+mmsi,YENŠü__Šü__AY BALIKŠü__Šü__ILIK,,TCB2030,0,1,0,1,0,1,1,2,21:48.0,ICCAT,12:58.0,12/16/14,3198,Purse seiners,1,6957
271069029,Purse seiners,yes,yes,VL,Saral Balkcilik ,https://www.google.com/search?q=271069029+mmsi,SARAL BALIKŠü__Šü__ILIK,,TC7279,0,1,0,1,0,1,1,2,21:49.0,ICCAT,39:42.0,12/16/14,1956,Purse seiners,1,7067
271069027,Purse seiners,yes,yes,VL,Can Kardesler ,https://www.google.com/search?q=271069027+mmsi,CAN KARDEŠü__Šü__LER BALIKŠü__Šü__ILIK,8733093,TC7209,0,1,0,1,0,1,1,2,21:48.0,ICCAT,43:31.0,12/17/14,17032,Purse seiners,1,6981
271069026,Purse seiners,yes,yes,VL,Yahya Ustun-2,https://www.google.com/search?q=271069026+mmsi,YAHYA Šü__Šü__STŠü__Šü__N-2,,TC5995,0,1,0,1,0,1,1,2,21:50.0,ICCAT,14:58.0,12/16/14,360,Purse seiners,1,7138
271069023,Purse seiners,yes,yes,VL,Burak Balikcilik-2,https://www.google.com/search?q=271069023+mmsi,BURAK BALIKŠü__Šü__ILIK-2,,TCB2004,0,1,0,1,0,1,1,2,09:21.0,ICCAT,23:56.0,2/14/14,12388,Purse seiners,1,7285
271069023,Purse seiners,yes,yes,VL,the same as vessel above ,https://www.google.com/search?q=271069023+mmsi,BURAK BALIKŠü__Šü__ILIK-2,,TCB2004,0,1,0,1,0,1,1,2,20:15.0,ICCAT,23:56.0,1/7/15,12388,Purse seiners,1,7285
271069022,Purse seiners,yes,yes,VL,Yilmaz Balikcilik ,https://www.google.com/search?q=271069022+mmsi,YILMAZ BALIKŠü__Šü__ILIK,,TC7192,0,1,0,1,0,1,1,2,09:21.0,ICCAT,02:26.0,2/14/14,13464,Purse seiners,1,7235
271069019,Purse seiners,yes,yes,VL,Koroglu Balikcilik ,https://www.google.com/search?q=271069019+mmsi,KŠü__Šü__ROŠü__Šü__LU BALIKŠü__Šü__ILIK,,TCBW7,0,1,0,1,0,1,1,2,21:48.0,ICCAT,08:04.0,12/16/14,8124,Purse seiners,1,6940
271069018,Purse seiners,yes,yes,VL,Trabzon Su Urunleri1,https://www.google.com/search?q=271069018+mmsi,TRABZON SU Šü__Šü__RŠü__Šü__NLERŠü__Šü__-1,,TC7216,0,1,0,1,0,1,1,2,21:48.0,ICCAT,00:35.0,12/16/14,9550,Purse seiners,1,6982
271069004,Purse seiners,yes,yes,VL,Ilhan Yilmaz-1,https://www.google.com/search?q=271069004+mmsi,Šü__Šü__LHAN YILMAZ-1,9097226,TC7499,0,1,0,1,0,1,1,2,51:09.0,ICCAT,40:54.0,5/12/15,13064,Purse seiners,1,7349
271069001,Purse seiners,yes,yes,VL,Sursan-1,https://www.google.com/search?q=271069001+mmsi,SŠü__Šü__RSAN-1,,TCCK3,0,1,0,1,0,1,1,2,51:10.0,ICCAT,15:58.0,5/11/15,20166,Purse seiners,1,7257
271062116,Purse seiners,yes,yes,VL,Isiklar-3,https://www.google.com/search?q=271062116+mmsi,IŠü__Šü__IKLAR-3,,TC5425,0,1,0,1,0,1,1,2,21:50.0,ICCAT,52:06.0,12/16/14,5316,Purse seiners,1,7084
271062115,Purse seiners,yes,yes,VL,Caliskanlar,https://www.google.com/search?q=271062115+mmsi,Šü__Šü__ALIŠü__Šü__KANLAR,,TCA2348,0,1,0,1,0,1,1,2,21:51.0,ICCAT,10:14.0,12/16/14,2872,Purse seiners,1,7185
271062089,Purse seiners,yes,yes,VL,Baba Ali-2,https://www.google.com/search?q=271062089+mmsi,BABAALŠü__Šü__-2,,TC3865,0,1,0,1,0,1,1,2,21:50.0,ICCAT,00:59.0,12/16/14,1698,Purse seiners,1,7081
271062088,Purse seiners,yes,yes,VL,Geciciler Balikcilic ,https://www.google.com/search?q=271062088+mmsi,GEŠü__Šü__Šü__Šü__CŠü__Šü__LER BALIKŠü__Šü__ILIK,9471379,TCA2807,0,1,0,1,0,1,1,2,51:09.0,ICCAT,04:09.0,5/12/15,1376,Purse seiners,1,7326
271062072,Purse seiners,yes,yes,VL,Yilmaz Kardesler,https://www.google.com/search?q=271062072+mmsi,YILMAZ KARDEŠü__Šü__LER,,TCA2088,0,1,0,1,0,1,1,2,21:50.0,ICCAT,10:33.0,12/16/14,1652,Purse seiners,1,7086
271062052,Purse seiners,yes,yes,VL,Muzaffer Kardesler 3,https://www.google.com/search?q=271062052+mmsi,MUZAFFER KARDEŠü__Šü__LER-3,,TC8123,0,1,0,1,0,1,1,2,21:47.0,ICCAT,43:05.0,12/16/14,2966,Purse seiners,1,6933
271062048,Purse seiners,yes,yes,VL,Gundoganlar-2,https://www.google.com/search?q=271062048+mmsi,GŠü__Šü__NDOŠü__Šü__ANLAR-2,,TC8371,0,1,0,1,0,1,1,2,21:50.0,ICCAT,41:36.0,12/16/14,2430,Purse seiners,1,7092
271062037,Purse seiners,yes,yes,VL,Guler Kardesler-3,https://www.google.com/search?q=271062037+mmsi,GŠü__Šü__LER KARDEŠü__Šü__LER-3,,TC6277,0,1,0,1,0,1,1,2,21:50.0,ICCAT,27:27.0,12/16/14,6302,Purse seiners,1,7083
271062036,Purse seiners,yes,yes,VL,Hicaz 3,https://www.google.com/search?q=271062036+mmsi,HŠü__Šü__CAZ-3,,TC9838,0,1,0,1,0,1,1,2,21:50.0,ICCAT,08:32.0,12/16/14,264,Purse seiners,1,7078
271062025,Purse seiners,yes,yes,VL,Gorenler-3,https://www.google.com/search?q=271062025+mmsi,GŠü__Šü__RENLER-3,,TC8292,0,1,0,1,0,1,1,2,21:52.0,ICCAT,27:50.0,12/16/14,3996,Purse seiners,1,7244
271062022,Purse seiners,yes,yes,VL,Bozoglu Kardesler,https://www.google.com/search?q=271062022+mmsi,BOZOŠü__Šü__LU KARDEŠü__Šü__LER,,TC6154,0,1,0,1,0,1,1,2,21:53.0,ICCAT,12:23.0,12/16/14,2098,Purse seiners,1,7328
271062021,Purse seiners,yes,yes,VL,Orhan Reis-2,https://www.google.com/search?q=271062021+mmsi,ORHAN REŠü__Šü__S-2,,TC8346,0,1,0,1,0,1,1,2,21:51.0,ICCAT,00:41.0,12/16/14,4598,Purse seiners,1,7200
271062016,Purse seiners,yes,yes,VL,Yasar Reis-2,https://www.google.com/search?q=271062016+mmsi,YAŠü__Šü__AR REŠü__Šü__S-2,,TC7585,0,1,0,1,0,1,1,2,21:51.0,ICCAT,59:43.0,12/16/14,348,Purse seiners,1,7174
271062010,Purse seiners,yes,yes,VL,Bahri Reis-1,https://www.google.com/search?q=271062010+mmsi,BAHRŠü__Šü__ REŠü__Šü__S-1,,TC5356,0,1,0,1,0,1,1,2,21:52.0,ICCAT,28:38.0,12/16/14,2566,Purse seiners,1,7273
271062002,Purse seiners,yes,yes,VL,H. Emrullah Reis,https://www.google.com/search?q=271062002+mmsi,HACIEMRULLAHREŠü__Šü__S,,TC6370,0,1,0,1,0,1,1,2,52:09.0,ICCAT,00:43.0,6/6/14,1754,Purse seiners,1,6895
271062000,Purse seiners,yes,yes,VL,Ariciogullari-II,https://www.google.com/search?q=271062000+mmsi,ARICIOŠü__Šü__ULLARI-2,8733158,TC8049,0,1,0,1,0,1,1,2,21:52.0,ICCAT,21:16.0,12/17/14,6984,Purse seiners,1,7223
271056072,Purse seiners,yes,yes,VL,Azizler-II,https://www.google.com/search?q=271056072+mmsi,AZŠü__Šü__ZLER-II,8732867,TC9842,0,1,0,1,0,1,1,2,51:09.0,ICCAT,00:28.0,5/12/15,9682,Purse seiners,1,6880
271056070,Purse seiners,yes,yes,VL,Ahmet Ocak Bal.55,https://www.google.com/search?q=271056070+mmsi,AHMETOCAK BALIKŠü__Šü__ILIK 55,,TCA3033,0,1,0,1,0,1,0.996597482,2,20:15.0,ICCAT,01:20.0,1/7/15,5958,Purse seiners,1,28831
271056070,Purse seiners,yes,yes,VL,the same as vessel above ,https://www.google.com/search?q=271056070+mmsi,AKSOY KARDEŠü__Šü__LER-6,9564152,TCA3033,0,1,0,1,0,1,0.996597482,2,09:22.0,ICCAT,01:20.0,2/15/14,5958,Purse seiners,1,7355
271056059,Purse seiners,yes,yes,VL,Goymen Kardesler-2,https://www.google.com/search?q=271056059+mmsi,GŠü__Šü__YMEN KARDEŠü__Šü__LER-2,,TC7853,0,1,0,1,0,1,1,2,21:48.0,ICCAT,42:55.0,12/16/14,4286,Purse seiners,1,6973
271056049,Purse seiners,yes,yes,VL,As Balikcilik,https://www.google.com/search?q=271056049+mmsi,AS BALIKŠü__Šü__ILIK,,TC4441,0,1,0,1,0,1,1,2,21:54.0,ICCAT,52:41.0,12/16/14,592,Purse seiners,1,7346
271056040,Purse seiners,yes,yes,VL,Guneysu Kardesler,https://www.google.com/search?q=271056040+mmsi,GŠü__Šü__NEYSU KARDEŠü__Šü__LER,,TCA2206,0,1,0,1,0,1,1,2,21:49.0,ICCAT,41:29.0,12/16/14,4310,Purse seiners,1,7019
271056033,Purse seiners,yes,yes,VL,Istakoz Balikcilik,https://www.google.com/search?q=271056033+mmsi,Šü__Šü__STAKOZ BALIKŠü__Šü__ILIK,,TC5732,0,1,0,1,0,1,1,2,21:52.0,ICCAT,31:18.0,12/16/14,3288,Purse seiners,1,7246
271056031,Purse seiners,yes,yes,VL,Ilhan Yilmaz ,https://www.google.com/search?q=271056031+mmsi,Šü__Šü__LHAN YILMAZ,,TCA2309,0,1,0,1,0,1,1,2,04:28.0,ICCAT,19:11.0,5/18/15,8148,Purse seiners,1,7134
271056025,Purse seiners,yes,yes,VL,Halit Kptn.Emre Reis,https://www.google.com/search?q=271056025+mmsi,HALŠü__Šü__T KAPTAN EMRE REŠü__Šü__S,,TC3707,0,1,0,1,0,1,1,2,20:15.0,ICCAT,43:53.0,1/7/15,1340,Purse seiners,1,7292
271056025,Purse seiners,yes,yes,VL,the same as vessel above ,https://www.google.com/search?q=271056025+mmsi,HALŠü__Šü__T KAPTAN EMRE REŠü__Šü__S,,TC3707,0,1,0,1,0,1,1,2,09:21.0,ICCAT,43:53.0,2/14/14,1340,Purse seiners,1,7292
271056023,Purse seiners,yes,yes,VL,Necati Reis-2,https://www.google.com/search?q=271056023+mmsi,NECATŠü__Šü__ REŠü__Šü__S 2,,TCA2980,0,1,0,1,0,1,1,2,21:54.0,ICCAT,32:23.0,12/16/14,4568,Purse seiners,1,7351
271002459,Purse seiners,yes,yes,VL,Cihan Cengiz K.Deniz ,https://www.google.com/search?q=271002459+mmsi,CŠü__Šü__HAN CENGŠü__Šü__Z KARADENŠü__Šü__Z,9097094,TCA2614,0,1,0,1,0,1,1,2,51:09.0,ICCAT,42:34.0,5/12/15,11818,Purse seiners,1,7296
271002430,Purse seiners,yes,yes,VL,Denizer,https://www.google.com/search?q=271002430+mmsi,DENŠü__Šü__ZER,9331036,TCA2379,0,1,0,1,0,1,1,2,51:09.0,ICCAT,28:59.0,5/11/15,13378,Purse seiners,1,7331
259689000,Purse seiners,yes,yes,VL,Kamoeyfisk ,https://www.google.com/search?q=259689000+mmsi,MS KAMŠü__Šü__YFISK,9216937,LLDB,0,1,0,1,0,1,0.999966846,2,04:08.0,ICCAT,14:58.0,8/19/15,60676,Purse seiners,1,37883
247302510,Purse seiners,yes,yes,VL,MP N.S.Anna ,https://www.google.com/search?q=247302510+mmsi,NUOVA S.ANNA,,IFMZ2,0,1,0,1,0,1,0.998647735,2,45:51.0,ICCAT,11:30.0,12/16/14,3744,Purse seiners,1,20083
247148150,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=247148150+mmsi,ANGELO CATINA,,IKJS,0,1,0,1,0,0,0.999831372,2,58:56.0,IOTC,19:40.0,3/6/07,7518.75,Tuna purse seiners,1,9012
247100110,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=247100110+mmsi,GIUSEPPE PADRE SECONDO,8653736,IZJZ,0,1,0,1,0,1,1,2,38:18.0,ICCAT,52:19.0,5/5/15,33184,Purse seiners,1,8765
247065580,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=247065580+mmsi,PADRE PIO SECONDO,,ISQL,0,1,0,1,0,1,1,2,43:58.0,ICCAT,23:35.0,12/16/14,15684,Purse seiners,1,8894
240312000,Purse seiners,yes,yes,VL,Athanasios Kampanis,https://www.google.com/search?q=240312000+mmsi,AQANASIOS KAMPANHS,,SX6150,0,1,0,1,0,0,1,2,00:00.0,ICCAT,59:06.0,1/22/13,295.5,Purse seiners,1,8489
240220000,Purse seiners,yes,yes,VL,Kostantis ,https://www.google.com/search?q=240220000+mmsi,KWNSTANTHS I,,SY3315,0,1,0,1,0,1,1,2,00:00.0,ICCAT,26:50.0,1/22/13,24064,Purse seiners,1,8496
239130000,Purse seiners,yes,yes,VL,Ipapanti ,https://www.google.com/search?q=239130000+mmsi,YPAPANTH,,SW3687,0,1,0,1,0,1,1,2,00:00.0,ICCAT,08:18.0,1/22/13,11890,Purse seiners,1,8511
237958000,Purse seiners,yes,yes,VL,Tziritis II,https://www.google.com/search?q=237958000+mmsi,TZIRITHS II,,SV4242,0,1,0,1,0,1,1,2,00:00.0,ICCAT,22:06.0,1/22/13,14304,Purse seiners,1,8537
235051671,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=235051671+mmsi,ANSGAR,9241994,MMQA,0,1,0,1,0,1,1,2,00:00.0,ICCAT,02:54.0,1/22/13,77344,Purse seiners,1,8459
233937000,Purse seiners,yes,yes,WB,name: MFV Attain H332,https://www.google.com/search?q=233937000+mmsi,ATTAIN II,7822392,2YZA,0,1,0,1,0,1,1,2,00:00.0,ICCAT,20:16.0,1/22/13,39896,Purse seiners,1,8265
233860000,Purse seiners,yes,yes,WB,name: Falcon H119,https://www.google.com/search?q=233860000+mmsi,FALCON,,GFLW,0,1,0,1,0,1,0.969839433,2,00:00.0,ICCAT,28:06.0,1/22/13,29390,Purse seiners,1,8315
232006240,Purse seiners,yes,yes,WB,"IMO: 8616908, vessel has purse seiner equipment but has GUARD written on it",https://www.google.com/search?q=232006240+mmsi,ADVANCE II,,MZNA6,0,1,0,1,0,1,1,2,00:00.0,ICCAT,57:51.0,1/22/13,29462,Purse seiners,1,8250
227504000,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=227504000+mmsi,JEAN MARIE CHRISTIAN 4,,FGGS,0,1,0,1,0,0,1,2,00:00.0,IOTC,37:23.0,2/21/11,1877.5,Tuna purse seiners,1,1742
227504000,Purse seiners,yes,yes,WB,duplicate with IMO,https://www.google.com/search?q=227504000+mmsi,JEANMARIE CHRISTIAN4,8878805,FGGS,0,1,0,1,0,1,1,2,34:14.0,ICCAT,37:23.0,5/5/15,15020,Purse seiners,1,1742
227503000,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=227503000+mmsi,JEAN MARIE CHRISTIAN 3,,FLRC,0,1,0,1,0,0,1,2,00:00.0,IOTC,14:49.0,2/21/11,9875.25,Tuna purse seiners,1,1461
227370000,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=227370000+mmsi,JEAN LOUIS RAPHAEL 2,,FGTX,0,1,0,1,0,1,0.076829672,2,05:01.0,IOTC,50:13.0,9/4/14,2290.25,Tuna purse seiners,1,1739
227318310,Purse seiners,yes,yes,WB,name: Sante Bernadette,https://www.google.com/search?q=227318310+mmsi,SAINTE BERNADETTE 2,,FS8698,0,1,0,1,0,1,1,2,20:20.0,ICCAT,12:15.0,1/19/15,8954,Purse seiners,1,28648
227145600,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=227145600+mmsi,ST SOPHIE FRANCOIS 2,9251470,FPCT,0,1,0,1,0,1,1,2,30:40.0,ICCAT,46:29.0,5/5/15,110246,Purse seiners,1,2000
227145600,Purse seiners,yes,yes,WB,duplicate,https://www.google.com/search?q=227145600+mmsi,ST SOPHIE FRANCOIS 2,,FPCT,0,1,0,1,0,0,1,2,00:00.0,IOTC,46:29.0,2/21/11,13780.75,Tuna purse seiners,1,2000
226255000,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=226255000+mmsi,JEANMARIECHRISTIAN7,9096583,FTAT,0,1,0,1,0,1,1,2,34:14.0,ICCAT,24:10.0,5/5/15,92094,Purse seiners,1,1741
226255000,Purse seiners,yes,yes,WB,duplicate,https://www.google.com/search?q=226255000+mmsi,JEAN MARIE CHRISTIAN 7,,FTAT,0,1,0,1,0,0,1,2,00:00.0,IOTC,24:10.0,2/21/11,11511.75,Tuna purse seiners,1,1741
224405000,Purse seiners,yes,yes,WB,IMO: 9010345,https://www.google.com/search?q=224405000+mmsi,PLAYA DE BAKIO,,EGWJ,0,1,0,1,0,1,1,2,46:07.0,IOTC,49:19.0,3/6/15,17808,Tuna purse seiners,1,1893
224405000,Purse seiners,yes,yes,WB,duplicate,https://www.google.com/search?q=224405000+mmsi,PLAYA DE BAKIO,,EGWJ,0,1,0,1,0,1,1,2,02:00.0,WCPFC,49:19.0,7/13/15,17808,Tuna purse seiners,1,1893
224405000,Purse seiners,yes,yes,WB,triplicate,https://www.google.com/search?q=224405000+mmsi,PLAYA DE BAKIO,9228162,EGWJ,0,1,0,1,0,1,1,2,10:04.0,ICCAT,49:19.0,2/19/15,17808,Purse seiners,1,1893
224222760,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224222760+mmsi,CAPRICHO DE CAMBADOS,,EA2971,0,1,0,1,0,1,1,2,10:04.0,ICCAT,06:24.0,4/13/15,10456,Purse seiners,1,20986
224143830,Purse seiners,yes,yes,WB,name: Cuitat Tarragona 1,https://www.google.com/search?q=224143830+mmsi,CIUTAT TARRAGONA PRIMER,,EA5936,0,1,0,1,0,1,1,2,28:30.0,ICCAT,48:11.0,12/4/14,9252,Purse seiners,1,20943
224139780,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224139780+mmsi,AMATXO,9151656,EA2621,0,1,0,1,0,1,0.999797325,2,09:52.0,ICCAT,58:47.0,4/13/15,9982,Purse seiners,1,7921
224138660,Purse seiners,yes,yes,WB,name: Gorostiaga Hnos,https://www.google.com/search?q=224138660+mmsi,GOROSTIAGA HERMANOS,,EA3236,0,1,0,1,0,1,1,2,09:59.0,ICCAT,07:44.0,4/13/15,6284,Purse seiners,1,8157
224137770,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224137770+mmsi,NUEVO SANTANINA,,EA2910,0,1,0,1,0,1,1,2,09:56.0,ICCAT,03:27.0,4/13/15,7708,Purse seiners,1,8073
224106650,Purse seiners,yes,yes,WB,name: Porto De Aguino,https://www.google.com/search?q=224106650+mmsi,PORTO DE AGUIŠü__Šü__O,,EA3872,0,1,0,1,0,1,1,2,10:04.0,ICCAT,06:49.0,4/13/15,8668,Purse seiners,1,20973
224095240,Purse seiners,yes,yes,WB,name: Fidel I Rosita,https://www.google.com/search?q=224095240+mmsi,FIDEL Y ROSITA,,EA2224,0,1,0,1,0,1,1,2,17:47.0,ICCAT,14:48.0,1/19/15,7734,Purse seiners,1,20977
224086130,Purse seiners,yes,yes,WB,"vessel has purse seiner gear in pics, but type is Other",https://www.google.com/search?q=224086130+mmsi,NUEVO VIRGEN PODEROSA,9209166,EA3994,0,1,0,1,0,1,0.822944297,2,09:57.0,ICCAT,04:04.0,4/13/15,2482,Purse seiners,1,8076
224074650,Purse seiners,yes,yes,WB,name: Nuevo Terreno,https://www.google.com/search?q=224074650+mmsi,NUEVO TERREŠü__Šü__O,8739592,EALN,0,1,0,1,0,1,1,2,09:56.0,ICCAT,36:20.0,4/13/15,4818,Purse seiners,1,8074
224012660,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224012660+mmsi,NUEVO HERMANOS CORTABITARTE,8735845,EA3079,0,1,0,1,0,1,0.884630981,2,09:56.0,ICCAT,31:22.0,4/13/15,9748,Purse seiners,1,8052
224003530,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=224003530+mmsi,CUARTO CABO NAVAL,,EA7854,0,1,0,1,0,1,1,2,10:05.0,ICCAT,01:30.0,4/13/15,18020,Purse seiners,1,21015
760999919,Purse seiners,yes,yes,WB,callsign: CE15791,https://www.google.com/search?q=760999919+mmsi,Don Lucho II,,OB-RL031,0,0,1,1,0,1,1,1,00:00.0,IATTC,38:37.0,12/5/13,1170.8,Purse seiners,1,24376
529783000,Purse seiners,yes,yes,WB,"callsign: T3QN2, IMO: 9699581",https://www.google.com/search?q=529783000+mmsi,MOAKONA,,T3LL2,0,0,1,1,0,1,1,1,55:33.0,WCPFC,53:10.0,12/16/14,1429.8,Purse seiners,1,12895
512085000,Purse seiners,yes,yes,WB,callsign: ZMNK,https://www.google.com/search?q=512085000+mmsi,San Nikunau,8131441,,0,0,1,1,0,1,1,1,13:00.0,IATTC,34:15.0,8/29/14,3307.6,Purse seiners,1,14424
512012000,Purse seiners,yes,yes,VL,,https://www.google.com/search?q=512012000+mmsi,Capt M J Souza,7823396,,0,0,1,1,0,0,1,1,00:00.0,IATTC,32:18.0,2/5/02,178.95,Purse seiners,1,14421
413552380,Purse seiners,yes,yes,WB,"name: Shun An 168, type: Cargo(?), picture on wcpfc is purse seine",https://www.google.com/search?q=413552380+mmsi,TA CHING NO.666,8628559,BEBF,0,1,0,0,0,0,0.047590482,1,30:08.0,WCPFC,04:35.0,12/8/15,1887.75,Tuna purse seiners,1,14362
412438206,Purse seiners,yes,yes,WB,,https://www.google.com/search?q=412438206+mmsi,Zhe Xiang Yu 46069,,412438206,0,0,1,1,0,1,1,1,19:40.0,WCPFC,53:22.0,5/31/14,83,Purse seiners,1,36232
412438158,Purse seiners,yes,yes,WB,"pic @WCPFC is very blurry, but appears to be purse seiner",https://www.google.com/search?q=412438158+mmsi,Zhe Xiang Yu 31001,,412438158,0,0,1,1,0,1,1,1,19:39.0,WCPFC,05:43.0,5/31/14,107.2,Purse seiners,1,36249
