mmsi,Gear_Main_Code,Gear_Sec_Code
227469000,OTB,OTM
227338000,LLS,GNS
227436000,PTM,OTB
227411000,OTT,NO
227475000,OTB,OTM
250107700,OTB,OTM
227314000,OTB,OTM
227396000,OTB,OTM
227599000,PTM,SSC
227366000,OTB,OTM
227428000,OTB,NO
250001269,OTB,NO
227397000,OTT,OTB
227372000,OTB,OTT
250000958,OTM,OTB
227485000,OTB,NO
227364000,OTB,OTM
227327000,OTB,OTT
227573960,GTR,FPO
227681490,DRB,NO
227322690,DRB,FPO
227323060,GNS,LLS
227322670,DRB,FPO
227905000,FPO,NO
227654220,DRB,NO
227578460,GTR,FPO
227316100,DRB,FPO
227561410,GNS,GTR
227318330,GTR,GNS
227106400,OTB,OTM
250000216,PTM,GNS
250136400,OTM,NO
227317490,GTR,FPO
227489000,OTB,OTM
227300260,GTR,GNS
227319270,GTR,GNS
250000546,OTB,NO
227321790,GTR,GNS
227322180,GTR,FPO
250000199,OTB,NO
227322230,OTB,OTM
227146500,DRB,TBB
227561740,TBB,OTB
227102900,OTB,OTM
227321830,OTB,TBB
227106100,OTB,OTM
227360000,OTB,OTM
227117600,OTB,OTM
227314180,OTB,OTM
227317390,GTR,LLS
227300270,GTR,GNS
227312320,OTB,DRB
227318640,GTR,GNS
227358000,OTB,OTM
227324000,OTB,OTM
227904000,FPO,GNS
227878000,OTB,OTM
227127900,GNS,NO
227875000,GNS,GTR
226004000,GNS,LLS
227337000,OTB,OTM
227314630,OTB,OTM
227323070,GTR,GNS
227107100,LLS,LLD
227822000,OTB,NO
227581000,GTN,NO
227814000,OTB,PTM
227980000,OTB,PTM
227567680,GTR,FPO
227561000,GTR,GNS
227549000,PS,NO
227835000,PS,NO
227389000,LLS,GNS
227550000,PS,NO
227317780,GTR,DRB
250000699,OTM,DRB
227640970,OTM,OTB
250001142,GNS,OTM
250001421,OTM,NO
227319130,GNS,GTR
227314440,GTR,GNS
227333000,OTB,OTM
227481000,OTB,OTM
227916000,GNS,FPO
227867000,FPO,GNS
227981000,PTM,OTB
227831000,OTB,OTT
227592000,OTB,NO
227442000,GTR,LLS
227593840,OTB,NO
227876000,OTB,PTM
227418000,GNS,GTR
227667550,OTB,LLS
226116000,DRB,OTB
227120400,DRB,OTB
227120500,TBB,GTR
227423000,DRB,TBB
227413000,GTN,FPO
227419000,OTM,OTB
227424000,GTR,GNS
227318380,TBB,OTB
227503000,PS,NO
227855000,GTR,GNS
227409000,PTM,OTB
227318230,OTB,DRB
227391000,OTB,OTM
250002435,OTB,PS
227393000,OTT,PTM
235097013,GNS,NO
227628730,DRB,FPO
227686540,DRB,NO
227641920,DRB,NO
227625380,OTB,OTM
227106700,OTB,OTM
227300110,GTR,GNS
227104700,OTB,OTM
227336000,OTB,OTT
227602810,GNS,GTR
226178000,OTB,PTB
227554000,OTB,OTM
227414000,OTB,SDN
227513000,GND,GTR
227309340,OTB,DRB
227504000,PS,NO
227311010,OTM,OTB
227114100,GTR,GTN
227315980,GTN,LLS
226018000,FPO,NO
250000516,OTT,NO
227317560,GTR,GNS
227306990,FPO,GTR
227132100,LHP,LLS
226005000,FPO,NO
227300230,GNS,GTR
227145600,PS,NO
227315420,GTR,GNS
227304010,GTR,GNS
227311480,GNS,FPO
227114300,GTR,GNS
227100100,OTB,OTM
227315520,OTB,OTM
227315190,PS,LLS
226177000,OTB,PTB
226216000,OTB,OTM
250002855,OTB,NO
227143900,OTT,PTM
227145700,OTB,OTT
226179000,OTB,PTB
227144500,OTB,NO
226267000,OTT,PTM
227678480,DRB,OTB
227142900,OTB,OTM
226183000,OTB,OTM
226230000,OTB,OTM
227141600,OTB,OTM
227315370,GTR,GNS
227143500,OTB,OTM
227143100,OTB,OTM
227141900,OTB,OTM
250003013,OTB,NO
227144600,OTB,OTM
227316390,OTB,DRB
227145800,GNS,LLS
227146400,PTM,OTB
227146700,OTB,OTM
227624440,OTB,DRB
227573440,PS,GTR
227146100,PS,NO
226255000,PS,NO
227580250,LLS,LLD
227647080,GNS,FPO
227319430,GTR,GNS
227729980,OTB,DRB
227649290,GTR,GNC
226246000,OTB,OTM
227144300,FPO,NO
226202000,OTB,OTM
227142300,OTB,OTM
227321380,OTB,DRB
227593740,OTB,DRB
227784760,GNS,LTL
226084000,FPO,GNS
227320660,GNS,GTR
227316520,FPO,GTR
226158000,OTB,PTB
226169000,PS,NO
226105000,OTB,OTM
226180000,PS,NO
226240000,PS,NO
227144900,OTB,OTM
227640150,OTB,DRB
227581550,FPO,GNS
227689760,GTN,FPO
227138700,OTB,OTM
227138800,OTB,OTM
227314780,GTR,GNS
227143700,OTB,OTM
227680790,OTB,DRB
227606480,DRB,OTB
227312050,OTB,NO
227314310,OTB,PTM
227612990,FPO,GNS
227315560,OTB,OTM
227145900,OTM,OTB
226150000,SDN,PTM
227143600,SDN,OTM
227648190,PTM,OTB
227702720,GTR,LHM
227316320,GNS,LLS
227312180,GNS,FPO
227323170,GTR,NO
227692790,GTR,FPO
227733270,GNS,GTN
227145400,OTB,DRB
227142200,PS,LTL
227315730,GTR,LLS
227316570,FPO,GNS
227142100,OTM,OTB
227145300,OTM,OTB
227146600,OTB,OTM
227146300,PS,NO
227144400,OTB,OTM
227317030,OTB,DRB
227317150,OTB,DRB
227568010,DRB,FPO
227635230,DRB,GNS
227582920,GTR,LTL
227686910,GTR,GNS
227766710,OTB,DRB
227682390,DRB,GNS
227650230,FPO,DRB
227631910,OTB,FPO
250003137,OTB,NO
227611780,DRB,OTB
227728040,GNS,DRB
227783530,GTR,GNS
227177420,DRB,GNS
227164210,LLS,FPO
227257670,DRB,OTB
227260880,LLD,PS
226334000,OTB,OTM
227277330,GNS,LLS
205272000,TBB,OTB
235022924,HMD,NO
235035883,HMD,NO
235005947,DRB,NO
235033874,HMD,NO
235000910,OTB,NO
235112769,OTB,OTT
235000820,GNS,NO
232007140,LLS,NO
235103000,OTB,NO
232004770,OTB,NO
233586000,OTB,NO
235000676,OTB,NO
234863000,HMD,OTB
235008669,HMD,HMD
235003310,GNS,NO
250002574,SSC,NO
235007418,DRB,NO
232004947,OTT,NO
232004523,DRB,NO
235026408,DRB,NO
235007144,OTB,NO
234999151,HMD,NO
235021774,OTB,NO
235004940,OTB,NO
235007960,OTB,NO
234999055,PTB,NO
235039296,OTB,NO
233820000,PTM,NO
232007630,OTT,NO
232005290,OTB,NO
250116400,GND,GNS
235037363,OTB,NO
235001440,OTB,NO
235020355,OTB,OTT
233815000,DRB,NO
235002870,HMD,NO
232004918,OTB,NO
232005340,OTB,NO
250273000,PS,NO
235010040,DRB,NO
235008172,OTT,OTT
235002430,OTT,NO
265755000,OTM,NO
234781000,OTB,NO
235000604,OTB,NO
230987350,OTM,OTB
234908000,OTT,NO
234167000,OTB,NO
235009660,OTB,NO
235009220,OTB,NO
235008217,OTB,NO
235000843,OTB,NO
235004256,OTB,NO
235002499,OTB,NO
235018981,OTB,NO
235003825,OTB,NO
266285000,OTB,OTB
250104900,OTM,NK
234014000,OTB,NO
235003785,OTB,NO
235008880,OTB,NO
235031017,OTB,NO
250002223,GNS,GND
235001680,OTB,NO
234079000,OTT,NO
250002788,OTM,OTB
235056045,FPO,GNS
235003969,OTB,NO
235004129,HMD,OTB
235070169,FPO,NO
234921000,OTT,NO
235096863,TBB,NO
234839000,OTB,NO
235000887,OTB,NO
235006892,OTT,NO
266101000,OTB,OTM
235028482,OTB,NO
235013957,OTB,NO
232005550,PTB,NO
233635000,PTB,NO
234999157,OTT,NO
234806000,OTB,NO
235036491,OTB,OTT
235009200,GTR,NO
235007462,OTT,NO
234946562,OTT,NO
235000573,OTB,NO
235000525,HMD,NO
235001860,SSC,NO
232003730,OTT,NO
232806000,OTT,NO
234383000,GNS,NO
235007745,OTB,NO
235001320,PTB,NO
235063095,OTB,NO
235020549,OTB,OTT
234999177,OTB,NO
235002070,PTB,NO
232006240,OTB,NO
233190000,PTB,NO
235027948,SDN,NO
235018598,HMD,OTT
235003728,HMD,OTB
250484000,SSC,SPR
233414000,SSC,NO
232006740,OTB,NO
235013325,OTB,NO
233433000,PTB,NO
234903000,OTB,NO
233282000,PTB,NO
235010140,OTT,NO
235002029,OTB,NO
233860000,PTB,NO
235003598,OTT,NO
250104890,PS,NO
235007379,OTB,NO
235000891,OTB,NO
235003678,OTB,NO
235004600,OTT,NO
235002997,HMD,NO
235016228,OTB,NO
232004150,OTB,NO
235032854,OTB,OTT
235003589,OTB,OTT
235000560,OTT,NO
235004076,OTB,NO
235003653,OTB,NO
235000890,OTB,OTT
235102453,GTR,NO
232004846,OTB,NO
235004610,OTB,NO
235000476,OTB,NO
235008860,OTB,NO
235001050,OTB,NO
235000840,OTT,NO
234999060,OTB,NO
232003630,GNS,GTR
233353000,PTB,NO
250001151,OTM,GND
234122000,OTB,NO
235003330,OTB,NO
235001497,OTB,NO
233098000,SSC,NO
232004501,DRB,NO
235088008,OTB,NO
235003635,DRB,NO
235030148,HMD,NO
235006941,OTB,NO
232003540,OTB,NO
232326000,GNS,NO
235003850,PTB,NO
235013472,OTB,NO
233344000,PTB,NO
232004360,OTB,NO
235006840,GNS,NO
250001767,SSC,SPR
250440000,OTM,NO
233345000,OTB,NO
235004900,OTB,NO
235004420,OTB,NO
233973000,SDN,NO
235000867,OTB,NO
265804000,OTB,OTB
235000900,PTB,NO
232711000,OTB,NO
233937000,PTB,NO
235003589,OTT,NO
250002727,GNS,FPO
250000322,OTM,GNS
235002743,OTB,NO
232004676,OTB,NO
235002916,FPO,NO
266199000,OTB,OTB
235005059,OTB,NO
235002260,OTB,NO
232004336,GNS,NO
235004005,OTB,NO
235020423,OTB,NO
23361900,SSC,NO
235067977,OTB,OTT
266088000,OTB,OTB
235002680,OTB,NO
235001766,OTB,NO
235005319,OTB,NO
250001765,OTM,NO
233807000,OTB,NO
235006150,HMD,NO
235081239,HMD,OTB
235003424,HMD,NO
235090415,FPO,NO
235068406,DRB,TBB
235032001,PTB,NO
235064831,TBB,TBB
232005460,TBB,TBB
232005520,TBB,TBB
232006590,GNS,NO
235003355,FPO,NO
232005920,HMD,TBB
235021642,HMD,NO
235002165,HMD,NO
235063253,FPO,NO
235001841,FPO,NO
232003832,FPO,NO
235003891,FPO,GNS
250002876,OTB,LHM
235002082,FPO,NO
219002504,OTB,LLS
232006410,HMD,NO
235002522,OTB,NO
235004110,GNS,NO
235038812,HMD,NO
250002759,OTB,OTM
23509931,GNS,GNS
235101000,GNS,NO
235026358,FPO,NO
235037753,FPO,GNS
235092375,FPO,GNS
235081025,FPO,GNS
232006490,GNS,NO
235094789,GNS,OTB
235000951,OTB,NO
235000760,GNS,NO
235000710,GNS,NO
235007575,OTT,NO
232004906,DRB,NO
233296000,OTB,NO
235113439,FPO,NO
235031151,OTB,NO
235023784,OTB,NO
235083322,HMD,FPO
235001823,OTB,NO
235039383,FPO,NO
235082216,DRB,NO
235089043,OTB,NO
235007904,OTB,NO
232005630,TBB,NO
232006060,TBB,NO
235215000,LLS,NO
232005610,TBB,NO
232006830,LLS,NO
232006810,LLS,NO
232006380,HMD,TBB
232005120,LLS,NO
232007390,OTB,NO
232006620,LLS,NO
235000897,OTB,NO
232007970,OTB,NO
234999155,OTB,OTT
235018597,OTB,OTT
235007552,OTB,NO
235014511,OTB,NO
250001885,SSC,SPR
235020798,OTB,NO
235003953,DRB,NO
235007070,TBB,NO
235007968,FPO,NO
232006030,TBB,NO
235018825,FPO,NO
250002268,FPO,GND
235004476,FPO,GNS
235085776,FPO,NO
235069529,GNS,GTR
235060213,FPO,NO
235013031,FPO,GNS
232005700,TBB,NO
232005840,TBB,NO
232005890,TBB,NO
232005750,TBB,NO
232005800,TBB,TBB
232005650,TBB,NO
235001270,FPO,NO
235002560,GNS,NO
232005670,TBB,NO
232005775,TBB,NO
235060673,GNS,GTR
235084601,FPO,GNS
235007143,FPO,NO
235000623,HMD,NO
234093000,OTB,NO
234705000,OTB,NO
235004378,FPO,NO
233308000,OTB,NO
235103048,OTB,OTT
235050365,OTB,OTT
235105524,FPO,NO
235011710,DRB,NO
232004081,FPO,NO
235000942,OTB,NO
235001029,OTB,NO
235001005,OTT,NO
235065047,FPO,NO
235007170,OTB,NO
235000743,OTM,NO
235000620,OTB,NO
235001280,PTB,NO
250002299,SDN,OTB
234999260,SDN,NO
235103683,OTB,NO
235001428,OTB,NO
235001800,FPO,NO
219007027,OTB,GNS
235011420,HMD,NO
234927000,PTB,NO
235028301,LHP,LHP
235003110,OTT,NO
234091000,OTB,NO
232148000,OTB,NO
234013000,OTB,NO
235089496,OTB,NO
235007455,DRB,NO
235023713,FPO,NO
220351000,OTB,OTM
235001890,SSC,NO
235002830,TBB,NO
235002820,TBB,NO
233826000,OTT,NO
235008454,DRB,NO
235004421,DRB,NO
235009094,OTB,OTT
232007300,OTB,NO
234124000,PTB,NO
235008047,OTB,NO
235003760,OTB,OTT
233651000,PTB,NO
232006310,OTB,OTT
235068228,OTB,NO
234900000,OTB,NO
232006960,FPO,NO
232106000,HMD,NO
275107000,OTM,OTB
234912000,OTB,NO
250001718,GNS,FPO
235101187,OTB,NO
235073052,FPO,NO
232005420,HMD,TBB
233661000,PTB,NO
250000527,OTB,OTM
235010940,OTB,NO
234937000,OTB,NO
232005410,HMD,TBB
250002427,OTB,NO
232004700,TBB,NO
234690000,OTB,NO
250002886,GND,GNS
235105005,FPO,NO
235002274,HMD,NO
235006716,HMD,NO
235097217,FPO,GNS
235002051,OTB,NO
232006050,TBB,NO
232004538,FPO,NO
233486000,OTB,NO
211245890,TBB,OTB
235011340,HMD,NO
235001670,OTB,NO
233450000,DRB,NO
244620254,TBB,NO
235008020,OTB,NO
235071395,TBB,NO
235071582,FPO,NO
235007300,GNS,NO
235005770,OTB,NO
235001620,FPO,NO
205153000,TBB,OTB
235004140,DRB,NO
232006840,GNS,NO
232006820,LLS,NO
233883000,SSC,NO
232627000,DRB,NO
220333000,OTB,OTB
230061850,OTM,OTB
235000097,OTB,NO
235002330,OTB,NO
235001525,DRB,NO
250000657,LNB,OTB
234203000,OTB,NO
232004618,OTB,NO
235004070,FPO,NO
235084726,OTT,NO
235004920,OTB,NO
235000670,OTB,NO
233659000,OTB,NO
276825000,OTM,NO
233714000,OTT,NO
235001650,OTB,NO
220247000,OTM,OTB
232006270,GNS,NO
232007250,LLS,NO
233975000,OTB,NO
233805000,OTB,NO
235071779,FPO,GNS
234002000,OTB,NO
235081647,DRB,PTB
232004729,FPO,NO
232007060,OTB,NO
232004741,DRB,NO
235076687,OTB,PTB
234052000,OTT,NO
218363000,OTB,SDN
235010110,HMD,NO
234341000,OTM,NO
235005740,TBB,NO
235074868,HMD,FPO
220453000,OTM,PS
235002718,OTB,OTT
235040079,HMD,FPO
234771000,OTB,NO
234805000,OTB,NO
234904000,PTB,NO
232328000,OTT,NO
234879000,TBB,NO
250142400,OTM,PS
235025319,TBB,NO
232003258,DRB,NO
232746000,OTB,NO
232091000,OTB,NO
235078344,HMD,FPO
232004190,OTB,NO
250001491,SSC,OTM
235799000,OTB,NO
263586000,OTB,OTM
266348000,OTB,NO
250002396,GNC,GNS
235004730,OTB,NO
232003860,OTB,NO
235004300,OTB,NO
235091962,HMD,GNS
235008030,OTB,NO
220507000,TBB,NO
250002992,OTB,OTM
232503000,OTM,NO
232006130,OTB,NO
235105723,FPO,OTB
235000150,OTB,NO
250002601,FPO,LHP
232006730,OTB,NO
232006940,OTB,NO
250102660,OTB,OTM
232008020,OTB,NO
235000170,OTB,NO
235007912,OTB,OTT
235000270,OTB,NO
235000480,DRB,NO
265674000,OTB,NO
235166000,OTB,NO
235001140,FPO,NO
235001340,OTB,NO
235001390,OTB,NO
235118000,OTM,NO
235002480,OTT,NO
235002500,OTB,NO
235077000,OTM,NO
235002470,OTB,NO
235002800,TBB,NO
235003150,OTT,NO
235087635,OTB,NO
235001810,SSC,NO
235001820,OTB,NO
235002490,OTB,NO
235019072,OTB,NO
235002690,OTB,NO
235003460,OTB,NO
235003170,OTB,NO
235076636,OTB,NO
235005150,GNS,NO
235005014,DRB,NO
235005282,OTB,NO
250002366,FPO,PTB
235008665,HMD,TBB
235004290,OTB,NO
235004390,OTB,NO
235004740,SDN,NO
235020111,FPO,GND
235004690,OTM,NO
235627000,OTB,NO
235005350,TBB,NO
250002896,OTB,OTM
235011218,FPO,GNS
235005980,GTR,GTR
235004700,OTM,NO
235012902,OTT,OTT
235005820,OTB,NO
235011055,OTB,OTB
235005900,OTB,NO
235006100,OTB,OTT
235011319,DRB,NO
235006280,OTM,NO
235009060,OTT,NO
235674000,OTM,NO
235006480,FPO,NO
235006500,OTM,NO
235672000,OTM,NO
250002023,OTM,OTB
265724390,OTB,OTB
235673000,OTB,NO
235007100,HMD,NO
235006880,LLD,NO
235007080,OTB,NO
244630340,GNS,LHP
235007420,OTT,OTT
235746000,OTM,NO
235015841,OTB,NO
235013021,OTM,NO
250003367,DRB,HMD
235021469,OTT,OTB
235026354,OTB,OTT
235020797,FPO,NO
235021707,OTB,NO
235023059,DRB,OTB
235838000,OTM,NO
235013196,FPO,NO
235008380,FPO,NO
235039435,DRB,NO
235030325,DRB,NO
235081001,HMD,HMD
235030641,HMD,NO
235100159,FPO,NO
235006737,DRB,NO
235033728,DRB,NO
235032237,OTB,OTT
250002132,DRB,OTB
235010340,OTT,NO
232611329,DRB,NO
219016971,OTB,OTB
235033145,OTM,NO
250002504,OTB,NO
235051022,OTM,NO
235061961,HMD,NO
235054804,LLS,NO
235055004,OTB,NO
235054161,TBB,NO
235053875,OTB,NO
235054653,TBB,NO
235058829,OTM,NO
235051671,SSC,NO
235057467,OTB,NO
235058468,SDN,NO
250002836,GND,GNS
235059791,OTT,NO
235060281,OTB,NO
235060913,OTB,NO
235060915,OTT,NO
235061018,OTM,NO
235063795,OTB,NO
235076933,FPO,NO
235060277,OTM,NO
235064434,PTB,NO
235064432,PTB,NO
219019966,GNS,NO
235070436,FPO,NO
235069008,OTT,NO
235070957,OTB,NO
235068209,OTT,NO
235079422,HMD,NO
235070377,OTB,NO
235079089,LHP,GND
235075291,HMD,NO
235072137,OTM,NO
235075355,OTB,NO
235080649,OTT,NO
235074776,SSC,NO
235076242,OTB,NO
235082365,OTB,NO
235076743,OTB,NO
235078471,FPO,GND
235077317,OTB,NO
235077608,OTB,NO
235078541,FPO,GNS
235081732,OTT,NO
235078558,OTB,NO
235080782,GNS,LHP
235082849,OTB,NO
235085777,HMD,NO
235084199,PS,NO
235083723,LHP,LHP
235068889,FPO,GNS
235087563,OTB,NO
235089955,HMD,NO
235090834,HMD,NO
235095849,OTB,NO
235095109,FPO,NO
235096106,OTB,NO
235096987,TBB,NO
235097649,HMD,OTB
235098956,OTB,NO
235100414,PTB,NO
235096845,HMD,NO
235099244,GTR,NO
235081915,FPO,GNS
235099592,FPO,GNS
235101102,LLS,NO
235103824,PTB,NO
235103069,OTT,NO
235040556,GNC,GNS
235102697,OTM,NO
235103197,OTB,NO
235106049,PTM,PTM
235108172,PTB,NO
235109887,GNC,NO
235110013,OTB,NO
235105753,FPO,NO
235096263,FPO,NO
235069065,FPO,NO
265635420,OTB,OTB
232004735,FPO,NO
235000640,FPO,NO
235086341,FPO,NO
235069162,OTB,NO
235014687,TBB,NO
235007570,HMD,NO
239420000,PS,GTR
237850000,OTB,NO
237517000,OTB,PS
237525000,OTB,NO
237558000,OTB,PS
237435000,PS,LLS
239139000,PS,NO
240374000,PS,GTR
237148900,SB,PS
239565000,PS,NO
239100000,PS,NO
239901000,PS,SB
237562000,OTB,PS
237526000,OTB,NO
237613000,OTB,PS
240526000,PS,GNS
239459000,LLS,PS
239398000,PS,GNS
239178000,PS,NO
237570000,OTB,PS
237565000,OTB,NO
237662000,OTB,NO
237299800,PS,GNS
237456000,OTB,NO
237547000,PS,OTB
237567000,OTB,PS
239707000,PS,SB
237333000,OTB,GTR
237889000,OTB,NO
239321000,PS,NO
237046000,OTB,NO
239331000,PS,PS
239383000,OTB,NO
239686000,OTB,NO
239149000,PS,GTR
239977000,PS,GTR
237852000,OTB,NO
237482000,OTB,NO
237484000,OTB,PS
237470000,OTB,NO
237478000,OTB,PS
237506000,OTB,NO
237536000,OTB,NO
237538000,OTB,NO
237014000,OTB,GNS
237516000,OTB,NO
237586000,OTB,PS
240418000,PS,NO
237566000,OTB,NO
239155000,PS,GTR
239683000,OTB,NO
237544000,PS,OTB
237457000,OTB,NO
239750000,OTB,NO
240150000,OTB,NO
240426000,OTB,NO
240430000,OTB,NO
241091000,OTB,NO
239433000,PS,PS
237687000,PS,OTB
239538000,PS,PS
240419000,PS,PS
237015000,OTB,PS
239467000,PS,GTR
237959000,PS,NO
237968000,PS,NO
239479000,PS,LLS
237980000,PS,NO
237654000,OTB,NO
237027000,OTB,PS
239228000,PS,NO
239343000,PS,NO
237961000,PS,NO
237161000,OTB,OTB
240253000,PS,PS
240367000,PS,PS
237063000,OTB,NO
239462000,PS,PS
239468000,PS,NO
239222000,PS,NO
239213000,PS,NO
239472000,PS,NO
237914000,OTB,PS
239224000,PS,NO
237656000,OTB,OTB
237688000,OTB,PS
237149000,OTB,NO
237615000,OTB,NO
237079000,OTB,NO
237930000,OTB,OTB
240099000,OTB,NO
240331000,PS,PS
240427000,OTB,PS
240442000,OTB,NO
240643000,PS,NO
240759000,PS,NO
240802000,OTB,PS
240854000,PS,GTR
240895000,PS,NO
241021000,PS,NO
241065000,OTB,GTR
237329000,OTB,GNS
239599000,PS,GTR
237205000,OTB,NO
237438000,OTB,NO
239114000,PS,NO
240724000,PS,GNS
237922000,OTB,PS
237665000,OTB,PS
239305000,PS,PS
239324000,PS,NO
237963000,PS,NO
237534000,OTB,NO
237591000,OTB,NO
239177000,PS,NO
240496000,LLS,LLS
240450000,GNS,LLD
237920000,OTB,PS
240707000,OTB,OTB
237556000,OTB,NO
237475000,OTB,NO
239098000,PS,GNS
237602000,OTB,GTR
237441000,OTB,NO
237444000,OTB,NO
237448000,OTB,GNS
237453000,OTB,GNS
237450000,OTB,PS
237446000,OTB,PS
237445000,OTB,GNS
237552000,OTB,NO
237366000,OTB,NO
239132000,PS,PS
239344000,PS,NO
240234000,PS,GNS
241005000,PS,NO
239174000,PS,GTR
237430000,OTB,OTB
237011000,OTB,NO
237119000,OTB,PS
237535000,OTB,NO
237546000,OTB,NO
237383000,OTB,PS
237382000,OTB,NO
239097000,PS,GTR
239136000,LLD,GNS
240120000,OTB,PS
240314000,OTB,NO
241020000,LLD,GTR
239186000,PS,GTR
239506000,GTR,LLD
239510000,GTR,GNS
240536000,GTR,LLD
240428000,OTB,LLS
237086000,OTB,PS
240387000,PS,NO
237112000,PS,PS
237996000,PS,PS
237108000,PS,OTB
237089000,PS,OTB
237008500,OTB,NO
237983000,PS,GTR
237078000,OTB,NO
237993000,PS,PS
237994000,PS,NO
240461000,GTR,LLS
237070000,PS,OTB
239330000,OTB,NO
239845000,OTB,NO
239188000,LLD,LLS
237487000,OTB,PS
237439000,LLD,GTR
240063000,PS,GNS
240222000,FPO,GNS
237610000,OTB,PS
239055000,PS,NO
237220000,OTB,PS
237262000,OTB,NO
237180000,OTB,NO
237312000,OTB,PS
237221000,OTB,NO
237256000,OTB,NO
237876000,OTB,NO
237228000,OTB,PS
237175000,OTB,OTB
239023000,PS,GNS
237218000,OTB,OTB
237171000,OTB,NO
237216000,OTB,PS
237257000,OTB,PS
237295000,OTB,NO
239013000,OTB,PS
239526000,PS,NO
239020000,PS,NO
237915000,OTB,PS
237313000,OTB,NO
240219000,PS,PS
237151000,OTB,PS
237168000,OTB,PS
237248000,OTB,PS
237255000,PS,PS
239022000,PS,NO
239028000,PS,NO
239120000,PS,PS
239400000,PS,OTB
237215000,OTB,NO
237553000,PS,GTR
237155000,OTB,OTB
239021000,PS,PS
240096000,OTB,PS
237147000,OTB,NO
237131000,OTB,NO
237190000,OTB,PS
237214000,PS,OTB
239016000,PS,GNS
237132000,OTB,PS
237164000,OTB,PS
237163000,OTB,NO
237142000,OTB,PS
237127000,OTB,NO
237178000,OTB,OTB
239031000,PS,NO
237900000,OTB,NO
239096000,LLD,LLS
237881000,OTB,NO
237885000,OTB,PS
240104000,OTB,OTB
237883000,OTB,NO
237880000,OTB,PS
240220000,PS,NO
240020000,PS,OTB
240030000,PS,NO
240021000,OTB,PS
240252000,PS,NO
240112000,OTB,NO
240131000,OTB,PS
240164000,PS,PS
240337000,OTB,GNS
240384000,PS,LLS
240440000,OTB,PS
240570000,OTB,NO
240705000,OTB,PS
240910000,PS,GNS
241140000,PS,NO
240460000,PS,NO
239053000,PS,NO
237302000,OTB,NO
237292000,OTB,PS
237287000,OTB,NO
239734000,PS,PS
240250000,OTB,PS
239058000,PS,LLD
239066000,PS,NO
237291000,OTB,PS
237638000,OTB,PS
239050000,PS,NO
237316000,OTB,PS
239044000,PS,NO
237299000,OTB,PS
237887000,OTB,PS
239056000,PS,PS
237318000,OTB,NO
240312000,PS,NO
240552000,LLD,GTR
237918000,OTB,PS
239068000,PS,NO
237364000,PS,GNS
239085000,PS,PS
237346000,OTB,PS
239266000,PS,LLD
237814000,OTB,PS
237345000,OTB,PS
239079000,PS,PS
237954000,PS,OTB
240102000,OTB,LHM
237618000,OTB,PS
237350000,OTB,NO
237349000,OTB,PS
241119000,OTB,PS
237343000,OTB,NO
239094000,PS,NO
239083000,PS,LLS
239315000,PS,PS
239084000,PS,NO
239086000,PS,NO
237337000,OTB,NO
240231000,PS,NO
237962000,PS,PS
237048000,OTB,PS
239093000,PS,NO
240274000,PS,GTR
237334000,OTB,NO
237335000,OTB,PS
237589000,OTB,NO
237050000,OTB,NO
237934000,OTB,NO
237058000,OTB,PS
237059000,OTB,NO
237363000,OTB,PS
237347000,OTB,NO
237045000,OTB,NO
239423000,LLS,GNS
237539000,OTB,NO
237624000,OTB,OTB
237625000,OTB,PS
237034000,OTB,PS
237029000,OTB,LHP
240259000,OTB,NO
237870000,OTB,NO
237348000,OTB,NO
237387000,OTB,LLS
237599000,OTB,NO
240456000,LLS,GTR
239253000,PS,LLS
240281000,PS,NO
240248000,PS,NO
237123000,PS,OTB
237604000,OTB,PS
239409000,PS,NO
237924000,OTB,NO
239143000,PS,NO
239296000,PS,NO
237390000,OTB,LLS
240632000,PS,PS
240376000,PS,GTR
239406000,LLD,GTR
237699000,OTB,NO
237698000,OTB,NO
239017000,PS,NO
239233000,LLD,LLS
240137000,OTB,NO
239240000,PS,PS
237801000,OTB,NO
239236000,PS,LLD
237697000,OTB,NO
239424000,LLS,FPO
237958000,PS,PS
239088000,PS,LLS
237374000,OTB,GTR
237602000,LLS,GTR
239329000,LLD,FPO
239340000,PS,LLD
237371000,OTB,LLS
237179000,OTB,OTB
237376000,OTB,LLS
240254000,LLD,LLS
240396000,LLD,GTR
240398000,DRB,GTR
237129000,GTR,LLD
237370000,OTB,OTB
240404000,GTR,LLD
237622000,OTB,PS
240406000,LLS,GTR
240393000,LLD,GTR
237911000,OTB,LLS
240255000,LLD,LLS
237344400,LLD,LLS
240401000,LLD,GTR
240397000,LLS,GNS
239588000,PS,GNS
240407000,LLD,LLS
240459000,LLD,LLS
240535000,LLD,GTR
240994000,LLD,GTR
239385000,GTR,PS
239323000,PS,GTR
237097000,PS,GTR
239123000,GTR,GNS
237428000,OTB,PS
237540000,OTB,PS
237418000,OTB,NO
240280000,OTB,NO
237664000,OTB,NO
239391000,GTN,LLD
239436000,PS,GTR
240303000,GTN,LLS
237431000,OTB,OTB
239130000,PS,LLS
240394000,LLD,GTR
239128000,PS,GNS
237802000,OTB,NO
237809000,OTB,NO
237805000,OTB,OTB
237206000,OTB,NO
240153000,OTB,NO
240229000,OTB,GNS
240238000,OTB,NO
239583300,LLS,LLD
241666000,LLS,GTR
239146000,PS,LLS
240484000,SB,PS
