mmsi,Gear_Main_Code,Gear_Sec_Code
224313390,OTB,PTB
224231980,OTB,NO
224051650,PS,NO
224069140,OTB,PTB
224386370,OTB,NO
224103760,PS,NO
224049460,LLD,NO
224078870,OTB,NO
224076190,PS,NO
224103750,PS,NO
224150760,OTB,NO
224066570,OTB,NO
224081430,LLD,NO
224066580,LLD,NO
224147350,LLS,NO
250001676,LLS,LLD
224248790,GNS,NO
224073460,PS,NO
224157780,OTB,NO
224049650,PS,NO
224040840,LLS,FPO
224042880,PS,NO
224270370,PS,NO
224073580,PS,NO
224214440,OTB,NO
224259630,LLS,NO
224028250,PS,NO
224248550,LLS,NO
224057830,GNS,GTR
224651000,PS,NO
224100160,PS,NO
224181290,OTB,NO
224238430,OTB,NO
224124260,OTB,NO
224259150,OTB,NO
224102850,OTB,NO
224061530,GNS,NO
226045000,OTB,NO
224055790,GNS,NO
224028550,PS,NO
224050560,PS,NO
224050570,PS,NO
224052370,LLD,NO
224057930,OTB,NO
224052260,OTB,NO
224168000,OTB,PTB
224197150,LLD,NO
224658000,LLS,GNS
224049540,PS,NO
224215550,LLS,NO
224067670,OTB,NO
224160000,LLD,NO
224020750,PS,NO
224202460,OTB,NO
224072140,OTB,NO
224052380,LLS,NO
224106000,OTB,PTB
224069550,PS,NO
224014440,OTB,NO
224070630,OTB,NO
224183670,LLD,NO
224135190,OTB,NO
224069930,OTB,PTB
224064930,OTB,NO
224069650,GNS,NO
224134380,OTB,NO
224134470,LLD,NO
224094570,OTB,NO
224072890,OTB,NO
224027970,OTB,NO
224073830,OTB,NO
224084460,OTB,NO
224205420,OTB,NO
224216220,OTB,NO
224062390,GNS,NO
224161760,GNS,NO
224055660,GNS,GTR
224094770,LLS,FPO
224178000,OTB,NO
224172950,LLS,FPO
224177000,OTB,PTB
224078290,PS,NO
224072990,PS,NO
224055870,OTB,NO
224080370,LLD,NO
224073650,PS,NO
224074650,PS,NO
224107760,OTB,NO
224228670,GNS,GTR
224173000,LLD,NO
224132580,OTB,NO
224085740,OTB,NO
224295760,GNS,NO
224040260,PS,NO
224053650,LLD,NO
224081180,GNS,NO
224075180,PS,NO
224075190,PS,NO
224066650,OTB,NO
224079580,OTB,NO
224074680,OTB,NO
224074660,OTB,NO
224079240,PS,NO
224000390,OTB,NO
224209000,OTB,NO
224068650,OTB,NO
224095240,PS,NO
224186000,LLS,GNS
224189190,GNS,GTR
224085120,PS,NO
224064170,OTB,NO
224172220,OTB,NO
224245280,OTB,NO
224086630,OTB,NO
224133306,OTB,NO
224076970,PS,NO
224217120,PS,NO
224323960,OTB,NO
224086130,PS,NO
224066890,OTB,NO
224272000,LLS,FPO
224068490,OTB,NO
224241000,LLD,NO
224085950,PS,NO
224204520,OTB,NO
224204490,OTB,NO
224229000,OTB,PTB
224335000,LLD,NO
224094160,PS,NO
224312790,GNS,GTR
224292000,OTB,NO
224271000,PS,NO
224093450,OTB,NO
224085960,LLD,NO
224171450,OTB,NO
224069870,OTB,NO
224014550,OTB,NO
224290000,GNS,NO
224331000,OTB,PTB
224291000,PS,NO
224099560,LLD,NO
224087230,OTB,NO
224329000,OTB,NO
224082360,OTB,NO
224081840,LLS,NO
263422240,GNS,LLD
224082260,LLD,NO
224120840,LLD,NO
224355000,OTB,NO
224354000,OTB,NO
224106650,PS,NO
224049380,OTB,NO
224080660,GNS,GTR
224929000,LLD,NO
224460000,PS,NO
224047260,GNS,GTR
224215940,GNS,GTR
224094740,LLS,NO
224933000,LLD,NO
224196160,OTB,PTB
224385000,LLS,GNS
224342000,LLD,NO
224020000,LLD,NO
224552620,OTB,NO
224935000,OTB,PTB
224033000,OTB,PTB
224438000,LLD,NO
224096140,OTB,NO
224099620,OTB,NO
224094870,LLS,FPO
224146950,PS,NO
224100870,GNS,GTR
224021560,LLS,NO
224452000,LLD,NO
224126930,OTB,NO
224178660,LLS,FPO
224944000,LLS,NO
224017000,LLD,NO
224067170,LLS,NO
224096770,PS,NO
224004720,PS,NO
224258840,OTB,NO
224762000,LLD,NO
224002020,OTB,NO
224096830,PS,NO
224113720,LLD,NO
224102000,PS,NO
224005790,LLD,NO
224949000,PS,NO
224004680,PS,NO
224005540,OTB,NO
224022920,OTB,NO
224107280,OTB,NO
224005220,OTB,NO
224206830,OTB,NO
224005590,OTB,NO
224006570,PS,NO
224005190,OTB,PTB
224006930,OTB,NO
224174120,GNS,GTR
224286000,LLD,NO
224320560,OTB,NO
224011550,OTB,NO
224006950,OTB,NO
224212840,OTB,NO
224007820,GNS,NO
224009250,OTB,NO
224235170,OTB,NO
224005870,PS,NO
224007640,OTB,NO
224045640,GNS,NO
224104990,OTB,NO
224006770,LLD,NO
224008890,OTB,NO
224012590,OTB,NO
224004530,OTB,NO
224009240,OTB,NO
224003100,PS,NO
224010590,PS,NO
224063730,GNS,GTR
224065000,OTB,NO
224089000,PS,NO
224070000,PS,NO
224005830,PS,NO
224003450,OTB,NO
224124190,PS,NO
224011270,OTB,NO
224028630,LLS,FPO
224010730,OTB,NO
224459000,LLD,NO
224012850,PS,NO
224012280,OTB,NO
225353000,OTB,NO
224015220,PS,NO
224292770,OTB,NO
224013090,OTB,NO
224075000,OTB,NO
224127180,PS,NO
224008250,OTB,NO
224013780,OTB,NO
224015550,PS,NO
224270000,OTB,PTB
224015120,PS,NO
224235000,OTB,PTB
224013880,OTB,NO
224114570,PS,NO
224008640,PS,NO
224221940,GNS,GTR
224014890,OTB,NO
224007230,PS,NO
224333460,PS,NO
224015520,GNS,NO
224015930,GNS,NO
224011290,OTB,NO
224609000,LLD,NO
224313360,PS,NO
224016330,GNS,NO
224619000,LLD,NO
224018520,OTB,NO
224018440,LLS,GNS
224019690,LLS,NO
224324980,OTB,NO
224018370,OTB,NO
224020340,LLS,GNS
263427750,LLS,LLD
224019440,OTB,NO
224013220,OTB,NO
224020060,LLS,FPO
224022620,PS,NO
224025440,GNS,NO
224026180,OTB,NO
224710000,OTB,PTB
224025280,GNS,GTR
224025440,LLS,NO
224022810,PS,NO
224301000,OTB,PTB
224706000,OTB,PTB
224024170,OTB,NO
224043850,OTB,NO
224324000,OTB,PTB
224366000,LLD,NO
224027890,GNS,NO
224021270,OTB,NO
224266000,OTB,PTB
224022490,PS,NO
224029580,PS,NO
224020390,PS,NO
224029830,PS,NO
224033380,PS,NO
224018530,OTB,NO
224033360,OTB,NO
224032470,PS,NO
224752000,LLD,NO
224043730,OTB,NO
224033640,OTB,NO
224032880,GNS,NO
224044870,LLD,NO
224020990,PS,NO
224014210,OTB,NO
224025230,LLS,NO
224030980,OTB,NO
224026480,OTB,NO
224015940,LLS,FPO
224841000,OTB,PTB
224043370,PS,NO
224030760,OTB,NO
224044240,OTB,NO
224044230,OTB,NO
224044690,GNS,GTR
224045260,LLS,NO
224045480,LLS,NO
224057000,OTB,PTB
224046570,OTB,PTB
224045150,OTB,NO
224044840,OTB,NO
224047640,OTB,PTB
224068000,LLD,NO
224029390,OTB,NO
224047430,OTB,NO
224045180,OTB,NO
224032730,OTB,NO
224622000,OTB,PTB
224314000,OTB,PTB
224046990,OTB,NO
227275010,OTB,OTM
224021640,PS,NO
224047990,LLD,NO
224445000,LLD,NO
224139000,OTB,PTB
224044170,OTB,NO
224047170,OTB,NO
224050530,OTB,NO
224027160,OTB,NO
224051590,OTB,NO
224047390,OTB,NO
224050270,GNS,GTR
224050850,PS,NO
224115000,LLS,GNS
224922000,PS,NO
224224106,PS,NO
224047270,PS,NO
224047340,OTB,NO
224021820,LLD,NO
224056740,OTB,NO
224050240,PS,NO
224120000,LLD,NO
224052350,PS,NO
224052340,OTB,NO
224041240,OTB,NO
224042650,OTB,NO
224063680,PS,NO
224041540,PS,NO
224069850,PS,NO
224065290,PS,NO
224060680,PS,NO
224069840,PS,NO
224052850,PS,NO
224040240,PS,NO
224055940,OTB,NO
224108550,PS,NO
224055240,LLS,GNS
224049550,OTB,NO
224050230,PS,NO
224057890,PS,NO
224053530,PS,NO
224040470,PS,NO
224051190,OTB,NO
224054950,PS,NO
224049640,OTB,NO
224055440,PS,NO
224055450,PS,NO
224051690,OTB,NO
224050480,OTB,NO
224043770,OTB,NO
224052360,PS,NO
224056130,OTB,NO
224396000,LLS,GNS
224057370,LLS,NO
224059230,PS,NO
227209970,LLS,NO
224041250,PS,NO
224062360,OTB,NO
224062480,LLS,NO
224901000,OTB,PTB
224061430,PS,NO
224060150,PS,NO
224056190,PS,NO
224053280,OTB,NO
224056170,PS,NO
224059860,PS,NO
224223630,PS,NO
224061870,PS,NO
224064850,PS,NO
224049270,OTB,NO
224063670,OTB,NO
224254000,OTB,NO
224967000,OTB,PTB
224066970,OTB,NO
224054990,OTB,NO
224063780,PS,NO
224066980,LLD,NO
224065430,OTB,NO
224063280,OTB,NO
224292970,LLD,NO
224058130,OTB,NO
224110000,LLD,NO
224060850,PS,NO
224066630,OTB,NO
224069130,LLS,GNS
224233000,LLD,NO
224308000,LLD,NO
224063940,GNS,NO
224069690,LLS,GNS
224546000,OTB,PTB
224067580,OTB,NO
224069960,LLD,NO
224060290,OTB,NO
224072270,LLD,NO
224980000,LLS,GNS
224047870,OTB,NO
224080940,OTB,NO
224072190,OTB,NO
224245520,OTB,NO
224071970,OTB,NO
224380000,LLD,NO
224072150,OTB,NO
224066140,PS,NO
224273000,OTB,PTB
224072870,OTB,NO
224072230,OTB,NO
224071790,OTB,NO
224068480,OTB,NO
224256000,LLD,NO
224073660,OTB,NO
224987000,LLD,NO
224071740,OTB,NO
224073630,PS,NO
224074730,LLS,NO
224072690,OTB,NO
224068290,OTB,NO
224055250,OTB,NO
224103820,GNS,GTR
224068560,PS,NO
224076590,OTB,NO
224313000,LLD,NO
224072280,LLS,NO
224225750,PS,NO
224072760,PS,NO
224076360,OTB,NO
224059740,PS,NO
224075650,GNS,GTR
224076000,LLD,NO
224071980,PS,NO
224076430,OTB,NO
224073560,OTB,NO
224079440,PS,NO
224071730,OTB,NO
224154000,LLD,NO
224992000,LLD,NO
224077390,OTB,NO
224050000,LLD,NO
224082780,OTB,NO
224074890,PS,NO
224083350,OTB,NO
224080230,OTB,NO
224068470,OTB,NO
224081150,OTB,NO
224073350,OTB,NO
224082850,PS,NO
224071540,OTB,NO
224070170,OTB,NO
224013460,OTB,NO
224075280,OTB,NO
224071870,OTB,NO
224082870,PS,NO
224369000,OTB,PTB
224077140,PS,NO
224086790,PS,NO
224087790,PS,NO
224086780,PS,NO
224078380,OTB,NO
224083520,PS,NO
224083730,OTB,NO
224085260,PS,NO
224077590,PS,NO
224085930,OTB,NO
224079840,PS,NO
224088280,OTB,NO
224122000,LLD,NO
224085290,OTB,NO
224223470,GNS,GTR
224090990,LLS,NO
224092130,OTB,NO
224085730,GNS,GTR
224085130,OTB,NO
224073960,PS,NO
224077380,OTB,NO
224092730,OTB,NO
224093890,OTB,NO
224077580,OTB,NO
224092850,PS,NO
224090890,PS,NO
224252000,LLD,NO
224074740,OTB,NO
224011990,LLS,GNS
224780000,LLS,GNS
224093680,OTB,NO
224095950,OTB,NO
224079040,OTB,NO
224079860,OTB,NO
224089260,OTB,NO
224094480,OTB,NO
224093360,OTB,NO
224094590,GNS,NO
224215890,GNS,GTR
224091480,OTB,NO
224092340,OTB,NO
224093240,OTB,NO
224095620,LLS,NO
224318000,LLD,NO
224004660,OTB,NO
224696000,LLD,NO
224087340,OTB,NO
224132000,LLD,NO
224093460,OTB,NO
224222560,OTB,NO
224096870,OTB,NO
224169000,OTB,PTB
224820000,OTB,PTB
224819000,OTB,PTB
224083650,GNS,NO
224097970,OTB,NO
224098230,OTB,NO
224097640,GNS,GTR
224098780,PS,NO
224456000,LLD,NO
224093430,OTB,NO
224099940,OTB,PTB
224096580,OTB,NO
224097930,GNS,GTR
224096930,OTB,NO
224096480,OTB,NO
224086000,OTB,NO
224084520,OTB,NO
224097160,OTB,NO
224096680,LLS,NO
224102530,PS,NO
224100530,LLD,NO
224088550,OTB,NO
224100230,OTB,NO
224100180,OTB,NO
224089490,OTB,NO
224104450,PS,NO
224218000,OTB,PTB
224101950,LLD,NO
224101940,LLD,NO
224102280,OTB,NO
224087000,OTB,PTB
224086690,GNS,GTR
224106260,PS,NO
224098930,PS,NO
224104970,GNS,GTR
224100190,OTB,NO
224108670,PS,NO
224105450,OTB,NO
224101980,PS,NO
224105920,OTB,NO
224107960,OTB,NO
224088000,PS,NO
224111190,OTB,NO
224099270,OTB,NO
224095660,OTB,NO
224098790,OTB,NO
224094470,OTB,NO
224103720,OTB,NO
224104540,PS,NO
224387000,OTB,PTB
224098680,OTB,NO
224108520,OTB,NO
224009000,OTB,PTB
224112790,GNS,NO
224135000,LLD,NO
224430000,OTB,PTB
224086640,OTB,NO
224110740,OTB,NO
224048990,OTB,NO
224108490,OTB,NO
224000220,LLS,GNS
224260750,OTB,NO
224111740,OTB,NO
224122570,OTB,NO
224107670,PS,NO
224093320,OTB,NO
224080860,PS,NO
224267000,LLD,NO
224114650,PS,NO
224196000,LLD,NO
224119680,OTB,NO
224265000,OTB,PTB
224123370,OTB,NO
224123720,OTB,NO
224125140,OTB,PTB
224268000,LLS,GNS
224116790,PS,NO
224111750,OTB,NO
224125630,OTB,NO
224597000,LLD,NO
224122560,LLD,NO
224106190,OTB,NO
224127540,OTB,NO
224128650,OTB,NO
224113850,OTB,NO
224119550,PS,NO
224114990,PS,NO
224121650,OTB,NO
224128930,PS,NO
224128940,OTB,NO
224712000,OTB,PTB
224197230,OTB,NO
224117580,OTB,NO
224133790,OTB,PTB
224114130,OTB,NO
224127320,OTB,NO
224118650,PS,NO
224088940,OTB,NO
224132420,OTB,NO
224134550,OTB,NO
224128190,OTB,NO
224132650,GNS,NO
224107250,OTB,NO
224133860,OTB,NO
224123580,OTB,NO
224680000,PS,NO
224128230,OTB,NO
224526000,OTB,PTB
224145180,OTB,NO
224133630,OTB,NO
224492000,LLS,GNS
224136380,OTB,NO
224134990,OTB,NO
224129190,GNS,GTR
224130750,OTB,NO
224135340,OTB,NO
224134480,OTB,NO
224534000,OTB,PTB
224294000,OTB,PTB
224298620,OTB,NO
224280000,OTB,PTB
224023970,PS,NO
224136920,OTB,NO
224137940,OTB,NO
224303360,OTB,NO
224138370,OTB,NO
224135770,OTB,NO
224137290,LLD,NO
224137530,PS,NO
224275000,OTB,PTB
224137550,OTB,NO
224138950,OTB,NO
224578000,LLD,NO
224134520,PS,NO
224230740,OTB,NO
224138320,PS,NO
224132850,PS,NO
224141980,LLS,GNS
224125920,OTB,NO
224137880,GNS,NO
224136470,PS,NO
224142580,PS,NO
224394000,OTB,PTB
224139370,OTB,NO
224138680,PS,NO
224141830,PS,NO
224143730,LLD,NO
224139450,OTB,NO
224143650,OTB,NO
224134690,OTB,NO
224147180,OTB,NO
224298000,PTB,NO
224141360,PS,NO
224137950,OTB,NO
224137780,OTB,NO
224137140,GNS,GTR
224138770,OTB,NO
224170000,LLD,NO
224144750,LLS,NO
224145440,OTB,NO
224148470,PS,NO
224082580,LLS,FPO
224140280,OTB,NO
224142560,OTB,NO
224141280,OTB,NO
224152340,LLS,GNS
224151870,OTB,NO
224071000,LLD,NO
224156570,PS,NO
224155950,LLD,NO
224079000,OTB,PTB
224219360,OTB,NO
224236430,LLS,NO
224157840,PS,NO
224155960,GNS,NO
224148120,OTB,NO
224161140,LLS,NO
224155590,PS,NO
224152140,PS,NO
224162360,OTB,NO
224162930,OTB,PTB
224164580,OTB,NO
224162880,PS,NO
224160250,OTB,NO
224594000,OTB,PTB
224147190,OTB,NO
224168220,OTB,NO
224172000,OTB,PTB
224163640,OTB,NO
224150820,PS,NO
224164950,OTB,NO
224149650,PS,NO
224143830,PS,NO
224151570,PS,NO
224372000,OTB,PTB
224162840,OTB,NO
224610000,LLS,GNS
224793000,LLS,GNS
224623000,LLD,NO
224163180,OTB,NO
224169660,OTB,NO
224166440,OTB,NO
224626000,LLD,NO
224170740,GNS,NO
224173230,OTB,NO
224169750,OTB,NO
224172830,PS,NO
224171140,OTB,NO
224168820,OTB,NO
224164540,OTB,NO
224175430,LLS,GNS
224171840,OTB,NO
224690000,LLS,GNS
224174380,LLS,NO
224906190,OTB,NO
224906170,OTB,NO
224906180,OTB,NO
224167520,OTB,NO
224175960,LLS,GNS
224618000,LLS,GNS
224174990,OTB,NO
224171260,OTB,NO
224175190,PS,NO
224177970,OTB,NO
224181230,OTB,NO
224105000,OTB,PTB
224175790,OTB,NO
224472000,LLD,NO
224050280,GNS,GTR
224906120,OTB,NO
224177240,PS,NO
224906480,PS,NO
224182270,OTB,NO
224184270,OTB,NO
224178880,PS,NO
224591000,LLD,NO
224182770,OTB,NO
224181530,GNS,NO
224178640,OTB,NO
224185220,LLS,NO
224176230,OTB,NO
224186660,OTB,NO
224181120,OTB,NO
224246000,LLS,GNS
224185350,OTB,NO
224192250,OTB,NO
224176442,LLD,NO
224180740,PS,NO
224189820,OTB,NO
224182920,OTB,NO
224194470,GNS,GTR
224186490,GNS,GTR
224816000,OTB,PTB
224190270,PS,NO
224191750,PS,NO
224194620,OTB,NO
224190680,PS,NO
224101750,OTB,NO
224182180,OTB,NO
224192570,PS,NO
224198440,PS,NO
224178570,OTB,NO
224201150,OTB,NO
224185250,OTB,NO
224185240,OTB,NO
224201160,OTB,NO
224297320,OTB,NO
224205880,OTB,NO
224854000,OTB,PTB
224881000,LLD,NO
224371000,LLD,NO
224167130,OTB,NO
224198240,OTB,NO
235096368,OTB,NO
224200490,OTB,NO
224202860,GNS,GTR
224209690,OTB,NO
224206260,OTB,NO
224189550,GNS,NO
224205230,OTB,NO
224198230,OTB,NO
224315000,OTB,PTB
224209620,OTB,NO
224206750,OTB,NO
224212280,LLD,NO
224215230,PS,NO
225318000,PTB,NO
225319000,LLD,NO
224615000,OTB,PTB
224211520,OTB,NO
224214550,OTB,NO
224215430,OTB,NO
224002820,OTB,PTB
224361000,OTB,PTB
224187770,OTB,PTB
224209590,OTB,NO
224221320,PS,NO
224218850,OTB,NO
224226670,OTB,NO
224218360,OTB,NO
224227590,OTB,NO
224230370,OTB,NO
224216660,OTB,NO
224234720,PS,NO
224205360,OTB,NO
225341000,LLS,GNS
224220130,OTB,NO
224514000,OTB,PTB
224214990,OTB,NO
224050450,OTB,NO
224253750,OTB,NO
224220650,OTB,NO
224221190,OTB,NO
224237180,PS,NO
224280880,LLS,NO
224258570,OTB,NO
224262260,PS,NO
224193790,PS,NO
224936000,LLS,GNS
224242200,PS,NO
225360000,LLS,GNS
224234250,OTB,NO
224304660,OTB,NO
225381000,LLS,GNS
225374000,LLD,NO
225378000,LLS,GNS
224315860,PS,NO
224282280,OTB,NO
224306530,OTB,NO
225375000,PS,NO
225382000,LLS,GNS
224328880,OTB,NO
224264670,PS,NO
224256220,PS,NO
225384000,LLS,GNS
224353650,PS,NO
224320160,OTB,NO
224140000,LLD,NO
224371120,GNS,GTR
224377530,OTB,NO
224411380,OTB,NO
224396270,PS,NO
224339190,OTB,NO
224425770,PS,NO
224447240,GNS,NO
224457450,PS,NO
224416530,OTB,NO
224440790,LLS,FPO
224448260,PS,NO
224409830,OTB,NO
224475470,LLS,FPO
224566950,OTB,NO
224577480,OTB,NO
224959540,LLD,NO
224859820,PS,NO
225917890,GNS,NO
225436000,OTB,PTB
225455000,PS,NO
225459000,PS,NO
225982438,OTB,NO
224572000,PTB,NO
225344000,OTB,PTB
224746000,LLD,NO
224378000,OTB,PTB
225983852,PS,NO
225309000,PS,NO
276370000,OTM,OTB
276371000,OTM,OTB
276385000,OTM,NO
276598000,OTM,OTB
230941710,OTM,PTM
276276000,OTM,NO
276388000,OTB,PTB
276458000,PTB,OTM
276381000,OTM,OTB
276377000,OTB,PTB
276187000,OTM,OTB
276152000,OTM,OTB
276103000,OTB,OTM
276209000,OTB,PTB
276326000,OTB,OTM
276167000,OTB,PTB
276282000,OTM,PTM
276182000,OTM,PTM
276299000,OTM,OTB
276174000,OTB,OTM
276428000,OTB,NO
276544000,OTB,NO
276643000,OTM,NO
276659000,OTB,PTB
275423000,OTB,OTM
276785000,PTM,OTM
276787000,PTM,OTM
276790000,OTM,OTB
276806000,OTB,NO
230981710,LLD,GNS
230117380,OTM,NO
230996080,PTM,PTB
230996210,OTM,OTB
266274000,OTB,OTB
230346000,PTM,PTB
265588050,GNS,LHP
230987510,OTB,OTM
230941650,PTM,OTB
230995870,OTM,NO
230941040,OTB,OTM
230942640,PTM,PTB
276001830,OTB,OTM
230981860,OTM,FPO
230984250,OTM,GNS
230996360,OTM,NO
227113100,DRB,LTL
227569380,DRB,LLS
227625440,DRB,GNS
227640190,DRB,FPO
227632830,FPO,DRB
227318170,OTT,NO
227853000,OTB,DRB
227595150,OTB,PTM
227957000,LLS,LLD
227316070,DRB,FPO
227579000,GNS,NO
227583000,OTM,OTB
227631850,DRB,FPO
227319820,OTB,DRB
227637310,DRB,GNS
227641020,DRB,GNS
227630880,OTB,NO
227619590,OTB,OTM
227561540,DRB,TBB
227137400,OTB,DRB
227573130,DRB,TBB
227318240,OTB,PTM
227119200,OTB,TBB
227635980,GNS,FPO
227412000,GNS,LLS
227676870,FPO,GNS
227573140,DRB,OTB
227101600,OTB,DRB
227300430,OTB,DRB
227589520,DRB,GTR
227690560,DRB,GNS
227318020,PS,LLS
227636480,DRB,GNS
227500000,PS,NO
227318310,PS,NO
227682170,DRB,GNS
227637370,LLS,LHP
227531000,GTR,GNS
227588000,LLS,GNS
227320020,OTM,OTB
227319190,OTM,OTB
227640710,DRB,LLS
227322390,DRB,OTB
227686570,DRB,GNS
227318010,PS,GNS
227118800,OTB,DRB
227109600,OTB,DRB
227897000,PTM,OTB
227320710,OTM,OTB
227319570,PS,NO
227308650,FPO,DRB
227317860,OTM,OTB
227318120,OTM,OTB
227321240,OTM,OTB
227625350,OTB,LLS
227472000,OTB,OTM
227592190,OTB,DRB
227128800,OTB,OTM
227584000,GNS,GTR
227575000,GNS,LLS
227577000,GNS,GTR
227479000,GNS,GTR
227833000,GNS,GTR
227563000,GNS,GTR
227300000,LLS,LLD
227834000,GNS,GTR
227317250,GNS,GTR
227574000,GNS,GTR
227595000,GNS,GTR
227989000,GNS,GTR
227762340,DRB,GNS
226156000,OTB,DRB
227323130,OTB,OTM
227893000,GTR,GNS
227641010,DRB,GTR
227318610,OTM,OTB
227317550,OTM,OTB
227571190,DRB,NO
227322680,DRB,FPO
227569050,OTB,DRB
227321810,OTB,DRB
227880000,OTB,OTM
235093015,OTB,NO
227317870,GTR,FPO
227110600,OTB,DRB
227592480,GNS,FPO
250140400,LHP,OTM
227646110,DRB,FPO
250000141,OTM,NO
250000917,GND,OTM
250000528,OTM,GNC
226198000,OTB,DRB
227319230,GTR,GNS
227317720,OTM,OTB
227321890,OTM,OTB
244938000,SDN,OTB
227380000,GNS,LLS
227894000,GNS,LLS
246742000,SDN,OTB
227381000,SDN,OTB
250000954,FPO,GND
227588970,DRB,OTB
227595050,GTR,GNS
227681710,DRB,GNS
227926000,GNS,LLS
227616510,DRB,GNS
227320000,OTT,PTM
227143800,OTB,NO
227308110,GNS,LLS
227353000,OTB,GND
250001143,OTM,GNS
227912000,OTB,NO
227915000,OTB,OTT
227443000,PTM,OTB
227318940,OTB,OTM
227610980,GTR,FPO
227873000,OTB,PTM
227319040,TBB,DRB
227872000,OTB,PTM
227320580,GTR,GNS
227303430,GTR,DRB
227318220,TBB,DRB
250001166,OTM,NO
227311000,GNS,GTR
250001656,OTB,NO
227599490,GNS,GTR
250000608,GNS,OTM
227636430,GNS,LLS
227317370,GTR,GNS
227319090,OTB,DRB
250126460,OTM,NO
227317050,GTR,GNS
227420000,OTB,OTM
227153230,LLS,GNS
227317470,GTR,GNS
250000433,OTB,OTM
227138600,OTB,NO
227618730,DRB,FPO
227408000,GNS,LLS
227406000,OTT,OTB
227883000,GNS,LLS
227913000,OTM,OTB
227108900,OTB,OTT
227939000,OTB,DRB
227984000,OTB,PTM
227120900,OTB,OTM
227315990,GNS,FPO
227438000,OTM,OTB
227817000,OTB,PTM
227321290,LLS,OTB
227631450,DRB,GTR
227320080,GTR,GNS
250115460,OTM,PS
227385000,LLS,GNS
227377000,OTB,OTM
227139900,OTM,OTB
226171000,OTB,DRB
227116300,OTB,DRB
227588090,GTR,FPO
227574760,GNS,GTR
227315850,GTR,DRB
227118500,OTT,OTM
227317980,OTM,OTB
227315110,DRB,GNS
227639660,DRB,GTR
226199000,GNS,GTR
227601910,DRB,OTB
227560250,FPO,GTR
227124200,DRB,GNS
227683480,DRB,GNS
227591030,DRB,LLD
227988000,GNS,GTR
250001339,OTM,NO
226243000,OTB,NO
227347000,OTB,OTM
227312000,OTB,PTM
227112700,TBB,DRB
227340000,OTT,OTB
227483000,OTT,OTB
227474000,OTB,NO
250001702,GNS,OTM
227827000,OTB,OTT
227538000,OTB,OTM
227843000,PTM,OTT
250106580,OTB,GND
227844000,PTM,OTB
227354000,GNS,LLS
227320060,GTR,GNS
227857000,OTB,NO
227437000,OTB,DRB
227375000,OTB,OTT
227104900,TBB,DRB
250000399,OTM,NO
227319060,GTR,GNS
227317840,GTR,GNS
248000728,LLS,LLD
250001121,OTM,NO
227320310,GTR,FPO
227317830,GTR,GNS
227319170,GTR,GNS
227573000,GNS,GTR
227868000,OTB,OTM
227307000,OTB,OTM
227108400,OTB,DRB
227322270,OTB,GTR
227137600,OTB,DRB
226010000,OTB,DRB
227559000,OTB,OTM
227931000,PTM,SSC
227945000,OTB,DRB
227533000,OTB,OTM
227532000,GNS,LLS
227124600,OTB,TBB
227318920,OTB,OTM
227928000,OTB,PTM
227480000,OTB,PTM
227802000,OTB,NO
227641030,OTB,FPO
227322070,FPO,GTR
227808000,GTR,GNS
227118900,GTR,GNS
227317660,GTR,GNS
227520000,PTM,PTB
227938000,OTB,OTM
227317360,GTR,GNS
227648210,GTR,DRB
227559990,LLS,GNS
227313000,OTB,NO
227823000,OTB,OTM
250001911,OTB,NO
227909000,OTB,OTM
227344000,OTB,OTM
227425000,OTB,OTT
227376000,GNS,LLS
227525000,PS,GTR
227512000,GNS,LLS
227917000,GNS,LLS
227310000,OTB,PTM
227309000,PTB,PTM
227416000,OTB,PTM
227308000,OTB,SSC
227748550,GTR,LLS
227903000,OTB,OTM
227320160,GNS,FPO
227110900,OTB,DRB
227820000,FPO,PTM
227109900,OTB,OTM
227322630,GNS,GTR
227118700,OTM,OTB
227113400,OTB,TBB
227109100,DRB,OTB
250002475,OTB,NO
227570000,LNB,GTN
227806000,GTR,GNS
205161000,OTB,SSC
227320540,GNS,NO
250002872,GNS,GND
227317040,OTB,OTM
227346000,FPO,GNS
227316590,GNS,LLS
227301110,FPO,GTR
227592060,FPO,GNS
250000658,OTM,NO
227123700,PTM,PTB
227556000,LLS,LLD
227301390,OTB,DRB
227319260,GTR,GNS
227589000,OTB,PTM
227582000,OTB,PTM
227977000,GTR,GNS
227609410,LLS,GTR
227426000,GTR,GNS
227563620,GTR,FPO
227127200,GNS,FPO
227312440,GTR,GNS
227941000,OTB,NO
227113500,PTM,SSC
227319460,GTR,GNS
227951000,DRB,OTB
227952000,DRB,OTB
227936000,OTB,DRB
227940000,DRB,OTB
227311230,GTR,GNS
227320510,GTR,GNS
227317890,GTR,GNS
227320760,GTR,GNS
227311190,GTR,GNS
227594760,GTR,FPO
227922000,PTB,OTB
227317810,OTB,PTM
227825000,OTB,OTM
250000054,OTM,OTB
227652390,GTR,FPO
227311840,GTN,GNS
227136700,GTR,GNS
227635680,PS,NO
227303000,OTM,OTB
250001415,GNS,OTM
227597000,GTR,LLS
227316550,OTB,DRB
227635910,GNS,GTR
227590030,DRB,GNS
250000283,OTB,SSC
227323270,DRB,GNS
227519000,OTB,DRB
227590000,OTB,OTM
227430000,OTT,OTB
227486000,OTT,OTB
227468000,OTB,OTM
