mmsi,count
413462540,39136
413462560,34563
413462610,36083
413462620,17438
413462630,8328
413462670,11526
413462680,15428
413462690,27438
413462730,24544
413462750,61729
413462770,23306
413462780,27375
413462790,2223
413462880,6654
413462940,6365
413462970,4583
413463060,63086
413463070,4075
413463080,8736
413463090,21532
413463110,13220
413463140,14302
413463160,11947
413463170,5865
413463190,7425
413463220,16389
413463240,8603
413463250,6085
413463260,12697
413463270,18223
413463280,31946
413463290,8018
413463310,11654
413463320,18021
413463330,9043
413463340,4507
413463350,6393
413463370,3811
413463380,2247
413463410,2285
413463420,12166
413463450,28624
413463490,41759
413463540,11621
413463560,23516
413463563,17560
413463570,8279
413463590,38516
413463620,21825
413463630,60838
413463640,15171
413463650,17391
413463660,19762
413463670,8010
413463680,20848
413463690,16923
413463710,42687
413463720,12448
413463730,8548
413463750,25298
413463760,27696
413463770,15747
413463780,18366
413463790,24056
413463810,52420
413463880,66632
413463890,39554
413463910,3677
413463920,3547
413463930,5656
413463960,8945
413463980,18767
413463990,11632
413464000,57394
413464010,8356
413464020,39903
413464050,39049
413464070,9413
413464090,3981
413464110,26907
413464120,9337
413464130,80417
413464140,67489
413464190,66883
413464220,3689
413464230,3478
413464270,7440
413464280,38330
413464290,29796
413464310,66401
413464320,50190
413464330,7199
413464350,63184
413464360,48988
413464370,12297
413464380,57305
413464390,61856
413464410,3473
413464420,14393
413464430,34401
413464440,46390
413464450,47915
413464470,5320
413464480,41912
413464540,9879
413464560,41925
413464570,2022
413464588,6094
413464610,44228
413464620,52906
413464720,25875
413464760,49679
413464770,20406
413464780,14504
413464790,58577
413464810,75729
413464820,2875
413464850,77111
413464860,6524
413464870,56848
413464880,17884
413464890,8299
413464910,11389
413464920,57610
413464930,54797
413464940,23440
413464950,44419
413464960,3967
413464980,12606
413464990,68108
413465000,36860
413465010,64211
413465040,38856
413465060,46374
413465070,28505
413465080,96336
413465090,68724
413465110,50461
413465120,82381
413465130,76203
413465140,63850
413465150,40108
413465160,69787
413465170,6757
413465180,18599
413465240,41488
413465250,45903
413465280,15046
413465290,22146
413465310,58299
413465320,43089
413465330,57727
413465340,36400
413465350,2263
413465360,73267
413465410,88935
413465420,55986
413465430,28504
413465440,7237
413465450,36108
413465460,17322
413465470,6473
413465480,3292
413465490,45476
413465510,26042
413465520,96513
413465530,105446
413465550,7281
413465570,13619
413465580,53236
413465610,27422
413465620,51161
413465630,37488
413465670,40364
413465680,78699
413465690,27549
413465740,6232
413465765,2436
413465770,2676
413465780,26226
413465790,71221
413465810,13157
413465820,13409
413465830,16298
413465840,14034
413465850,14365
413465860,52312
413465870,2932
413465890,2174
413465910,36689
413465930,16220
413465940,65873
413465950,81755
413465970,10528
413465980,15035
413465990,15500
413466000,50555
413466010,5954
413466015,2140
413466027,2253
413466040,13926
413466060,17833
413466070,12436
413466080,20387
413466090,19012
413466110,34684
413466120,34797
413466130,2628
413466150,4609
413466210,6568
413466250,3683
413466270,5186
413466280,2729
413466340,2990
413466390,48684
413466410,48179
413466430,8082
413466470,26107
413466480,23345
413466510,8588
413466520,54880
413466560,35518
413466570,37868
413466610,43122
413466620,5223
413466630,23058
413466640,25001
413466710,2441
413466740,53582
413466770,26010
413466780,37876
413466790,16101
413466810,69778
413466830,20708
413466850,13466
413466860,30216
413466870,3683
413466880,39907
413466890,55347
413466910,57425
413466920,26066
413466930,74371
413466940,4837
413466960,12504
413466970,10659
413466980,2923
413466990,2563
413467010,7416
413467020,7157
413467040,19282
413467050,22474
413467060,34583
413467070,40953
413467080,46854
413467090,15829
413467110,2858
413467140,3207
413467147,5113
413467150,6668
413467170,11181
413467190,9517
413467210,38861
413467220,47504
413467230,13344
413467240,37285
413467250,25697
413467260,3532
413467270,39594
413467280,36918
413467290,6020
413467310,15345
413467320,28543
413467330,29332
413467340,10587
413467350,48733
413467360,35502
413467390,23741
413467410,43444
413467420,54959
413467430,14044
413467440,19856
413467450,13707
413467480,38125
413467490,9669
413467520,5260
413467530,5359
413467540,29493
413467550,58806
413467560,49989
413467570,79379
413467580,56122
413467590,15989
413467610,28849
413467630,21167
413467640,2892
413467650,7776
413467660,62133
413467680,35533
413467720,14962
413467730,27943
413467740,31204
413467750,4892
413467770,25772
413467780,22857
413467850,7789
413467870,5811
413467890,17970
413467910,58372
413467960,4289
413467970,34379
413467980,47681
413467990,2019
413468000,59919
413468010,5505
413468020,2778
413468060,11074
413468070,8173
413468090,4224
413468110,12126
413468120,5786
413468170,7184
413468180,27060
413468190,18325
413468210,35442
413468220,27047
413468230,31790
413468240,22982
413468250,51405
413468260,51800
413468270,30532
413468280,33386
413468290,21768
413468320,59113
413468330,6038
413468360,8957
413468380,27597
413468390,68222
413468410,16502
413468420,16405
413468430,23099
413468440,39677
413468460,75455
413468470,52335
413468520,18379
413468540,8413
413468560,6357
413468570,9358
413468580,77376
413468590,34211
413468610,40541
413468620,8841
413468630,40903
413468660,30671
413468670,17082
413468740,6728
413468760,54850
413468770,4275
413468780,6697
413468790,22883
413468820,22642
413468860,17426
413468870,7019
413468880,6854
413468890,2494
413468910,10450
413468920,3324
413468950,29322
413468960,43211
413468970,64483
413468980,39396
413468990,6265
413469000,54182
413469010,4256
413469040,9449
413469070,5717
413469090,23918
413469130,10043
413469140,60844
413469150,59410
413469160,42349
413469170,31261
413469180,30434
413469190,65122
413469210,29047
413469220,5481
413469250,5174
413469260,34429
413469280,4986
413469350,28150
413469370,3573
413469380,8957
413469410,2906
413469420,45460
413469430,36240
413469440,2572
413469460,20487
413469470,17530
413469480,28295
413469540,2262
413469590,6130
413469610,34857
413469630,16672
413469650,21466
413469660,52356
413469670,4326
413469680,6247
413469690,3929
413469710,3176
413469720,5304
413469730,2314
413469760,12939
413469770,30787
413469780,5093
413469790,25055
413469810,44383
413469820,36917
413469830,2006
413469840,14346
413469850,61630
413469860,91774
413469870,38689
413469930,2219
413469940,14712
413469970,5341
413469980,66513
413470000,40259
413470010,4538
413470020,30208
413470030,25392
413470040,20216
413470050,48598
413470080,8985
413470090,11032
413470110,6548
413470120,56707
413470130,21557
413470140,79989
413470150,36262
413470160,14941
413470190,7665
413470210,6335
413470240,6713
413470270,55807
413470290,38706
413470320,61444
413470340,37671
413470370,8169
413470380,2463
413470410,19861
413470420,16500
413470430,18821
413470440,15845
413470450,5170
413470480,2609
413470510,5486
413470530,47019
413470540,38102
413470550,54203
413470580,6764
413470590,2328
413470620,83627
413470630,46793
413470640,47563
413470660,29630
413470670,76987
413470680,19644
413470690,3667
413470710,9081
413470750,41100
413470760,42444
413470770,30048
413470780,54184
413470810,24269
413470820,7924
413470850,43264
413470920,95991
413470960,20239
413470980,65610
413471000,3978
413471010,30728
413471020,3912
413471030,94429
413471050,37609
413471080,14586
413471090,12783
413471110,8312
413471120,27211
413471130,49301
413471160,2712
413471170,5881
413471190,19387
413471210,11150
413471220,45644
413471240,68973
413471250,2146
413471280,4564
413471290,33215
413471310,8827
413471340,3845
413471350,4360
413471380,30998
413471390,2102
413471410,12442
413471420,23032
413471440,73545
413471480,28753
413471490,33272
413471520,58062
413471530,23512
413471550,3460
413471570,4932
413471580,4917
413471590,47548
413471610,6793
413471630,9888
413471670,64092
413471720,2197
413471740,69388
413471750,65731
413471780,35443
413471810,40518
413471840,17776
413471850,5781
413471870,84949
413471950,51875
413471960,71783
413471970,35431
413471980,41793
413472000,36064
413472010,44002
413472020,4014
413472040,15637
413472060,84799
413472070,79528
413472080,14275
413472110,13946
413472140,47863
413472160,17986
413472170,7921
413472180,3907
413472220,32254
413472230,6822
413472250,7062
413472260,19102
413472270,33499
413472280,23611
413472290,81748
413472310,76631
413472320,16054
413472330,2050
413472340,5354
413472360,51655
413472380,4216
413472390,2193
413472410,6835
413472430,4450
413472440,31342
413472460,18714
413472480,21959
413472580,27381
413472590,24812
413472610,92930
413472630,16978
413472650,48176
413472660,10784
413472670,36323
413472680,46043
413472690,23030
413472710,36016
413472730,20367
413472740,10503
413472770,29230
413472780,50918
413472790,20994
413472810,31621
413472830,23824
413472840,56084
413472850,22957
413472860,34176
413472870,25065
413472880,56416
413472890,49177
413472910,27807
413472930,26524
413472940,57185
413472950,8126
413472960,58873
413472970,4866
413472980,35136
413472990,27257
413473000,55893
413473010,74272
413473040,2597
413473050,3689
413473060,18853
413473110,82750
413473120,59735
413473130,4599
413473150,45109
413473160,50666
413473170,47198
413473180,91428
413473190,78389
413473210,99778
413473230,22493
413473240,9125
413473250,14740
413473260,7487
413473310,151214
413473320,45087
413473330,2324
413473350,32134
413473360,19670
413473370,20395
413473420,51353
413473430,55364
413473480,86467
413473510,13094
413473530,3257
413473540,49364
413473550,7072
413473560,28062
413473570,8989
413473610,55468
413473630,52507
413473640,22803
413473650,10020
413473660,58067
413473670,55531
413473680,41288
413473690,38820
413473710,7922
413473740,46359
413473780,10570
413473840,10540
413473890,73915
413473920,111665
413473930,47251
413473940,68776
413473950,25860
413473970,6161
413474000,13088
413474010,20874
413474020,16121
413474030,33297
413474150,27170
413474170,9454
413474180,28825
413474190,31778
413474210,4715
413474220,27721
413474240,5161
413474250,5240
413474270,35080
413474290,57855
413474350,53971
413474360,38666
413474370,57988
413474390,3566
413474420,2252
413474440,9129
413474460,5681
413474470,57209
413474520,61861
413474530,75596
413474540,79194
413474550,5958
413474560,11690
413474570,2843
413474580,6247
413474590,13958
413474610,7484
413474620,17969
413474690,58315
413474710,48834
413474770,6731
413474790,14339
413474810,2978
413474820,3260
413474840,28569
413474850,12688
413474860,31195
413474870,85009
413474910,2203
413474920,3847
413474930,50054
413474960,5405
413475030,25608
413475040,5552
413475060,2953
413475080,29133
413475090,7263
413475110,8538
413475120,7259
413475130,9357
413475140,30982
413475150,4311
413475210,2023
413475230,10819
413475240,21615
413475250,6384
413475260,53161
413475270,52202
413475280,82379
413475290,23502
413475310,5056
413475320,6335
413475330,23832
413475340,13642
413475350,23172
413475360,17452
413475380,13870
413475390,7752
413475410,21702
413475420,5401
413475440,7289
413475450,7383
413475460,4455
413475470,6842
413475480,2108
413475490,10341
413475520,78090
413475560,13785
413475570,7922
413475580,9012
413475590,21079
413475610,16908
413475640,34557
413475660,19008
413475680,2152
413475710,12001
413475720,14599
413475730,4990
413475750,6605
413475760,4444
413475790,9477
413475820,71062
413475830,2819
413475840,9791
413475850,5638
413475860,9995
413475940,6154
413475950,2584
413475960,7166
413475970,20351
413475980,32831
413475990,17158
413476000,60458
413476020,2608
413476030,3520
413476040,8703
413476050,3344
413476060,5813
413476070,8470
413476090,12854
413476110,11798
413476120,6720
413476140,28306
413476150,54896
413476160,10496
413476220,50523
413476230,5195
413476250,23522
413476260,83742
413476270,75337
413476280,3240
413476290,5903
413476310,8143
413476320,3168
413476330,7807
413476340,47065
413476350,47062
413476370,2190
413476380,43070
413476420,12559
413476430,11192
413476510,7620
413476520,5155
413476530,12351
413476540,11282
413476550,22676
413476570,15376
413476620,75041
413476630,7945
413476650,39279
413476680,72980
413476690,75591
413476720,4699
413476730,3171
413476740,5287
413476810,4681
413476820,15939
413476830,12482
413476840,5821
413476880,10505
413476960,37435
413476970,6184
413476980,7698
413477000,42415
413477010,11846
413477020,16133
413477030,20330
413477040,4673
413477050,3706
413477060,3909
413477090,16531
413477120,12876
413477140,6014
413477150,2871
413477160,7191
413477180,2202
413477190,15040
413477210,8217
413477230,83949
413477240,22063
413477250,3185
413477260,2398
413477340,59213
413477360,18092
413477380,15179
413477390,9759
413477410,43741
413477430,15389
413477440,4066
413477450,9408
413477460,7481
413477480,20681
413477490,51483
413477510,54033
413477520,5500
413477540,73659
413477570,25149
413477630,7222
413477640,8197
413477650,6084
413477660,4636
413477670,5927
413477680,4611
413477690,3115
413477720,11153
413477730,24667
413477740,51108
413477770,3192
413477777,5693
413477790,7649
413477810,17574
413477820,2502
413477830,11028
413477840,5238
413477860,11616
413477880,36547
413477910,17866
413477920,2209
413477960,11931
413477970,3103
413477980,5724
413477990,11254
413478000,55684
413478010,6764
413478020,2663
413478030,4331
413478040,7947
413478070,14791
413478120,10630
413478130,21092
413478140,15269
413478150,54458
413478160,33469
413478170,31735
413478210,7262
413478230,60156
413478240,66143
413478250,5502
413478280,3060
413478290,3339
413478310,3527
413478320,2808
413478330,88313
413478350,8994
413478370,10421
413478380,8881
413478390,5764
413478420,3361
413478430,6586
413478470,7577
413478480,5505
413478520,3072
413478540,6539
413478550,3185
413478560,9278
413478580,43231
413478620,21038
413478630,50150
413478660,41454
413478680,11117
413478720,32960
413478730,3561
413478770,23324
413478790,25122
413478810,2722
413478850,16667
413478860,21668
413478880,2773
413478910,2520
413478920,3144
413478930,6117
413478950,14157
413478960,8005
413478970,3331
413478980,5407
413478990,3312
413479000,51667
413479040,35975
413479050,31549
413479060,2815
413479080,34171
413479110,58811
413479120,88832
413479140,21911
413479150,30192
413479180,29133
413479240,8418
413479250,9563
413479260,3640
413479270,102038
413479280,46574
413479290,55051
413479310,24446
413479320,7450
413479350,32398
413479360,9347
413479380,44161
413479410,10451
413479420,35921
413479430,11098
413479440,4279
413479450,37318
413479460,18271
413479470,81638
413479480,51318
413479490,29289
413479510,2822
413479520,2863
413479540,6321
413479550,3513
413479560,2562
413479570,5166
413479580,9771
413479590,5088
413479610,2636
413479650,28010
413479660,44761
413479670,7760
413479690,47934
413479710,18653
413479720,5762
413479730,6267
413479740,3098
413479750,2788
413479760,12877
413479770,7776
413479780,10146
413479790,25925
413479810,3721
413479830,6289
413479840,8834
413479860,7040
413479910,24494
413479920,17643
413479940,2804
413479950,7877
413479960,4367
413479970,73776
413479990,3472
413480000,39934
413480010,6555
413480020,53312
413480040,15316
413480050,62092
413480060,26968
413480070,81474
413480080,43797
413480090,32696
413480110,52638
413480120,19170
413480140,7586
413480150,6637
413480170,3326
413480180,5654
413480190,34570
413480210,51884
413480270,33154
413480280,42219
413480310,47058
413480440,7943
413480450,9495
413480460,23313
413480470,24499
413480480,22477
413480490,6079
413480510,18520
413480520,43399
413480530,2943
413480540,2638
413480550,12479
413480570,8301
413480580,5487
413480590,2038
413480610,4305
413480630,20728
413480650,33971
413480660,78594
413480670,76336
413480680,38394
413480690,7660
413480710,4033
413480720,22893
413480730,6825
413480740,5873
413480750,46386
413480770,14177
413480780,25965
413480790,50692
413480810,9037
413480820,6559
413480840,48068
413480860,4515
413480880,6207
413480890,2599
413480910,23315
413480920,7659
413480930,28013
413480940,48048
413480960,8354
413480970,58433
413480980,101996
413481000,21614
413481020,17136
413481030,11882
413481050,3687
413481070,34723
413481080,9787
413481090,7089
413481120,24963
413481130,6219
413481140,20388
413481150,8648
413481160,77323
413481170,36233
413481240,25660
413481250,25320
413481290,4097
413481310,40653
413481350,3709
413481360,9663
413481390,3452
413481420,5219
413481430,5074
413481440,22918
413481450,50584
413481460,33253
413481470,16888
413481550,6236
413481560,5093
413481580,5351
413481590,4456
413481603,30754
413481610,2141
413481620,38525
413481630,4624
413481640,48090
413481660,34705
413481680,71901
413481720,14605
413481730,22276
413481830,7482
413481850,7926
413481870,13682
413481880,5402
413481910,4644
413481930,3233
413481980,33765
413482000,36223
413482050,48460
413482060,41013
413482070,2922
413482080,30749
413482110,78500
413482190,2205
413482210,4282
413482260,4744
413482280,29040
413482290,46718
413482310,26816
413482320,19685
413482330,3135
413482340,4991
413482350,3697
413482360,15454
413482370,13353
413482380,10131
413482390,20133
413482410,20192
413482420,38295
413482430,26229
413482440,19049
413482450,18648
413482470,6302
413482480,36894
413482490,2416
413482510,18156
413482530,45458
413482590,20540
413482640,2958
413482660,6716
413482690,2384
413482720,13878
413482730,28372
413482740,8228
413482750,12819
413482790,52897
413482810,9170
413482820,17873
413482840,5444
413482860,2397
413482870,2021
413482910,54317
413482930,13726
413482950,23795
413482960,30494
413482970,2492
413482980,26537
413482990,24875
413483000,12500
413483002,4831
413483020,30840
413483030,30369
413483040,30773
413483050,28000
413483090,52317
413483110,4306
413483140,27675
413483220,4282
413483260,59348
413483280,3255
413483290,6096
413483320,60989
413483430,26248
413483440,5807
413483450,33140
413483460,30260
413483510,5920
413483530,4618
413483560,3901
413483570,12247
413483590,23663
413483610,37812
413483650,3341
413483660,6743
413483670,4434
413483680,2475
413483750,20336
413483810,7873
413483840,2377
413483870,7517
413483880,17994
413483890,3744
413483910,8036
413483920,8190
413483940,4683
413483950,3144
413483960,16473
413484000,33420
413484030,4552
413484050,14319
413484160,13917
413484190,4442
413484230,7475
413484240,8642
413484630,20829
413484650,12307
413484680,2408
413484690,39318
413484710,31828
413484720,3210
413484730,6909
413484740,19910
413484760,3694
413484770,3826
413484790,7646
413484840,6440
413484870,5819
413484880,19004
413484890,23939
413484960,34144
413485000,33739
413485040,19497
413485050,29303
413485190,2769
413485440,2474
413485480,12151
413485540,3554
413485580,17008
413485620,6090
413485680,3427
413485690,2624
413485740,14816
413485770,6020
413485790,11341
413485890,6110
413485980,11052
413486000,12832
413486060,2241
413486110,21887
413486130,3570
413486160,17809
413486180,2656
413486210,11039
413486360,7259
413486380,3126
413486420,2623
413486620,2013
413486660,11260
413486890,5606
413486940,9684
413487000,16554
413487160,6951
413487234,5698
413487450,16951
413487710,2889
413487810,5798
413487820,9603
413487830,3856
413487890,7384
413487950,3197
413487970,5097
413488058,3572
413488080,2561
413488160,2087
413488180,2213
413488190,2677
413488260,4001
413488981,3034
413488999,2908
413489000,37288
413490000,37331
413491000,24355
413491689,2246
413494000,55305
413495000,17287
413496000,36064
413497000,52477
413498000,44504
413500000,53207
413500010,26997
413500030,15806
413500052,7372
413500055,4842
413500070,12511
413500080,3515
413500090,17758
413500110,35717
413500130,4830
413500160,61987
413500170,22281
413500180,27245
413500190,16108
413500220,49508
413500230,30682
413500260,34313
413500330,42756
413500340,39857
413500350,43023
413500360,57270
413500420,5233
413500430,14962
413500480,2685
413500490,50848
413500500,6334
413500530,39614
413500540,30693
413500560,19323
413500580,23481
413500588,2678
413500630,35853
413500640,26997
413500660,37829
413500670,30445
413500680,35516
413500690,50556
413500800,13680
413500810,20213
413500850,22380
413500870,5880
413500898,4324
413500940,7377
413500980,43417
413500988,18151
413500990,49485
413501020,51458
413501030,23021
413501040,38355
413501080,46848
413501090,10683
413501110,34414
413501130,36014
413501140,31422
413501150,36418
413501160,50450
413501180,3132
413501222,3406
413501230,12091
413501240,22286
413501280,36698
413501320,17856
413501350,5016
413501380,30881
413501410,52747
413501420,38865
413501510,26468
413501530,31324
413501560,26098
413501580,36445
413501590,52135
413501610,20571
413501630,12248
413501640,13067
413501650,24131
413501670,28682
413501680,16222
413501690,40862
413501710,3646
413501730,38614
413501740,16069
413501750,19112
413501770,2267
413501820,20494
413501840,10119
413501880,13929
413501920,12997
413501930,8081
413501950,3646
413501960,5032
413501970,37523
413501990,21796
413502000,37439
413502010,34337
413502030,14431
413502040,36304
413502050,11829
413502060,7195
413502070,37406
413502080,34982
413502090,42639
413502110,29162
413502118,2952
413502120,44994
413502130,38777
413502140,13668
413502150,7604
413502170,32300
413502210,3129
413502240,33673
413502260,9279
413502270,19008
413502280,4376
413502290,18981
413502320,49252
413502330,40278
413502380,15973
413502420,37357
413502440,41787
413502460,50506
413502470,7762
413502480,3088
413502510,3493
413502520,20575
413502540,11226
413502550,6504
413502580,41011
413502610,5411
413502630,8871
413502640,11997
413502660,15456
413502670,6388
413502680,3985
413502688,3679
413502690,22189
413502710,7936
413502730,14561
413502750,30604
413502760,3779
413502770,14639
413502790,25310
413502810,15696
413502820,9098
413502848,7023
413502850,13570
413502920,9875
413502940,3878
413502950,5039
413502990,2253
413503050,48362
413503070,5886
413503120,14838
413503190,16276
413503320,8637
413503330,29252
413503350,2443
413503360,55241
413503390,34961
413503410,29111
413503420,19981
413503430,18644
413503440,47526
413503450,32036
413503460,55162
413503470,24188
413503480,20042
413503503,24711
413503510,7770
413503520,44813
413503530,10199
413503550,53391
413503560,24452
413503570,8110
413503620,18327
413503680,16535
413503690,28173
413503720,54219
413503740,5995
413503750,14141
413503770,60801
413503780,42230
413503810,65703
413503830,27650
413503840,91827
413503850,4579
413503860,2320
413503920,41760
413503960,65414
413503970,18937
413503980,25258
413504010,93312
413504030,10514
413504060,5455
413504070,27925
413504080,8680
413504090,17557
413504110,4528
413504150,67322
413504160,51922
413504170,32351
413504220,43519
413504230,21668
413504240,12042
413504250,25204
413504260,35484
413504270,26766
413504280,18284
413504290,17586
413504310,23877
413504340,3675
413504360,7349
413504380,18984
413504390,5338
413504410,18244
413504430,15768
413504440,12169
413504460,21560
413504470,7590
413504480,34182
413504490,18950
413504510,22664
413504520,15182
413504539,3291
413504570,17017
413504620,29963
413504630,23182
413504640,7885
413504650,12797
413504660,44948
413504690,4840
413504710,16629
413504720,62903
413504730,27619
413504780,25293
413504790,28589
413504810,20965
413504830,15971
413504840,20784
413504850,10675
413504860,7876
413504870,5895
413504910,12862
413504920,11881
413504930,15339
413504950,11196
413504960,7111
413504970,3584
413504980,19222
413505011,11310
413505020,9927
413505050,24394
413505070,7111
413505080,12566
413505090,15697
413505140,19573
413505220,65555
413505250,41450
413505270,92766
413505280,19350
413505290,11007
413505300,20225
413505310,9594
413505320,24859
413505330,38631
413505340,37581
413505350,5597
413505370,3998
413505390,7533
413505420,2271
413505440,45964
413505460,12537
413505470,8797
413505480,26116
413505490,7456
413505510,51573
413505520,28546
413505530,5431
413505560,12691
413505570,16977
413505590,6729
413505610,6682
413505620,5437
413505630,2067
413505640,2366
413505650,45988
413505660,36944
413505670,46827
413505680,39093
413505740,26991
413505750,49326
413505760,22234
413505770,24509
413505810,35874
413505820,5147
413505830,73584
413505850,9435
413505920,37390
413505930,38390
413505940,55855
413505950,24820
413505960,3074
413505980,33228
413505990,4466
413506020,31383
413506030,19516
413506040,6374
413506050,4511
413506060,35985
413506070,13147
413506080,45093
413506090,59601
413506110,18208
413506130,3541
413506140,23002
413506150,61308
413506160,62823
413506170,3288
413506180,44250
413506190,83372
413506210,95185
413506230,15101
413506260,3321
413506270,8339
413506320,21144
413506330,14664
413506370,3291
413506380,76758
413506410,5252
413506420,19993
413506440,4097
413506480,41054
413506490,38350
413506510,19614
413506530,20634
413506540,29149
413506550,20933
413506560,76256
413506580,11701
413506590,50467
413506620,4954
413506660,39293
413506670,27287
413506690,33086
413506710,45683
413506720,10964
413506730,62445
413506740,35191
413506750,52924
413506769,36755
413506770,19627
413506780,32169
413506790,27686
413506810,30259
413506820,50009
413506840,47261
413506860,99005
413506870,95692
413506880,32543
413506890,42138
413506910,59312
413506930,24287
413506940,43789
413506960,12708
413506970,4383
413506980,3573
413506990,23599
413507000,33079
413507010,20177
413507020,17078
413507030,33860
413507050,30658
413507070,50064
413507080,56379
413507110,21817
413507120,37672
413507130,70195
413507160,65608
413507170,18831
413507180,50141
413507210,20801
413507220,38255
413507260,64525
413507270,35085
413507280,13258
413507290,7898
413507310,13971
413507330,14933
413507370,21562
413507380,11040
413507410,4262
413507420,63737
413507430,23679
413507470,96426
413507480,36265
413507490,2540
413507510,19011
413507520,22082
413507530,37409
413507540,44294
413507550,48280
413507580,2606
413507630,42402
413507640,56469
413507656,2334
413507660,37657
413507690,51342
413507710,19673
413507720,2979
413507770,3711
413507790,128119
413507810,139122
413507860,4035
413507890,4462
413507920,3970
413507940,11365
413507960,9707
413507970,10430
413507990,3377
413508000,45705
413508010,7480
413508070,3424
413508101,2947
413508120,32638
413508150,52021
413508160,26143
413508170,38342
413508190,8079
413508210,4492
413508220,30066
413508230,5195
413508240,6972
413508250,25755
413508260,8550
413508270,2556
413508280,10951
413508290,3863
413508310,4604
413508320,6107
413508370,2419
413508380,3742
413508410,59634
413508420,14183
413508460,43823
413508470,21710
413508490,9475
413508530,4842
413508550,8692
413508560,2540
413508580,3920
413508590,3745
413508610,6763
413508620,5953
413508670,2205
413508710,4931
413508750,2190
413508780,4309
413508790,9618
413508840,3007
413508930,4629
413508970,2179
413508980,3257
413509000,61824
413509080,7313
413509130,2746
413509240,3995
413509876,17774
413510000,59551
413510450,7832
413511000,49028
413512213,3290
413514000,36732
413515000,59576
413517000,56731
413517286,31536
413518906,5128
413520000,67925
413520020,3781
413520060,33961
413520070,5030
413520076,2123
413520078,2325
413520120,8936
413520170,38179
413520220,35273
413520250,28987
413520260,43459
413520280,18693
413520330,3541
413520340,34912
413520360,16325
413520380,29563
413520420,47896
413520440,11730
413520450,6652
413520460,6949
413520470,19093
413520560,4978
413520565,17291
413520650,6789
413520660,15564
413520670,16711
413520680,4629
413520710,9682
413520730,4741
413520752,9289
413520780,14575
413520790,6524
413520840,49029
413520850,17248
413520860,7687
413520880,32450
413520890,22966
413520910,8886
413520930,12191
413520970,20986
413520976,3663
413521000,52001
413521004,2578
413521050,3982
413521080,45862
413521110,23153
413521120,41614
413521122,3296
413521140,54993
413521220,5973
413521230,35470
413521232,3065
413521240,4928
413521244,5488
413521250,8661
413521260,5444
413521270,13714
413521310,41126
413521360,20290
413521370,41535
413521380,24445
413521421,2422
413521430,5448
413521440,7887
413521490,24209
413521550,70791
413521555,2893
413521610,37930
413521620,42890
413521630,53533
413521670,2476
413521680,20937
413521690,68443
413521730,2907
413521740,2996
413521750,2360
413521766,39855
413521770,25652
413521782,2699
413521790,32564
413521830,2828
413521840,3280
413521880,13050
413521890,9462
413521910,9980
413521950,8700
413521960,13200
413521990,4813
413522000,45846
413522030,2106
413522031,6117
413522050,32027
413522060,58758
413522080,40284
413522110,44438
413522120,36196
413522130,10823
413522220,44644
413522250,44004
413522340,51168
413522360,46400
413522390,36255
413522480,44491
413522490,10096
413522510,8190
413522520,4215
413522630,63246
413522690,6236
413522750,51442
413522880,46077
413522960,9294
413523000,52639
413523110,2024
413523111,2015
413523150,74902
413523160,60612
413523170,73999
413523180,57078
413523190,50093
413523210,56439
413523220,59966
413523230,66178
413523240,63809
413523320,27695
413523341,2326
413523430,59103
413523456,29280
413523520,15379
413523530,19657
413523680,2153
413523690,65807
413523780,16190
413523840,39080
413523880,36297
413523980,53883
413523990,52923
413524010,58829
413524040,58600
413524070,3392
413524110,5394
413524120,53054
413524140,14785
413524230,28220
413524260,36444
413524270,30042
413524280,81735
413524290,80167
413524320,5014
413524360,58928
413524380,5380
413524390,9327
413524420,63419
413524440,79088
413524450,82922
413524460,28217
413524470,46371
413524750,38506
413524760,19039
413524780,16385
413524850,16428
413524970,23591
413525050,7556
413525060,8042
413525120,2617
413525180,12310
413525540,6475
413525617,3455
413525699,11343
413526000,51660
413526328,3082
413527000,23660
413527500,10963
413528868,3173
413530920,2885
413531000,31819
413532000,59179
413532143,3036
413533000,46855
413534000,48556
413535000,36249
413535632,8008
413536258,9209
413537000,39160
413538238,3897
413540111,6797
413540920,2939
413541000,17264
413541121,11607
413541222,5238
413541233,2908
413542000,12896
413542111,5569
413542121,6625
413542229,2547
413543000,37198
413543073,2064
413543212,2082
413543751,29004
413543760,4486
413544000,27350
413544112,6004
413545000,60421
413545555,15803
413545647,4534
413545895,5991
413546000,48960
413546669,16047
413546700,13376
413546765,3796
413547000,25128
413547215,2113
413547811,5184
413548000,32021
413548461,2402
413548748,4232
413548790,58433
413548951,5061
413549400,3143
413549450,6115
413549721,4080
413549820,2409
413550000,20616
413550007,5565
413550020,39289
413550060,2596
413550070,6397
413550080,46003
413550120,48277
413550130,36248
413550150,28155
413550160,19358
413550170,52818
413550190,30199
413550210,42028
413550220,48328
413550260,4112
413550270,13956
413550280,12417
413550290,23555
413550330,95123
413550350,2541
413550360,9550
413550390,5513
413550460,8825
413550470,2481
413550480,3277
413550490,36123
413550510,20010
413550550,4307
413550560,26246
413550570,44776
413550580,26792
413550630,22652
413550640,19075
413550650,35828
413550670,33733
413550680,15892
413550690,42405
413550710,13491
413550720,38304
413550730,39466
413550740,38995
413550760,14284
413550761,13764
413550766,3364
413550780,40572
413550790,26687
413550810,52429
413550820,9373
413550830,14405
413550833,3246
