MMSI,Call sign,Selective call number,Name of station,Administration/ Geographical area,Lifeboats,Auxiliary installations (EPIRBs),General classification,Individual classification,Registration number,Gross tonnage,Capacity of persons on board,Telegraph transmission frequency bands,Telegraph transmission frequency bands 2,Accounting Authority Identification Code (AAIC)
205855500,OS8555,,PASSION,BEL,,,PL,XXX,A736827,,,,V,
205855510,OR8555,,PANCHITO II,BEL,,,PL,XXX,Z790220,9,8,,V,
205855610,OR8556,,LA FRITE,BEL,,,PL,XXX,Z790204,"0,8",8,,V,
205855710,OR8557,,OKEANOS,BEL,,,PL,XXX,Z790140,8,8,,V,
205855800,OS8558,,BULLSHIT,BEL,,,PL,XXX,A772172,6,,,V,
205855810,OR8558,,DOLCE VITA,BEL,,,PL,XXX,Z791285,"6,8",8,,V,
205855910,OR8559,,REDCAT,BEL,,,PL,XXX,Z791118,20,8,,V,
205856010,OR8560,,PIKIK,BEL,,,PL,XXX,Z791025,9,8,,V,
205856110,OR8561,,THE SPY,BEL,,,PL,XXX,Z791073,3,8,,V,
205856210,OR8562,,WAVEBUSTER,BEL,,,PL,XXX,A788232,"3,65",5,,V,
205856310,OR8563,,BASCONES TRES,BEL,,,PL,XXX,L790619,,12,,V,
205856400,OS8564,,DIJABRINGABEERALONG,BEL,,,PL,XXX,G754690,"5,2",9,,V,
205856410,OR8564,,TXINJO,BEL,,,PL,XXX,L790687,,6,,V,
205856500,OS8565,,DADY,BEL,,,PL,XXX,B110304,,,,V,
205856510,OR8565,,CHARLOTTE,BEL,1,,PL,XXX,B791521,8,12,,V,
205856600,OS8566,,YESS,BEL,,,PL,XXX,A715107,,,,V,
205856610,OR8566,,BRENT,BEL,,,PL,XXX,B791376,,,,V,
205856700,OS8567,,ISARNO,BEL,,,PL,XXX,K775175,132,,,V,
205856710,OR8567,,VRIJHEID,BEL,,,PL,XXX,K790584,30,,,V,
205856810,OR8568,,BRAMBO,BEL,,,PL,XXX,K791183,1.8,6,,V,
205856900,OS8569,,BABOUN,BEL,,,PL,XXX,B735636,,,,V,
205856910,OR8569,,XUXA,BEL,,,PL,XXX,K791099,"7,2",8,,V,
205857010,OR8570,,FLAMER,BEL,1,,PL,XXX,B791084,"8,80",10,,V,
205857100,OS8571,,ROSE DES VENTS,BEL,,,PL,XXX,B728358,13,8,,V,
205857110,OR8571,,SISE,BEL,,,PL,XXX,B790296,11,,,V,
205857200,OS8572,,LUSKE,BEL,1,,PL,XXX,A742912,8,6,,V,
205857210,OR8572,,CHE,BEL,,,PL,XXX,G785618,,6,,V,
205857310,OR8573,,LA VIDA LOCA,BEL,,,PL,XXX,A789186,"5,500",8,,V,
205857400,OS8574,,LEONA,BEL,,,PL,XXX,K779399,2.5,,,V,
205857410,OR8574,,TORTUGA,BEL,,,PL,XXX,,7,,,V,
205857500,OS8575,,BON VIVANT,BEL,,,PL,XXX,A728282,17,,,V,
205857510,OR8575,,SUZY Q,BEL,1,,PL,XXX,Z790652,"2,8",6,,V,
205857610,OR8576,,DANCE ME,BEL,1,,PL,XXX,A791304,"4,500",6,,V,
205857700,OS8577,,ELOBAS,BEL,1,,PL,XXX,A781263,"3,6",6,,V,
205857800,OS8578,,POSEIDON,BEL,,,PL,XXX,G760067,6,6,,V,
205857810,OR8578,,VERATELLA,BEL,,,PL,XXX,Z785953,10,8,,V,
205857910,OR8579,,JUKSEL,BEL,1,,PL,XXX,A790627,6,8,,V,
205858010,OR8580,,BLACK DOG,BEL,,,PL,XXX,B790604,"2,5",6,,V,
205858100,OS8581,,SOULACE,BEL,,,PL,XXX,A756886,8,8,,V,BE01
205858110,OR8581,,CALYPSO,BEL,,,PL,XXX,G787255,"1,500",6,,V,
205858200,OS8582,,MICROBE,BEL,,,PL,XXX,K763854,10,20,,V,
205858210,OR8582,,HET GELE TEKEN,BEL,,,PL,XXX,A790791,"0,690",8,,V,
205858300,OS8583,,MARGO,BEL,,,PL,XXX,B802315,9,,,V,BE01
205858310,OR8583,,DOUBLE D,BEL,,,PL,XXX,A789971,3,3,,V,
205858400,OS8584,,VOGUEUR,BEL,1,,PL,XXX,B789421,"12,5",10,,V,BE01
205858410,OR8584,,OCEAN FLYER,BEL,1,,PL,XXX,G790377,9,6,,V,
205858500,OS8585,,AISLING,BEL,,,PL,XXX,A721224,,,,V,
205858510,OR8585,,CASA TOMED,BEL,,,PL,XXX,G786171,"3,328",8,,V,
205858610,OR8586,,RAPUZEL,BEL,1,,PL,XXX,G807432,,12,,V,
205858710,OR8587,,YAM II,BEL,,,PL,XXX,G775501,1,12,,V,
205858810,OR8588,,CHAREL,BEL,,,PL,XXX,A786228,"0,750",,,V,
205858910,OR8589,,ORION,BEL,,,PL,XXX,G791014,6,9,,V,
205859010,OR8590,,JUNIOR,BEL,,,PL,XXX,G791105,3,8,,V,
205859110,OR8591,,TRITON 3,BEL,,,PL,XXX,G790661,"1,130",,,V,
205859210,OR8592,,ZAGOD II,BEL,,,PL,XXX,G790207,,8,,V,
205859310,OR8593,,BLACK RUBY,BEL,,,PL,XXX,G804193,2.45,8,,V,
205859400,OS8594,,CARPE DIEM,BEL,,,PL,XXX,A730513,"4,5",7,,V,BE01
205859410,OR8594,,ARTE,BEL,,,PL,XXX,G790950,"7,5",8,,V,
205859510,OR8595,,TI PUNCH,BEL,1,,PL,XXX,B805379,"3,430",6,,V,
205859600,OS8596,,DEN DEUGENIET,BEL,,,PL,XXX,A733058,,,,V,
205859610,OR8596,,ZIPHIUS,BEL,,,PL,XXX,K791286,"5,2",8,,V,
205859700,OS8597,,DIRDAN,BEL,,,PL,XXX,A735082,4,,,V,
205859710,OR8597,,ALETIS,BEL,,,PL,XXX,K791295,"3,5",5,,V,
205859800,OS8598,,FREEDOM,BEL,,,PL,XXX,B736457,,,,V,
205859810,OR8598,,PASSAT,BEL,,,PL,XXX,L789694,,,,V,
205859910,OR8599,,ICH BIN’S,BEL,1,,PL,XXX,B790516,"5,62",6,,V,
205860110,OR8601,,POLLUX,BEL,1,,PL,XXX,K791422,,2,,V,
205860200,OS8602,,DITO,BEL,,,PL,XXX,A743117,"4,6",,,V,
205860210,OR8602,,CESAR,BEL,,,PL,XXX,B785053,"0,480",10,,V,
205860310,OR8603,,BALDR,BEL,,,PL,XXX,B791505,"4,5",,,V,
205860410,OR8604,,MISS DOCKSY,BEL,,,PL,XXX,K790789,14,,,V,
205860510,OR8605,,COQUILLES,BEL,,,PL,XXX,A789576,"2,389",,,V,
205860610,OR8606,,MALUGIOYLE,BEL,1,,PL,XXX,B790372,,8,,V,
205860700,OS8607,,SKY LINE,BEL,,,PL,XXX,A705793,,,,V,
205860710,OR8607,,MONTANES,BEL,1,,PL,XXX,B806637,"5,7",8,,V,
205860800,OS8608,,SHE TWINS,BEL,,,PL,XXX,K782968,,,,V,
205860810,OR8608,,LINA,BEL,,,PL,XXX,B783963,,,,V,
205860910,OR8609,,BALAKA,BEL,,,PL,XXX,B789245,,,,V,
205861010,OR8610,,SAVANNAH,BEL,,,PL,XXX,B777400,4,6,,V,
205861020,OS8610,,BLAUWE DOLFIJN II,BEL,2,,PL,XXX,B722606,15,,,V,
205861100,OS8611,,NEMO,BEL,,,PL,XXX,K741703,,,,V,
205861110,OR8611,,KARIN’A,BEL,1,,PL,XXX,B776957,"2,98",5,,V,
205861210,OR8612,,LIBELLULE 5,BEL,1,,PL,XXX,B789248,,6,,V,
205861310,OR8613,,GINA II,BEL,,,PL,XXX,B790089,"4,69",5,,V,
205861410,OR8614,,AINEZ,BEL,1,,PL,XXX,B763957,"28,28",16,,V,
205861500,OS8615,,FREEDOM III,BEL,,,PL,XXX,K737228,3,,,V,
205861510,OR8615,,LINDA,BEL,1,,PL,XXX,B791165,"8,64",6,,V,
205861600,OS8616,,TANGARA,BEL,,,PL,XXX,B726144,6,,,V,
205861610,OR8616,,ESCAPADE,BEL,1,,PL,XXX,B783537,,12,,V,
205861710,OR8617,,MARTINA III,BEL,,,PL,XXX,B789774,,8,,V,
205861810,OR8618,,GAIA,BEL,,,PL,XXX,B790793,7,8,,V,
205861910,OR8619,,ST AMOUR,BEL,,,PL,XXX,B785391,30,6,,V,
205862010,OR8620,,MAKOKI,BEL,,,PL,XXX,B790272,"15,72",6,,V,
205862110,OR8621,,SPARFELL,BEL,,,PL,XXX,B787521,3,8,,V,
205862200,OS8622,,VISAREND,BEL,,,PL,XXX,A742097,7,,,V,BE01
205862210,OR8622,,BRIGANT,BEL,,,PL,XXX,B788783,"10,19",8,,V,
205862300,OS8623,,TOO COOL II,BEL,,,PL,XXX,B743591,1,,,V,
205862400,OS8624,,ODIN,BEL,,,PL,XXX,Z801820,30,6,,V,
205862410,OR8624,,EL NINO IV,BEL,,,PL,XXX,L790621,,10,,V,
205862500,OS8625,,LE NAVIBEL,BEL,,,PL,XXX,BC734784,3,12,,V,
205862510,OR8625,,SLOEBER,BEL,,,PL,XXX,K786546,2,6,,V,
205862600,OS8626,,GLORIA,BEL,,,PL,XXX,B66679,"5,5",7,,V,BE01
205862610,OR8626,,LA THISANDRE,BEL,,,PL,XXX,B785462,9,,,V,
205862710,OR8627,,FENNA,BEL,,,PL,XXX,G791345,"6,530",,,V,
205862800,OS8628,,SOMBRA,BEL,,,PL,XXX,K768143,3,2,,V,
205862810,OR8628,,COURAGE,BEL,,,PL,XXX,B790766,6,8,,V,
205862910,OR8629,,TWELVE,BEL,,,PL,XXX,G789607,7,,,V,
205863010,OR8630,,BONNY BLUE,BEL,,,PL,XXX,Z790931,"6,9",8,,V,
205863100,OS8631,,SALAMANDER,BEL,,,PL,XXX,A764107,8,,,V,
205863110,OR8631,,CALYXA,BEL,,,PL,XXX,Z791462,"6,5",5,,V,
205863210,OR8632,,NOTRE DAME DE LA GARDE,BEL,,,PL,XXX,Z791468,"1,2",8,,V,
205863310,OR8633,,JOX,BEL,,,PL,XXX,Z791387,,8,,V,
205863400,OS8634,,BIG GAME,BEL,,,PL,XXX,K727317,10,6,,V,BE01
205863410,OR8634,,VOLUPIA,BEL,,,PL,XXX,K774184,"2,5",,,V,
205863510,OR8635,,JASHA,BEL,,,PL,XXX,K791690,"2,640",4,,V,
205863600,OS8636,,VAGANT,BEL,1,,PL,XXX,K722306,4,4,,V,
205863610,OR8636,,BABAU3,BEL,,,PL,XXX,B788848,"11,10",10,,V,
205863700,OS8637,,JANNILDE,BEL,,,PL,XXX,G733358,,6,,V,
205863710,OR8637,,TIOT III,BEL,,,PL,XXX,L778522,"1,9",6,,V,
205863810,OR8638,,EL BAGAHLLAH,BEL,,,PL,XXX,B791235,,,,V,
205863900,OS8639,,ENJOY,BEL,1,,PL,XXX,A750043,,8,,V,
205863910,OR8639,,SOREJANA II,BEL,1,,PL,XXX,B791081,"18,92",12,,V,
205864010,OR8640,,ROMALYNE,BEL,,,PL,XXX,B789953,1,10,,V,
205864110,OR8641,,ISIS,BEL,,,PL,XXX,B02554,5,,,V,
205864210,OR8642,,PATHY,BEL,,,PL,XXX,B790485,7,10,,V,
205864300,OS8643,,HERMANUS,BEL,,,PL,XXX,B730928,,6,,V,
205864310,OR8643,,IKEWA,BEL,,,PL,XXX,L791451,"7,7",10,,V,
205864410,OR8644,,NEFERTITI,BEL,1,,PL,XXX,B790393,,6,,V,
205864510,OR8645,,TXINIJO,BEL,,,PL,XXX,L790687,,6,,V,
205864600,OS8646,,FANTASTICO,BEL,,,PL,XXX,A736388,"4,5",,,V,
205864610,OR8646,,TIBURON,BEL,,,PL,XXX,B791778,,8,,V,
205864700,OS8647,,CORLEAN,BEL,,,PL,XXX,A717892,8,,,V,
205864710,OR8647,,REALITY,BEL,,,PL,XXX,L760688,9,6,,V,
205864800,OS8648,,DIVA,BEL,,,PL,XXX,B732312,,,,V,
205864810,OR8648,,BRISE-LARMES,BEL,,,PL,XXX,Z791888,"5,500",1,,V,
205864900,OS8649,,BALOU,BEL,,,PL,XXX,B110252,,,,V,
205864910,OR8649,,FENONA,BEL,,,PL,XXX,K791568,"2,2",,,V,
205865010,OR8650,,BINGO,BEL,,,PL,XXX,B786120,,4,,V,
205865100,OS8651,,JACQUELINE-DENISE,BEL,1,,PL,XXX,K744444,18,12,,V,
205865110,OR8651,,TRAMP-ASSIA,BEL,1,,PL,XXX,K788609,"5,93",5,,V,
205865200,OS8652,,LA PIOVRA,BEL,,,PL,XXX,A729961,,,,V,
205865210,OR8652,,BABA COOL,BEL,1,,PL,XXX,K790113,10,8,,V,
205865300,OS8653,,ZOLA,BEL,,,PL,XXX,K756195,1.5,5,,V,
205865310,OR8653,,PLANKZEIL,BEL,1,,PL,XXX,K792005,7,8,,V,
205865410,OR8654,,TATIHOU,BEL,1,,PL,XXX,B791891,"5,713",7,,V,
205865500,OS8655,,GARUDA,BEL,1,,PL,XXX,A755760,"3,5",7,,V,
205865510,OR8655,,TRUUS,BEL,,,PL,XXX,G791929,12,4,,V,
205865610,OR8656,,SCHERZO,BEL,,,PL,XXX,B791204,8,,,V,
205865710,OR8657,,BARCO,BEL,,,PL,XXX,B64987,,4,,V,
205865810,OR8658,,NO FEAR,BEL,,,PL,XXX,B787905,5,5,,V,
205865900,OS8659,,NINIX,BEL,,,PL,XXX,K724889,3,7,,V,BE07
205865910,OR8659,,CORONE,BEL,1,,PL,XXX,G791918,17,6,,V,
205866010,OR8660,,PALOMINO,BEL,,,PL,XXX,L781193,11,7,,V,
205866110,OR8661,,BLUE OCEAN,BEL,1,,PL,XXX,K792118,12,14,,V,
205866210,OR8662,,NASTER,BEL,1,,PL,XXX,Z792034,"5,6",6,,V,
205866300,OS8663,,SCHEDAR,BEL,,,PL,XXX,K742702,,,,V,
205866310,OR8663,,NAVIGARE,BEL,,,PL,XXX,G791677,7,8,,V,
205866410,OR8664,,EL TIBURON,BEL,1,,PL,XXX,B792173,"4,5",6,,V,
205866510,OR8665,,DOS MAS DOS,BEL,,,PL,XXX,B791463,,8,,V,
205866600,OS8666,,GARNIER,BEL,,,PL,XXX,B724585,8,,,V,
205866610,OR8666,,L’ESCAPADE,BEL,,,PL,XXX,L791404,"0,670",5,,V,
205866710,OR8667,,FINALLY,BEL,1,,PL,XXX,G792187,,6,,V,
205866810,OR8668,,ALTEA,BEL,,,PL,XXX,K763628,1,8,,V,
205867010,OR8670,,NORTHERN LIGHTS,BEL,,,PL,XXX,B791686,"20,82",,,V,
205867100,OS8671,,LUCIA,BEL,,,PL,XXX,A755234,,,,V,BE01
205867110,OR8671,,MARPIRAO,BEL,1,,PL,XXX,B791448,12,10,,V,
205867200,OS8672,,ABBYSS,BEL,,,PL,XXX,B743062,,5,,V,
205867210,OR8672,,OCEANUS,BEL,1,,PL,XXX,B788558,,12,,V,
205867300,OS8673,,SEMPER FI,BEL,,,PL,XXX,K788973,"2,5",7,,V,
205867310,OR8673,,JOFRA,BEL,,,PL,XXX,BC786997,"2,7",4,,V,
205867410,OR8674,,MATELANO,BEL,,,PL,XXX,G791767,"2,300",3,,V,
205867500,OS8675,,BAGWAN,BEL,,,PL,XXX,A712946,,,,V,
205867510,OR8675,,LIBERTA BOOM,BEL,7,,PL,XXX,L791751,9,7,,V,
205867600,OS8676,,TENACE,BEL,1,,PL,XXX,A755312,11,6,,V,
205867610,OR8676,,OCHUN,BEL,,,PL,XXX,L792229,,10,,V,
205867710,OR8677,,WIZ,BEL,,,PL,XXX,A763774,2.36,,,V,
205867810,OR8678,,SIROCO,BEL,,,PL,XXX,L792231,,,,V,
205867900,OS8679,,DONARTWO,BEL,,,PL,XXX,A785502,,8,,V,
205867910,OR8679,,DE BOOTBOZZEN,BEL,,,PL,XXX,K790092,2,7,,V,
205868000,OS8680,,MOECA IX,BEL,1,,PL,XXX,B727921,,7,,V,
205868010,OR8680,,PEARL,BEL,1,,PL,XXX,B779952,7,6,,V,
205868100,OS8681,,ANDALUSIA,BEL,1,,PL,XXX,K745406,12,10,,V,
205868110,OR8681,,BAUXA,BEL,1,,PL,XXX,B788437,5,6,,V,
205868210,OR8682,,HADOCK,BEL,,,PL,XXX,L791734,"2,300",,,V,
205868310,OR8683,,PAMALITA OF AVON,BEL,,,PL,XXX,B791688,"8,72",,,V,
205868410,OR8684,,IL PRIMO,BEL,,,PL,XXX,Z776885,"8,77",,,V,
205868500,OS8685,,EVY-MATEO,BEL,,,PL,XXX,Z760011,,,,V,BE01
205868510,OR8685,,CARANTITO,BEL,1,,PL,XXX,K792271,10,5,,V,
205868610,OR8686,,STANS,BEL,,,PL,XXX,K788627,,4,,V,
205868700,OS8687,,FARANDOLE,BEL,,,PL,XXX,L761607,8,8,,V,
205868710,OR8687,,EXCALIBUR,BEL,,,PL,XXX,B791861,,6,,V,
205868810,OR8688,,INFINITY,BEL,,,PL,XXX,Z791349,5,8,,V,
205868910,OR8689,,OREXIS,BEL,,,PL,XXX,Z792099,6,8,,V,
205869010,OR8690,,IGNOBILIS,BEL,,,PL,XXX,Z792227,"0,5",8,,V,
205869110,OR8691,,JACK & RUSSEL,BEL,,,PL,XXX,Z792065,,8,,V,
205869200,OS8692,,MARIOS,BEL,,,PL,XXX,K725623,7,10,,V,
205869210,OR8692,,GIAMPY DA MORIRE,BEL,,,PL,XXX,Z792074,,8,,V,
205869300,OS8693,,WIND,BEL,,,PL,XXX,A743810,,6,,V,
205869310,OR8693,,GANDALF,BEL,,,PL,XXX,Z792106,3,8,,V,
205869410,OR8694,,DEEP,BEL,,,PL,XXX,Z792194,,8,,V,
205869510,OR8695,,LE ROITELET D’EDEN,BEL,,,PL,XXX,Z792220,6,8,,V,
205869610,OR8696,,SAM,BEL,,,PL,XXX,K792014,5,,,V,
205869700,OS8697,,HERA,BEL,6,,PL,XXX,A760467,30,,,V,
205869710,OR8697,,DANISCH BLUE,BEL,,,PL,XXX,B792199,"3,6",5,,V,
205869810,OR8698,,OBI WAN,BEL,1,,PL,XXX,G792226,10,8,,V,
205869900,OS8699,,GERONIKA,BEL,1,,PL,XXX,B61056,18,6,,V,
205869910,OR8699,,PATRIZIA,BEL,1,,PL,XXX,B790088,"8,3",8,,V,
205870010,OR8700,,AMADIS DE GAULA,BEL,1,,PL,XXX,B791728,4,8,,V,
205870100,OS8701,,TYBO 2,BEL,,,PL,XXX,BC734491,8,,,V,
205870110,OR8701,,MIRAGE,BEL,,,PL,XXX,A786778,,,,V,
205870200,OS8702,,SERENITY,BEL,,,PL,XXX,K731392,8,10,,V,
205870210,OR8702,,BIG SLOEBER,BEL,,,PL,XXX,B63096,6,10,,V,
205870300,OS8703,,YAPI,BEL,,,PL,XXX,K801120,2,,,V,
205870310,OR8703,,A BEE,BEL,,,PL,XXX,B790810,"2,2",,,V,
205870410,OR8704,,FEARLESS,BEL,1,,PL,XXX,K779617,14,2,,V,
205870500,OS8705,,ZEPHYR,BEL,,,PL,XXX,B714010,,,,V,BE01
205870510,OR8705,,AVANTI5,BEL,,,PL,XXX,B801478,21,4,,V,
205870600,OS8706,,SEQUEL,BEL,1,,PL,XXX,A787083,"5,7",2,,V,
205870610,OR8706,,ARGO SEPTIMO,BEL,1,,PL,XXX,B68595,,,,V,
205870710,OR8707,,GAROTA DE IPANEMA,BEL,,,PL,XXX,B791323,8.6,10,,V,
205870810,OR8708,,GATSBY,BEL,,,PL,XXX,B792476,11.05,11,,V,
205870910,OR8709,,TANAGRA,BEL,,,PL,XXX,L792064,,,,V,
205871010,OR8710,,PENNY LANE,BEL,,,PL,XXX,Z790672,0.76,4,,V,
205871100,OS8711,,ANTWERP FLYER,BEL,,,PL,XXX,KV293,74,,,V,BE01
205871110,OR8711,,ONLY YOU,BEL,,,PL,XXX,B771014,14,8,,V,
205871210,OR8712,,LOTJE,BEL,,,PL,XXX,K761331,,6,,V,
205871300,OS8713,,LA CALISTO,BEL,,,PL,XXX,B761116,,4,,V,
205871310,OR8713,,SAMMY,BEL,,,PL,XXX,K792120,1.2,,,V,
205871410,OR8714,,DR. MATURIN,BEL,1,,PL,XXX,B791443,"4,5",12,,V,
205871500,OS8715,,ALUCINE,BEL,1,,PL,XXX,Z795655,8,6,,V,
205871510,OR8715,,ERNESTINE LX,BEL,,,PL,XXX,L792422,,,,V,
205871600,OS8716,,CORALIA,BEL,2,,PL,XXX,A730501,,13,,V,
205871610,OR8716,,AZZURRO,BEL,,,PL,XXX,B793555,"1,7",10,,V,
205871700,OS8717,,NAT-SEY,BEL,6,,PL,XXX,B733876,9,6,,V,
205871710,OR8717,,KENOA,BEL,,,PL,XXX,A792338,"2,4",6,,V,
205871800,OS8718,,MARISCHA,BEL,,,PL,XXX,K805417,,4,,V,
205871810,OR8718,,THE MIRA,BEL,,,PL,XXX,L790476,,,,V,
205871910,OR8719,,VITAMINIC,BEL,,,PL,XXX,Z792528,6.3,8,,V,
205872010,OR8720,,POSEIDON,BEL,,,PL,XXX,Z785701,9,8,,V,
205872100,OS8721,,FRISLING,BEL,,,PL,XXX,A713495,,,,V,BE01
205872110,OR8721,,ORCA,BEL,,,PL,XXX,B67394,"0,6",7,,V,
205872210,OR8722,,ZEEHOND,BEL,,,PL,XXX,B67395,1,7,,V,
205872310,OR8723,,OCEAN WISDOM,BEL,,,PL,XXX,B792404,1.5,6,,V,
205872400,OS8724,,LIBERTY,BEL,1,,PL,XXX,B764127,"8,5",7,,V,
205872410,OR8724,,HOPPER,BEL,,,PL,XXX,A790518,"3,4",6,,V,
205872510,OR8725,,GENESIS,BEL,,,PL,XXX,B792147,1,2,,V,
205872600,OS8726,,NANI,BEL,,,PL,XXX,A770089,2.5,4,,V,BE01
205872610,OR8726,,PLO4,BEL,,,PL,XXX,K788104,"2,8",,,V,
205872700,OS8727,,CARO,BEL,,,PL,XXX,B43902,"3,5",5,,V,
205872710,OR8727,,CARINA,BEL,,,PL,XXX,K789540,5,,,V,
205872800,OS8728,,SULIDA,BEL,,,PL,XXX,A744070,3,5,,V,
205872810,OR8728,,DENDES,BEL,,,PL,XXX,Z791995,6,,,V,
205872910,OR8729,,DOLLARD,BEL,,,PL,XXX,B787700,,,,V,
205873010,OR8730,,SHOCK,BEL,8,,PL,XXX,B791396,,8,,V,
205873110,OR8731,,QUELQUE PART,BEL,,,PL,XXX,Z792435,,8,,V,
205873200,OS8732,,JAM JAM,BEL,,,PL,XXX,A748538,6,5,,V,
205873210,OR8732,,NOTOS,BEL,,,PL,XXX,B791746,,8,,V,
205873300,OS8733,,POTEMKIN,BEL,,,PL,XXX,G781024,16,4,,V,
205873310,OR8733,,JOSHUA,BEL,,,PL,XXX,Z792387,,8,,V,
205873410,OR8734,,MAEVA,BEL,,,PL,XXX,A762335,9,6,,V,
205873500,OS8735,,BULLITT,BEL,,,PL,XXX,A712200,,,,V,
205873510,OR8735,,HAKUNA MATATA,BEL,,,PL,XXX,K792555,7,6,,V,
205873600,OS8736,,BELUGA,BEL,,,PL,XXX,K715173,,,,V,
205873610,OR8736,,HAMA JOHA,BEL,,,PL,XXX,B808875,,2,,V,
205873700,OS8737,,ADRIAAN,BEL,,,PL,XXX,A760218,,8,,V,
205873710,OR8737,,FILOU,BEL,,,PL,XXX,B791992,2.99,6,,V,
205873800,OS8738,,PASSION,BEL,,,PL,XXX,K728095,"3,3",,,V,
205873810,OR8738,,INTREPIDE,BEL,,,PL,XXX,B788193,,,,V,
205873900,OS8739,,SYMPHONIE,BEL,1,,PL,XXX,A737055,11,2,,V,
205873910,OR8739,,FREE SPIRIT,BEL,,,PL,XXX,B792093,,,,V,
205874000,OS8740,,ARIES,BEL,,,PL,XXX,A715408,,,,V,
205874010,OR8740,,NEXT,BEL,1,,PL,XXX,K791381,2,4,,V,
205874110,OR8741,,MAGIA,BEL,,,PL,XXX,B788058,3,6,,V,
205874200,OS8742,,L’ILE BLEUE,BEL,,,PL,XXX,B733187,6,8,,V,
205874210,OR8742,,FILIP II,BEL,,,PL,XXX,B780093,,7,,V,
205874310,OR8743,,ESPADON,BEL,,,PL,XXX,K792707,3.5,10,,V,
205874400,OS8744,,BIJOU,BEL,,,PL,XXX,A732852,9,,,V,
205874410,OR8744,,ZOEF,BEL,,,PL,XXX,B792605,4.2,,,V,
205874500,OS8745,,ALPANI IV,BEL,,,PL,XXX,A752920,10,9,,V,
205874510,OR8745,,LA SIRENE,BEL,,,PL,XXX,B792598,1,8,,V,
205874600,OS8746,,BANDOS,BEL,,,PL,XXX,G786227,"2,900",4,,V,BE01
205874610,OR8746,,BROES,BEL,,,PL,XXX,A792261,18,4,,V,
205874710,OR8747,,MOUETTE,BEL,,,PL,XXX,G766555,5,,,V,
205874810,OR8748,,ARA-DLO,BEL,,,PL,XXX,K782135,,,,V,
205874900,OS8749,,ALPHA II,BEL,,,PL,XXX,B744974,8,7,,V,
205874910,OR8749,,CALYPSO II,BEL,,,PL,XXX,K786491,3,,,V,
205875010,OR8750,,MEGALAN,BEL,1,,PL,XXX,A766167,4.7,6,,V,
205875110,OR8751,,CARPE ROREM,BEL,,,PL,XXX,B784137,,,,V,
205875200,OS8752,,NENA,BEL,,,PL,XXX,K758371,3.5,,,V,
205875210,OR8752,,NOOIT GEDACHT,BEL,,,PL,XXX,B771679,3.5,,,V,
205875310,OR8753,,AVANTI,BEL,,,PL,XXX,L773372,6,5,,V,
205875410,OR8754,,SNOOPY,BEL,,,PL,XXX,L788656,4,8,,V,
205875500,OS8755,,APEX,BEL,,,PL,XXX,K740786,"1,2",10,,V,
205875510,OR8755,,MAHAL KITA,BEL,,,PL,XXX,A763371,,6,,V,
205875610,OR8756,,EXPRESSO,BEL,,,PL,XXX,G788992,3.125,7,,V,
205875710,OR8757,,THISARA,BEL,,,PL,XXX,K806074,12,10,,V,
205875810,OR8758,,FREYA,BEL,,,PL,XXX,B801231,11,,,V,
205875900,OS8759,,WHITE ANGEL,BEL,,,PL,XXX,A724275,19,,,V,BE01
205875910,OR8759,,ANNADJIN,BEL,,,PL,XXX,B67276,"2,5",6,,V,
205876000,OS8760,,SUNSHINE,BEL,,,PL,XXX,BC720385,,,,V,
205876010,OR8760,,ARIES,BEL,1,,PL,XXX,B785760,11,8,,V,
205876100,OS8761,,GEKKO,BEL,,,PL,XXX,A743472,5,8,,V,
205876110,OR8761,,AMIGO,BEL,,,PL,XXX,BC791275,,10,,V,
205876200,OS8762,,THOBRA,BEL,,,PL,XXX,A713676,,,,V,
205876210,OR8762,,MEDITERRANEAN QUEEN,BEL,,,PL,XXX,B792107,,10,,V,
205876300,OS8763,,TRUE LOVE,BEL,,,PL,XXX,A713662,,,,V,
205876310,OR8763,,ODYSSEUS UNO,BEL,,,PL,XXX,B792408,7.98,4,,V,
205876400,OS8764,,HENRIKUS,BEL,,,PL,XXX,A714269,,,,V,
205876410,OR8764,,OCTOPUSSY II,BEL,,,PL,XXX,G787821,9.5,6,,V,
205876500,OS8765,,BEAU III,BEL,,,PL,XXX,G744490,4,,,V,
205876510,OR8765,,MAGNESIUM,BEL,,,PL,XXX,A804030,6,,,V,
205876600,OS8766,,MIRAGE 4,BEL,,,PL,XXX,B755584,5.8,,,V,
205876610,OR8766,,NATHASJA,BEL,,,PL,XXX,K784960,0.9,2,,V,
205876700,OS8767,,MARC,BEL,,,PL,XXX,A736885,7,,,V,
205876710,OR8767,,JODIE FASTER,BEL,1,,PL,XXX,A791579,,8,,V,
205876800,OS8768,,LACEDE,BEL,1,,PL,XXX,B772251,,12,,V,
205876810,OR8768,,ANDROMEDA,BEL,,,PL,XXX,B802364,,8,,V,
205876900,OS8769,,MILLE SABORDS 4,BEL,,,PL,XXX,B54907,6,8,,V,
205876910,OR8769,,GERARDUS MERCATOR,BEL,1,,PL,XXX,G792042,14,8,,V,
205877010,OR8770,,COTIGNAC,BEL,1,,PL,XXX,Z786234,"3,2",10,,V,
205877110,OR8771,,JENNY,BEL,,,PL,XXX,K791138,"1,8",2,,V,
205877200,OS8772,,SPARTACUS,BEL,,,PL,XXX,K740307,5,6,,V,
