mmsi,callsign_count
244700726,30
56,30
412270540,30
244690781,30
273439420,30
236457505,30
244846210,30
243601056,30
244710763,30
244020144,30
236457488,30
211511770,30
411041837,30
411041835,30
244700065,30
411041821,30
411041806,30
244700933,30
411041817,30
211375510,30
411041836,30
244090014,30
244700935,30
244750021,30
123123123,30
244700690,30
244700934,30
459067673,29
236457520,29
858798152,29
726872647,29
211511920,29
236457509,29
244846271,29
352654640,29
244750356,29
244750673,29
244790611,29
236457527,29
244740922,29
244740334,29
9636202,29
244180237,29
244690163,29
244690330,29
412370280,29
411041828,29
999000016,29
244846252,29
701000655,29
244846261,29
236457511,29
235214568,29
338091016,29
205448890,29
236457528,29
236457525,29
244660524,29
412356789,29
244846220,29
244700724,29
412450000,29
211227920,29
413989606,29
666000001,29
236457519,29
4157,29
570317989,29
412300000,29
211542420,29
701095000,29
338142008,29
236457500,28
244660087,28
236457535,28
413817934,28
413782665,28
244846258,28
244690333,28
411041831,28
236457534,28
244780356,28
244690543,28
236457492,28
219299000,28
244700828,28
888987542,28
338164194,28
211207760,28
236457487,28
842255564,28
211537340,28
530928981,28
411041851,28
244846222,28
244660896,28
411041803,28
244690405,28
244700119,28
244846263,28
538003254,28
244846266,28
244846218,28
591016604,28
244690859,28
244780024,28
244750043,28
244690898,28
107374182,28
338141018,28
701006153,28
563021410,28
413814557,28
244740347,28
236457507,28
412378770,28
223456789,28
244846259,28
244846267,27
236457484,27
244620446,27
412666666,27
999123456,27
244846223,27
563027510,27
701007053,27
244700277,27
8,27
244750309,27
236457472,27
244770013,27
244010963,27
244846221,27
244700689,27
998501560,27
244700802,27
244780111,27
244846233,27
236457523,27
205286790,27
236457496,27
244750217,27
244750119,27
1012943154,27
934772215,27
244710707,27
205205217,27
600000000,27
244700202,27
413700000,27
244660937,27
244740242,27
338165366,27
859030732,27
808466488,27
566223000,27
211264760,27
412111111,27
244790154,27
244846244,27
111014009,27
244010075,27
244690991,27
244700688,27
211000000,27
316025587,27
244650696,27
411041832,27
244730150,27
205521990,27
244690927,27
244790153,27
236457524,27
236457531,27
244710522,27
601155500,27
413981943,27
244730909,27
564541000,27
477423500,27
338123673,27
211549170,27
358708626,27
243601048,27
244670460,27
574000000,27
413773677,27
205355190,27
413769649,27
244846268,27
244630453,27
411041812,27
244780739,26
15693,26
701006380,26
412000002,26
236457491,26
413800084,26
411041854,26
244670985,26
412000003,26
413773192,26
244710359,26
701000798,26
244750503,26
413775456,26
244660032,26
244750226,26
244700945,26
244660082,26
244770199,26
636092471,26
244650029,26
236457478,26
244730485,26
134416632,26
244730094,26
411041824,26
211224430,26
244750022,26
244780825,26
244700716,26
503682000,26
413792014,26
411041842,26
673971084,26
244660908,26
255805590,26
563018060,26
244740646,26
244670936,26
272000000,26
538003214,26
367524230,26
244620506,26
244660507,26
413976312,26
244690695,26
244690551,26
416000001,26
244846256,26
244670529,26
867421388,26
236457530,26
244846250,26
244790934,26
244730205,26
246836000,26
244740657,26
244070253,26
701812000,26
413816815,26
273319230,26
211543720,26
563018010,26
563024280,25
211647710,25
470599000,25
411041814,25
211130000,25
244740409,25
701006154,25
244690981,25
244670119,25
411041833,25
244770798,25
219000479,25
244700588,25
244700450,25
590597324,25
1073741695,25
413789849,25
413815315,25
636092079,25
244670171,25
205517990,25
205509290,25
211519100,25
900333125,25
244740453,25
244620869,25
511725943,25
244846257,25
500000000,25
479908569,25
244710895,25
563018490,25
211291288,25
998501566,25
205513890,25
412555555,25
244670858,25
244710313,25
253380000,25
244740686,25
244846248,25
211529550,25
236457510,25
542638080,25
205245890,25
411041794,25
211511750,25
244846227,25
244780663,25
411041827,25
244780373,25
470124000,25
244660139,25
236457514,25
848507543,25
412206520,25
211534760,25
701006497,25
244660658,25
457037000,25
244030575,25
770576231,25
413777762,25
244770296,25
211556950,25
244700427,25
244740873,25
355520000,25
205460490,25
701098000,25
244780549,25
244630536,25
244846226,25
338162023,25
244710301,25
244710254,25
244710043,25
273320600,25
311255000,25
244630070,25
211535070,25
244260496,25
244846234,25
244710229,25
205218590,24
211511840,24
477802700,24
211291290,24
228068784,24
413781772,24
244710903,24
244670003,24
219018765,24
205256290,24
574344389,24
205523290,24
244650970,24
271000000,24
244670151,24
244750018,24
16461,24
244770433,24
244670511,24
244780136,24
859033036,24
701006407,24
244750256,24
412353840,24
244750117,24
244710874,24
311187279,24
244750189,24
412441226,24
244780642,24
244740879,24
211537360,24
805830656,24
531977557,24
244660517,24
211543850,24
244030666,24
214709055,24
244710869,24
211291292,24
244846246,24
244710841,24
244710992,24
244886000,24
244710698,24
244670165,24
244846253,24
211409660,24
244670910,24
244846229,24
244700498,24
244750576,24
244750556,24
235054397,24
3699101,24
244780077,24
7,24
236457503,24
413805815,24
415000000,24
236457493,24
244750430,24
244790086,24
244710773,24
636014263,24
269057472,24
244010082,24
244846242,24
244730741,24
201204131,24
411041822,24
563018020,24
211542610,24
22991925,24
244700350,24
244700702,24
257200000,24
366804992,24
211292140,24
244690498,24
244700318,24
244690407,23
565384000,23
701546000,23
244740079,23
858967244,23
100900000,23
244730862,23
211590640,23
244690792,23
211512320,23
244846214,23
366482890,23
244750020,23
273312020,23
244846265,23
265186000,23
244153120,23
999282,23
244670173,23
244700410,23
999000004,23
244780351,23
244690055,23
356952000,23
701006101,23
244020112,23
244700494,23
244750379,23
244846245,23
338149846,23
244780657,23
413811587,23
244740662,23
338138398,23
413779086,23
413811665,23
244700046,23
244660878,23
269057072,23
244670124,23
236457515,23
244750017,23
244700884,23
244710870,23
244750222,23
244700879,23
244770363,23
236457512,23
646482933,23
244750947,23
244690611,23
244750262,23
211189000,23
338059157,23
236457485,23
210095000,23
244700736,23
205362890,23
244730014,23
244710879,23
244740763,23
826585864,23
244670270,23
205365890,23
211378550,23
244670989,23
413815135,23
244710320,23
244650279,23
244030043,23
236457482,23
244780575,23
244750275,23
244750034,23
236457490,23
244260498,23
244690713,23
413778502,23
244770838,23
413767389,23
244070184,23
211130870,23
244690773,23
859032716,23
244615067,23
244700714,23
244750641,22
236457483,22
211511420,22
244670898,22
259210000,22
422000000,22
244670549,22
273111111,22
211123456,22
999933,22
244690787,22
244700398,22
244700923,22
211291278,22
567020000,22
244740804,22
211519510,22
952823,22
859000012,22
205370590,22
244750133,22
244670312,22
244710457,22
211235220,22
244710477,22
244670578,22
244670209,22
859518060,22
244710016,22
244780904,22
244670621,22
244020226,22
211595680,22
244690736,22
859040972,22
244700496,22
412509152,22
413776297,22
701040000,22
123456000,22
244690366,22
701000796,22
244670068,22
244690214,22
244710871,22
211431270,22
236457532,22
244780756,22
244770448,22
413818768,22
244710286,22
244630814,22
244750380,22
244846249,22
352654632,22
413468390,22
244780652,22
244730699,22
411041807,22
245447000,22
211222790,22
244710338,22
354868000,22
205051000,22
244730262,22
244700432,22
244846255,22
701006098,22
236111888,22
367520720,22
244846217,22
244620471,22
413805095,22
367195440,22
211531660,22
244650833,22
244750822,22
244780686,22
413900738,22
244750830,22
244710445,22
821559298,22
244670043,22
211233860,22
205450790,22
244130216,22
367066460,22
220010000,22
244710736,22
211291300,22
211537310,22
269056819,22
244740788,22
230619000,22
244700915,22
211512430,22
244710362,21
412000088,21
244700275,21
244846241,21
244740730,21
244670213,21
244750770,21
211291274,21
338163348,21
563028790,21
205494090,21
244690909,21
244750110,21
244750277,21
808466496,21
434164405,21
244700894,21
244750074,21
244690994,21
563015610,21
244750887,21
209016000,21
244670014,21
366996750,21
563026440,21
244780647,21
211529600,21
1234567,21
244700116,21
244670179,21
244750401,21
211291282,21
244060858,21
244690355,21
244770557,21
563000520,21
205498490,21
244730883,21
413775656,21
244780453,21
244690247,21
244700620,21
236457504,21
244710873,21
934789316,21
369432112,21
244690328,21
236457521,21
244700500,21
413827001,21
338144592,21
244750008,21
244750157,21
244190000,21
244700605,21
302322224,21
244846215,21
211511970,21
244846216,21
205227090,21
244690454,21
244710868,21
244780738,21
503463100,21
135070804,21
302322200,21
413111111,21
413900000,21
244660114,21
244630439,21
244780648,21
244750448,21
701006226,21
244690465,21
244660478,21
244750088,21
244710833,21
244780421,21
701000855,21
244670451,21
352654592,21
244670694,21
367573930,21
244830464,21
525123456,21
236457497,21
338075692,21
244153545,21
413811216,21
244710482,21
998501567,21
953933826,21
211513570,21
413801948,21
411041823,21
244780227,21
859032812,21
244700480,21
244846269,21
244730964,21
236457489,21
563026840,21
244670695,21
244846239,21
244670273,21
205509390,21
205710410,21
244750310,21
244630753,21
219000028,21
244700415,21
413970731,21
701006178,21
302103,21
244690645,21
205296990,20
413982095,20
244750077,20
236457502,20
244700412,20
244730716,20
205381890,20
244780678,20
244020472,20
236457526,20
710102016,20
205493090,20
205501290,20
404783624,20
205364990,20
244710034,20
244670589,20
211559700,20
244700534,20
413971406,20
244730547,20
244700504,20
413990615,20
205395590,20
244730595,20
701547000,20
244750731,20
244700363,20
244740890,20
211216490,20
915060763,20
244750242,20
413762504,20
236457499,20
235066259,20
244740930,20
236457529,20
244700295,20
244700668,20
244780435,20
244730961,20
244780266,20
244750713,20
413807174,20
258595000,20
244620518,20
244790535,20
244670441,20
533004150,20
244790604,20
244846235,20
244846236,20
211623180,20
11111111,20
244730050,20
244660186,20
244670938,20
477013700,20
244690544,20
244710150,20
244780608,20
244730231,20
244750382,20
244846251,20
265463000,20
244740148,20
244110864,20
17739082,20
244710827,20
371854000,20
244710705,20
244780201,20
244750639,20
244710774,20
244260009,20
413326680,20
12345,20
244740569,20
367553590,20
244740566,20
211511410,20
244750585,20
244710817,20
244710252,20
842517740,20
244740301,20
244060607,20
244615958,20
244780409,20
6364,20
244710173,20
244615956,20
244740488,20
412440000,20
244690367,20
244740452,20
338139212,20
244620835,20
244670995,20
244710944,20
244690595,20
244700938,20
244710370,20
244690902,20
244710364,20
244670061,20
244710358,20
244710341,20
205414690,20
211512520,20
244710735,20
211316340,20
211126670,20
770576060,20
244700044,20
244615188,20
412453590,20
244846270,20
244630530,20
244690949,20
413553030,20
244710257,20
563669000,20
269,20
244780737,20
244810693,20
413804996,20
244050469,20
244670599,20
244700161,20
244710507,20
244690312,20
244670319,20
352654608,20
210046120,20
351278000,20
244690646,20
228068744,20
701006533,20
412000009,20
636091924,20
244690342,20
228068776,20
257429332,20
244700944,20
244740511,20
205322790,20
244141000,20
244780112,20
244100272,20
244780962,20
244810184,20
244710297,20
244730066,19
244750539,19
236457518,19
257429344,19
257429360,19
244750328,19
244750287,19
244750464,19
244750922,19
244750266,19
244690585,19
244770476,19
244750891,19
366482928,19
256184152,19
244750291,19
244770332,19
367624748,19
244110831,19
244780346,19
412379860,19
244630829,19
244750389,19
725017200,19
244750311,19
244750318,19
205367890,19
111111000,19
777519108,19
858403372,19
412426570,19
205372190,19
244750679,19
244750961,19
244770027,19
244750650,19
244780656,19
205521690,19
205204047,19
244670850,19
244700130,19
244670754,19
244070301,19
244730119,19
244710355,19
244690990,19
244710971,19
4126620,19
244780741,19
247795392,19
244090050,19
244740814,19
244820200,19
244710300,19
772276224,19
244780807,19
563022430,19
440123456,19
352003000,19
244030275,19
244690411,19
244030599,19
244730927,19
244810978,19
219018692,19
412010101,19
244690540,19
211291314,19
244670494,19
244710444,19
211511860,19
244700236,19
219422000,19
311007200,19
244730539,19
244710417,19
244730448,19
244730402,19
244660778,19
244730077,19
244730020,19
338132992,19
273000001,19
859540558,19
856935629,19
244710521,19
244710653,19
244846243,19
211405020,19
13585417,19
244700578,19
244123456,19
244700535,19
244700181,19
413654321,19
413971367,19
244740200,19
244740238,19
244710554,19
244846262,19
244790084,19
244820793,19
244710262,19
236457481,19
211474000,19
244710796,19
226005990,19
210046088,19
413328140,19
440005700,19
244060167,19
269056766,19
338176121,19
338173796,19
244710517,19
236457494,19
236457498,19
244620184,19
244690672,19
413593440,19
244790359,19
947061888,19
244700816,19
244690244,19
244730843,19
53729860,19
205249490,19
411041799,19
269057358,19
244700980,19
244820404,19
244770502,19
470000000,19
413809651,19
244700510,19
244730487,19
244750059,19
413979811,19
256184136,19
244630153,19
636014704,19
341311488,19
211645700,19
244700800,19
244690572,19
636015236,19
244700820,19
244750202,19
244750081,19
244700837,19
244650721,19
244780451,19
999000003,19
244650690,19
244740042,19
211543450,19
244660894,19
244700727,19
403177472,19
244630193,19
244740887,19
244710557,19
897898896,19
244700931,19
440003350,19
990937,19
211555310,19
244700763,19
413761415,19
244740389,19
228068740,19
244690887,19
993234124,19
228068752,19
244690278,19
244670296,19
244010995,19
211291284,19
563022530,19
412550630,19
244710068,19
244700831,19
246326000,19
244710126,19
667002157,19
244030192,19
244740135,19
244690653,19
205517490,19
244700803,18
244700251,18
244710248,18
244670773,18
244690666,18
244700718,18
244660716,18
244660747,18
244700873,18
244710209,18
244710133,18
211291318,18
244710094,18
211291310,18
244690633,18
244700757,18
244846212,18
244700715,18
244700533,18
244700709,18
373178000,18
244700896,18
244710055,18
244690971,18
201260201,18
244670741,18
244710315,18
244710371,18
244750888,18
244710373,18
244700965,18
244660768,18
244710007,18
244700877,18
244660796,18
244710298,18
244710458,18
244700995,18
636013111,18
205239390,18
244750916,18
413972759,18
701000797,18
892585032,18
413850454,18
244740654,18
244690078,18
244770640,18
992145215,18
205317000,18
228068788,18
205491590,18
211291264,18
211529540,18
244780034,18
974897154,18
244750306,18
205471090,18
205509590,18
228068770,18
244630750,18
211291296,18
211291324,18
211519720,18
477000000,18
244740080,18
211493420,18
311044100,18
244670493,18
244690137,18
244750986,18
211593740,18
244750219,18
244750031,18
998502027,18
998502026,18
244750232,18
205367990,18
412472120,18
412471590,18
538000000,18
244660629,18
636014524,18
244740859,18
244740786,18
111222333,18
265818066,18
244670030,18
265818090,18
244630092,18
244670099,18
244670101,18
205453490,18
205360290,18
244780982,18
244710346,18
245613000,18
309826000,18
244780687,18
319042700,18
257429352,18
244750480,18
244710900,18
244670666,18
244710899,18
440119730,18
244690074,18
257429356,18
257429312,18
6,18
244690164,18
10,18
244620173,18
205278890,18
244690365,18
244710172,18
244710664,18
244690154,18
244710588,18
244780525,18
205218190,18
244730905,18
413372740,18
413811667,18
244710446,18
367521560,18
269056807,18
244780460,18
211511740,18
211511630,18
244780480,18
244690564,18
367572480,18
244670668,18
244670731,18
257429372,18
244730288,18
244780626,18
244780640,18
244660429,18
244750597,18
244670780,18
244730115,18
134220729,18
244043979,18
413256789,18
685866888,18
211530930,18
134218169,18
321275986,18
338860000,18
175874,18
244700029,18
211605060,18
244710767,18
244780368,18
244130026,18
244670070,18
566679000,18
413782659,18
244630534,18
244090901,18
244650942,18
234567891,18
205020000,18
244740491,18
135474195,18
244780345,18
244740664,18
244780510,18
701006225,18
123456780,18
412596999,18
367650460,18
244030190,18
244630160,18
244670293,18
244820278,18
701006289,18
244780347,18
244740487,18
244630907,18
73,18
244670231,18
247795408,18
356330000,18
999945,18
244740864,18
244846254,18
228068748,18
413815316,18
248483000,18
351928000,18
244690814,18
244670243,18
229781000,18
244780955,18
244670263,18
257429320,18
562373024,18
244700253,18
244065101,18
211511880,18
211540960,18
538004621,18
257429336,18
212746000,18
244650834,18
308871000,18
111111112,18
244780627,18
244630436,18
211515210,18
413654822,18
563021740,18
416123456,18
205426590,18
244780736,18
413781538,18
244700114,18
244770449,18
244110955,18
538070109,18
563019870,18
244010042,18
556665445,18
244060567,18
244700491,17
236457513,17
228068750,17
244690130,17
244700469,17
244690576,17
244620954,17
15652184,17
244740490,17
993250372,17
309801000,17
211291286,17
244670220,17
271111111,17
228068778,17
413903143,17
563007580,17
211508600,17
244110466,17
244750594,17
244690603,17
412456789,17
412000020,17
244690525,17
228068774,17
261449000,17
110000000,17
1069268994,17
503402200,17
228068768,17
244780254,17
371241000,17
244690419,17
244690372,17
244210283,17
205514490,17
244690336,17
645273000,17
244730158,17
310710936,17
413812462,17
413000008,17
244780287,17
367622370,17
211626240,17
244580354,17
244660621,17
244670671,17
244670454,17
201330748,17
355635000,17
235095629,17
244670805,17
244780649,17
244780369,17
270012455,17
259757000,17
244660854,17
244780366,17
244790599,17
244780358,17
244750213,17
244730761,17
999946,17
412376680,17
244250731,17
413339990,17
244730890,17
244670642,17
244670015,17
205205690,17
413000003,17
999817,17
236457495,17
413555555,17
538004431,17
412464380,17
244780344,17
244670169,17
244690150,17
244700203,17
244650795,17
244670386,17
244780138,17
205329990,17
244780124,17
244250294,17
244710747,17
244620046,17
369432064,17
228068742,17
376372000,17
538004700,17
1073741439,17
244710333,17
205455362,17
244710332,17
348127232,17
244750103,17
827326464,17
244740404,17
57,17
247795440,17
244620454,17
338135072,17
244710299,17
244780406,17
247795424,17
701006257,17
413962205,17
205253290,17
357422000,17
563028230,17
409611789,17
211555360,17
244750831,17
567000000,17
244750093,17
205247090,17
245237000,17
244740957,17
244700279,17
244730899,17
244660179,17
355320000,17
211453360,17
900033018,17
244740706,17
244710214,17
998502219,17
244050847,17
205424990,17
244700308,17
244660326,17
244670755,17
205251090,17
244780731,17
244740557,17
244700365,17
244670306,17
244690360,17
412000006,17
563022080,17
211555730,17
244700721,17
211548820,17
244700889,17
211890000,17
244770266,17
316026269,17
413987691,17
244770183,17
900000001,17
636014890,17
244630202,17
244700852,17
416450000,17
211249410,17
338165899,17
244700782,17
244700287,17
211549780,17
172016976,17
244700592,17
413963867,17
211223780,17
244010542,17
440495000,17
244730878,17
244660245,17
244730605,17
244740709,17
244690236,17
413776296,17
244750440,17
211278220,17
244710564,17
244770387,17
244650404,17
413989368,17
244100377,17
211519730,17
244630162,17
257429316,17
220378000,17
244670177,17
205347290,17
244710343,17
244698000,17
244690970,17
211582600,17
244690868,17
244810087,17
244690919,17
244700117,17
244710454,17
244710339,17
413813431,17
412045240,17
244710450,17
875180588,17
277100000,17
370152000,17
244690882,17
244740160,17
590595276,17
244750030,17
205043700,17
244710406,17
244710630,17
244620986,17
211522860,17
244770854,17
244710274,17
211291266,17
514042000,17
244730218,17
244700876,17
166053554,17
211598420,17
244060176,17
244050426,17
244670120,17
412438918,17
211171530,17
998502224,17
244650089,17
244710524,17
211291270,17
244690253,17
244650806,17
211035182,16
244650367,16
244770268,16
244740880,16
228068786,16
533000173,16
244690539,16
244670022,16
211514430,16
205503690,16
440001590,16
412596888,16
205515690,16
244740874,16
211291276,16
244770930,16
244780349,16
574344391,16
244790048,16
244670073,16
244770446,16
244740408,16
244630837,16
244780230,16
412488888,16
367521608,16
947930900,16
244740162,16
244630034,16
244710734,16
211291306,16
244780768,16
244740376,16
244630533,16
244750001,16
244740396,16
228068736,16
710000450,16
367497390,16
211515400,16
110557899,16
244740029,16
244780635,16
265818092,16
244620947,16
265818104,16
244770727,16
244740593,16
228068760,16
244670034,16
244670076,16
244740742,16
244700406,16
228068790,16
243601036,16
244690555,16
941654536,16
373626456,16
244710328,16
413500790,16
244660083,16
244730199,16
244070216,16
244670244,16
244690955,16
244670260,16
244700224,16
244070620,16
373786000,16
244670291,16
244660339,16
98501321,16
244050337,16
244810801,16
244050295,16
244710199,16
413974081,16
859294956,16
244615532,16
244850403,16
244740167,16
244690772,16
24410253,16
244700665,16
244615524,16
244030952,16
244730122,16
244700012,16
244690904,16
244670228,16
244670229,16
244740078,16
412596777,16
244700705,16
378142000,16
243601045,16
244700599,16
64099328,16
245895000,16
244700653,16
244690901,16
266239000,16
244700717,16
266310000,16
244710002,16
244700786,16
244010219,16
356021000,16
244700743,16
302040245,16
244700788,16
244030852,16
244700794,16
701006413,16
244710158,16
244710151,16
211291294,16
226823568,16
211557540,16
97518124,16
245116000,16
16252936,16
101010101,16
211215130,16
413999999,16
256184128,16
244700503,16
701006230,16
701006228,16
273999999,16
244730906,16
636092146,16
244780645,16
244810584,16
244700443,16
244730016,16
205525190,16
244670877,16
244780710,16
205525390,16
205526290,16
244810550,16
244670968,16
244398000,16
244820284,16
244780821,16
244780850,16
244780867,16
413272110,16
701006081,16
244730609,16
244700262,16
244670546,16
226000090,16
269056097,16
244700244,16
310710912,16
244710876,16
311010600,16
244690103,16
244730565,16
244730529,16
538047433,16
226001170,16
244710402,16
244730326,16
244070288,16
244740865,16
477679000,16
244700506,16
244846213,16
10500794,16
244730048,16
211518440,16
244690528,16
211603060,16
431000000,16
305697000,16
236457522,16
664625,16
413815323,16
888888,16
413666666,16
859032781,16
244700559,16
205746610,16
244690612,16
269056849,16
367099904,16
244710832,16
244820994,16
244710806,16
244710805,16
352654600,16
244250734,16
244740575,16
244670541,16
244740552,16
413975356,16
413975355,16
244700463,16
413777777,16
413373090,16
352870000,16
230601000,16
770576078,16
16696,16
11150,16
302322176,16
229378000,16
900412197,16
413990724,16
244650672,16
244660904,16
244700290,16
244750357,16
244660497,16
218780000,16
244750210,16
413550070,16
244740950,16
244750315,16
244630496,16
205317690,16
905101698,16
211624750,16
244750426,16
244630665,16
244750586,16
244750769,16
244660891,16
220635000,16
244700340,16
636011496,16
211556900,16
413782394,16
244740969,16
111,16
205348390,16
244700332,16
413782697,16
211501820,16
111000000,16
373944000,16
244750240,16
244750633,16
244770122,16
244710650,16
244750390,16
373876000,16
412400000,16
244100055,16
244750276,16
302322216,16
244670571,16
244750327,16
205391190,16
239406680,16
244670002,16
211501340,16
244710667,16
574573132,16
244770726,16
333333999,16
205410590,16
244660423,16
244750840,16
244750247,16
244710635,16
244750151,16
244660628,16
244770514,16
257429324,16
205271390,16
247795448,16
316015922,16
205339290,16
211511400,16
366482942,16
244750070,16
244070306,15
366482902,15
244060788,15
244710430,15
244670842,15
351811000,15
244730498,15
273350860,15
211510800,15
244615787,15
244700228,15
265818076,15
244750258,15
248875000,15
244710387,15
265818086,15
351421000,15
310710968,15
244750924,15
244730281,15
244700376,15
244810632,15
244710190,15
205203536,15
413816051,15
244710365,15
244780634,15
636014212,15
412330590,15
1013090550,15
201326592,15
244730460,15
244620876,15
413817935,15
244710110,15
11497613,15
256184176,15
244650289,15
701006371,15
205515190,15
673219080,15
205513990,15
205606000,15
246231000,15
244740119,15
701006240,15
244780252,15
244750104,15
219620000,15
273848200,15
244010890,15
214181616,15
244690046,15
413771953,15
990942,15
244750203,15
636090310,15
211519220,15
244740201,15
64099844,15
244780216,15
239406672,15
211520360,15
244730545,15
270012424,15
211291308,15
310710952,15
244030218,15
244730680,15
244710157,15
211511900,15
7470044,15
244710141,15
247094800,15
7864322,15
257160640,15
841626156,15
244710135,15
244690535,15
999931,15
227075560,15
244660656,15
244750224,15
268443741,15
9636201,15
338117693,15
244700405,15
305712000,15
244620396,15
257429364,15
636015272,15
808464435,15
211291268,15
257429368,15
244700755,15
369432096,15
244740545,15
244700632,15
244690798,15
244690857,15
205639000,15
566328000,15
605301711,15
244660676,15
244246000,15
244750319,15
244260494,15
244199000,15
244700143,15
244790375,15
548000000,15
563017480,15
10000000,15
563023770,15
244700109,15
755002000,15
413373070,15
205030000,15
211520250,15
867418308,15
226823560,15
220284000,15
440002170,15
211363720,15
211145930,15
244710390,15
244770263,15
440005800,15
562373040,15
244690580,15
244690579,15
20049699,15
859031756,15
413988111,15
244780137,15
244660081,15
244730103,15
244750630,15
244690553,15
205309890,15
413777498,15
261186310,15
413972026,15
244750419,15
244710389,15
244670923,15
244690604,15
735337734,15
244790609,15
244710662,15
244710011,15
257429348,15
