mmsi,name_count
710000471,34
210727000,34
244730699,34
273439610,34
413800788,34
563512000,34
566935000,34
538004744,34
413789456,34
514033000,34
563019870,34
470628000,34
563021120,34
235080015,33
503613000,33
470444444,33
566639000,33
408353000,33
209258000,33
216635096,33
574001590,33
1073741375,33
412378770,33
413784256,33
16696,33
470580000,33
211349680,33
352159000,33
525019675,33
334638000,33
412435940,33
533180131,33
788888888,33
563000520,33
565635000,33
244630263,33
413771203,33
244060874,33
873497096,33
244820056,33
257987900,33
375441000,33
710000533,33
235083501,33
477691600,33
211217280,33
413817129,33
370224000,33
246887000,33
356361000,33
701093000,33
636016109,33
636013541,33
369970276,33
565384000,33
701034000,33
538090424,33
219018271,33
229378000,33
409611789,33
219013938,33
477882000,33
900000001,33
565957000,33
4126620,33
244660629,33
244670314,33
470987654,33
576215000,33
259757000,33
710999108,33
533647000,33
371502000,33
470285000,33
229781000,33
134218681,33
533064100,33
533130974,33
412271180,33
273439420,33
999933,33
563676000,32
408529000,32
393543680,32
636014890,32
244110466,32
210749000,32
257026800,32
304342000,32
367060550,32
470739000,32
470100000,32
244700029,32
258768000,32
710984532,32
367192880,32
123456000,32
827326464,32
211378550,32
413000552,32
538003474,32
408595000,32
243601024,32
636091730,32
243071713,32
244010347,32
701006101,32
470834000,32
258016000,32
257278000,32
211231490,32
305407000,32
538006282,32
211543850,32
355136000,32
375196000,32
244670116,32
308335000,32
308421000,32
470763000,32
576792000,32
244020472,32
470274900,32
565008000,32
470917000,32
710011410,32
211493170,32
701098000,32
996571101,32
847267194,32
538003254,32
149382685,32
100912345,32
538004681,32
211529550,32
422035400,32
211529600,32
259672000,31
413769649,31
356298000,31
211549170,31
564017000,31
808464448,31
574290000,31
565823000,31
564434000,31
413765398,31
211226450,31
111100000,31
156505400,31
566666000,31
710017360,31
244780480,31
563009030,31
235083843,31
244660117,31
357767000,31
636092078,31
255805589,31
821052794,31
1117,31
248417000,31
538090465,31
211164000,31
232168342,31
212334000,31
205901610,31
211701280,31
533180027,31
11111111,31
219319000,31
211243210,31
564680000,31
211529540,31
567000000,31
566273000,31
563984000,31
243601072,31
311187279,31
710010670,31
370671620,31
285212672,31
789789789,31
16461,31
566495000,31
566202000,31
657011001,31
357377000,31
412000888,31
657376000,31
564238000,31
710018480,31
701547000,31
574002730,31
412000006,31
205389826,31
412000003,31
563471000,31
538003235,31
224778000,31
219390000,31
563603000,31
244650696,31
638066818,31
244846229,31
413803738,31
244030192,31
566019000,31
202426448,31
230000000,31
228029700,31
413985223,31
412000088,31
215939000,31
772847015,31
408492000,31
563013910,31
412000008,31
352114000,30
352073000,30
205356690,30
701006098,30
636014716,30
413654321,30
211284790,30
10000000,30
413353450,30
657011005,30
304587000,30
244100421,30
657579000,30
564855000,30
645350000,30
413000005,30
636014933,30
376309000,30
563012620,30
566686000,30
219019094,30
566536000,30
366996750,30
538004307,30
710422000,30
214979072,30
636013316,30
710004950,30
470104000,30
565679000,30
566373000,30
563022080,30
218415000,30
629452905,30
566824000,30
211375510,30
538003158,30
211442520,30
420000000,30
533180037,30
563004510,30
657106000,30
710011000,30
563023710,30
304271000,30
576817000,30
357225000,30
721404928,30
710102050,30
243601056,30
247270900,30
470754000,30
636015878,30
123456780,30
413000088,30
205574210,30
227557660,30
1018757120,30
338124562,30
538070052,30
566968000,30
385291898,30
563009160,30
710001520,30
636092521,30
564022000,30
235833000,30
721486848,30
875180588,30
110000000,30
205430790,30
244670437,30
111111112,29
249053000,29
701006227,29
470281000,29
319041200,29
358708626,29
123456987,29
710010380,29
111111110,29
258004000,29
710000043,29
27334800,29
710000150,29
352654640,29
710000392,29
704568191,29
16252932,29
413900738,29
563009850,29
657115100,29
209138000,29
565705000,29
710006540,29
256726000,29
291593492,29
636090310,29
357200000,29
319074700,29
565903000,29
247299900,29
566753000,29
311063500,29
339488963,29
859540558,29
211222810,29
211208720,29
244394000,29
721454080,29
533058100,29
416011805,29
576774000,29
564437000,29
565911112,29
273000001,29
412500060,29
565935000,29
533130368,29
470823000,29
353765000,29
563562000,29
411111111,29
246294000,29
710005130,29
503682000,29
701006225,29
440123456,29
273999999,29
211402070,29
279202527,29
408301000,29
211611960,29
470422000,29
352870000,29
218601000,29
353377000,29
219581000,29
858798152,29
210759000,29
412302021,29
580453376,29
268435456,29
457859000,29
563027510,29
311000115,29
563005250,29
470888000,29
316021508,29
311000098,29
221513032,29
253256000,29
12345,29
710000090,29
413962205,29
470000000,29
408701000,29
244711426,28
168168168,28
245895000,28
403568000,28
577241000,28
590595276,28
636012864,28
339186432,28
354824000,28
710102041,28
355019000,28
412000020,28
246016000,28
440003350,28
470607000,28
246836000,28
319098000,28
226245000,28
533130966,28
319039800,28
259557000,28
413371540,28
413781538,28
710029000,28
101010101,28
525018365,28
338095033,28
413813496,28
636092146,28
353500000,28
576859000,28
219018501,28
309407000,28
309432000,28
574356000,28
566385000,28
416011809,28
372899843,28
710128371,28
412260037,28
566210000,28
416000001,28
408543000,28
636091534,28
243601048,28
563017390,28
565418000,28
245299000,28
205490890,28
244030190,28
415000688,28
247151800,28
565891000,28
319325000,28
413000006,28
511114000,28
15693,28
258756000,28
563003350,28
253035000,28
244270150,28
319010500,28
352749000,28
701006497,28
211000000,28
538090032,28
97518124,28
210521000,28
566218000,28
419000272,28
503000680,28
538004141,28
566488000,28
211264190,28
311048800,28
212145000,28
370152000,28
538006306,28
244770081,28
211496280,28
408833000,28
470722000,28
416221600,28
422000000,28
413413413,28
244690994,28
511725943,28
710000529,28
273336230,28
211453360,28
565623000,27
413762034,27
533000213,27
636092477,27
564419000,27
457037000,27
355413000,27
244772000,27
367524230,27
566066000,27
367848000,27
440001590,27
244780358,27
111000000,27
933910835,27
533000093,27
355633000,27
657156000,27
415668599,27
235413634,27
244670332,27
1056964479,27
710000022,27
563941000,27
412205208,27
636017046,27
211224620,27
377132000,27
211387390,27
244274000,27
636092075,27
373935000,27
265186000,27
325425000,27
244070415,27
412441226,27
244090691,27
564275000,27
563002310,27
253242290,27
413824517,27
563012720,27
518975000,27
413977065,27
210912000,27
319029600,27
701006153,27
533001330,27
244660298,27
271042707,27
244710676,27
574012833,27
311000097,27
305090000,27
563024040,27
533061000,27
259198000,27
235070215,27
576367000,27
566438000,27
470459000,27
218780000,27
219000028,27
636013977,27
212696000,27
244740574,27
770576232,27
273345500,27
211653680,27
503081000,27
311044100,27
704567935,27
135474195,27
257072000,27
244730320,27
636090874,27
352624000,27
470591000,27
477000000,27
372699000,27
247296500,27
367343230,27
563005270,27
367319770,27
413304270,27
412466666,27
563281000,27
470450000,27
209355000,27
710999112,27
371233000,27
357765000,27
244830922,27
470397000,26
205051000,26
636091405,26
530928981,26
201260201,26
218762000,26
211284230,26
219000781,26
563000000,26
566541000,26
563025180,26
215740000,26
354089000,26
354518000,26
431000000,26
470005780,26
413354620,26
135070804,26
470000006,26
470000005,26
220577000,26
211409660,26
211543720,26
466075000,26
367519880,26
538004742,26
413592460,26
533045400,26
235018444,26
412050505,26
470864000,26
538003407,26
211232800,26
445040000,26
244660485,26
205507490,26
205512000,26
412080808,26
207072342,26
244790335,26
538070799,26
563003450,26
351927000,26
455366000,26
456789123,26
211126670,26
563766000,26
244630262,26
372027000,26
563682000,26
211223780,26
355399000,26
563546000,26
538005175,26
413000053,26
219544000,26
201330748,26
244750715,26
563024210,26
64099328,26
563026440,26
477938500,26
477013700,26
538070059,26
636016344,26
211189000,26
538003460,26
244010283,26
244670165,26
470810000,26
566480000,26
239770000,26
565241000,26
999000007,26
265874000,26
564886000,26
563001270,26
244630452,26
413302350,26
378111668,26
325604000,26
259218000,26
311065500,26
319712817,26
403531000,26
739246081,26
636013124,26
338155529,26
413994461,26
710005520,26
352321000,26
319900000,26
247117300,26
265700000,26
403041000,26
564147000,26
246528000,26
636013885,26
566320000,26
563003460,26
525123456,26
710019020,26
338176121,26
974897154,26
304294000,26
525018224,26
1073725311,26
258996000,26
413375390,26
244650709,26
88888,26
486757459,26
413767123,26
563004450,26
503463100,26
636091445,26
319931000,26
564055000,26
319876000,26
710002480,26
16702,26
701000797,26
255841000,26
566571000,26
416704000,26
257544000,26
574756000,26
265463000,26
710000115,26
372800000,26
356798000,25
367543280,25
255750000,25
308201000,25
211260260,25
710003130,25
205338490,25
253444000,25
564752000,25
12,25
235037917,25
457552000,25
533130241,25
564218000,25
244780660,25
305709000,25
244670103,25
563001810,25
503711000,25
710237000,25
710010940,25
211476600,25
538004960,25
538090312,25
338251000,25
325606000,25
205093000,25
514042000,25
542638080,25
257283000,25
413901323,25
413326680,25
220378000,25
257024000,25
269056819,25
413774700,25
205177000,25
566607000,25
255801570,25
538070841,25
440000241,25
244860453,25
211590700,25
205377790,25
247448000,25
100667969,25
357286000,25
109050476,25
413762864,25
563000450,25
470647000,25
1030292745,25
244660925,25
566729000,25
256947000,25
710006080,25
244615272,25
304010625,25
926958970,25
859000012,25
355668000,25
211215500,25
205482390,25
244231000,25
503717000,25
413479470,25
311000095,25
577084000,25
214709055,25
355958000,25
701006018,25
538004501,25
566576000,25
211217270,25
408840000,25
6364,25
701006100,25
564627000,25
352797030,25
244846220,25
310438000,25
637064296,25
226001170,25
533000219,25
372615000,25
244270747,25
244270456,25
247010100,25
710006930,25
636011194,25
548753000,25
244700760,25
701006293,25
258995000,25
211333700,25
412370280,25
636013059,25
244615508,25
636014600,25
244790604,25
563741000,25
457542000,25
550603455,25
533014300,25
566952000,25
770576220,25
566984000,25
312925000,25
244650331,25
212571000,25
211217760,25
636092573,25
35,25
564342000,25
213056000,25
701006371,25
412206520,24
564684000,24
244257000,24
721503232,24
701006454,24
413766324,24
538003533,24
413823342,24
259029000,24
259027000,24
710015360,24
457662000,24
338000000,24
701006257,24
210767932,24
413774502,24
259980000,24
576784000,24
704643072,24
412202438,24
309198000,24
215761000,24
564344000,24
710003750,24
518023217,24
657126900,24
565744000,24
229080000,24
412520160,24
470718000,24
710001670,24
324355151,24
205386590,24
565740000,24
367643790,24
211224360,24
261449000,24
413993375,24
210696000,24
325605000,24
563009230,24
574002250,24
211263800,24
227540992,24
566112000,24
413902251,24
244660479,24
563004395,24
244020550,24
413258369,24
563005590,24
413763993,24
244660083,24
567020000,24
563007580,24
356403000,24
99,24
533000135,24
412000004,24
538004431,24
305425000,24
413000007,24
525018189,24
244630026,24
368312000,24
566542000,24
412999888,24
408836000,24
564829000,24
219002392,24
413960889,24
538004197,24
466060000,24
413781514,24
356752000,24
414501573,24
457446000,24
566209000,24
408387000,24
235041008,24
566212000,24
308871000,24
408319000,24
938942331,24
538004045,24
425000001,24
533130039,24
246137000,24
566982000,24
564413000,24
564375000,24
564334000,24
279202490,24
275019000,24
218352000,24
563021390,24
413466740,24
636091835,24
235085927,24
533004150,24
245342000,24
3699101,24
236185000,24
636011496,24
412654321,24
477514100,24
559585225,24
564112000,24
636091924,24
73,24
33,24
770576078,24
533019900,24
320014665,24
88888888,24
412353840,24
211553830,24
710001940,24
710017110,24
635019200,24
564006000,24
319713000,24
416011705,24
413800737,24
311051900,24
563292000,24
211523910,24
566899000,24
234105543,24
413901227,24
150201531,24
257733000,24
319220000,24
710002520,24
247003800,24
211202460,24
808466496,24
413762789,24
408238000,24
466057000,24
412440000,24
259209000,23
235077612,23
218769000,23
858993459,23
311128000,23
563981000,23
258226000,23
413000123,23
538003793,23
636013118,23
235070283,23
218393000,23
211172030,23
701006226,23
210169000,23
209121000,23
477423500,23
357389000,23
564060000,23
210565000,23
514218000,23
636091266,23
477504900,23
352815000,23
564486000,23
412200000,23
636014892,23
525019038,23
211228210,23
657119200,23
413901609,23
211284880,23
413780944,23
636016232,23
211233860,23
377197000,23
258329500,23
311038900,23
211696040,23
503583000,23
211249410,23
842020960,23
303453824,23
244060894,23
533000510,23
477748500,23
211476340,23
244060368,23
319845000,23
621819021,23
566108000,23
636016789,23
232555000,23
311065300,23
244650517,23
211123456,23
211214200,23
413775177,23
470477000,23
525020196,23
566302000,23
710123478,23
447069000,23
413772263,23
244670774,23
564781000,23
244670011,23
564968000,23
244660984,23
236494000,23
249988000,23
244820768,23
244730077,23
859030732,23
244740494,23
303605504,23
205502790,23
565392000,23
566957000,23
566959000,23
257568420,23
888,23
305814000,23
269,23
440003460,23
710053000,23
367390470,23
413300000,23
636090486,23
86543024,23
563774000,23
413973593,23
20049699,23
253403000,23
710014820,23
311000096,23
4773774,23
710998000,23
205245990,23
590597324,23
414000000,23
247244300,23
246658000,23
244698000,23
229696000,23
805830656,23
244790570,23
447188000,23
258845000,23
565718000,23
314204000,23
777141001,23
900000008,23
470915000,23
246656000,23
574004000,23
533045300,23
16686,23
563330000,23
565660000,23
431000165,23
564505000,23
1022122784,23
953933824,23
872514056,23
422037100,23
567509000,23
209431000,23
357343000,23
244630193,23
371175000,23
371480000,23
244030599,23
103517519,23
616999232,23
341363000,23
636092494,23
413810919,23
235083503,23
205415690,23
412000012,23
657011002,23
369970278,23
244850171,23
470004022,23
565880000,23
120000000,23
305058000,23
355495000,22
111014009,22
244770628,22
244690403,22
563659000,22
999000014,22
533000173,22
470599000,22
647120132,22
257602900,22
319224000,22
311023500,22
211621310,22
56477800,22
211469020,22
219282000,22
563002830,22
538005316,22
219017733,22
404783624,22
574344389,22
413995297,22
355320000,22
412421550,22
413567890,22
352654632,22
563000710,22
470484000,22
413901562,22
859040972,22
236457474,22
211290750,22
563563000,22
859518060,22
13,22
538002388,22
244670152,22
533012800,22
355088000,22
212008000,22
1234,22
258821000,22
565576000,22
218432000,22
245839000,22
309826000,22
354030000,22
423456789,22
636091628,22
566724000,22
211627310,22
309272000,22
413373090,22
211753000,22
413963867,22
710002921,22
311037300,22
413999998,22
2444006,22
244780827,22
235099364,22
100900002,22
53729860,22
413666888,22
235066259,22
563711000,22
563855000,22
212524000,22
566065000,22
367862000,22
538005340,22
311000137,22
244670278,22
563019680,22
701000798,22
211192880,22
205622000,22
566725000,22
244846231,22
253093000,22
205404390,22
412070707,22
580404224,22
710000768,22
257341700,22
710012560,22
413008888,22
408777000,22
370271000,22
477170300,22
205487290,22
369970281,22
205372190,22
413762189,22
264162429,22
234567891,22
657716000,22
205455362,22
272895841,22
636092514,22
710003080,22
413779257,22
701006229,22
226001160,22
572587740,22
470942000,22
572766210,22
568888888,22
209300000,22
413500790,22
432322100,22
244650936,22
564481000,22
577131000,22
563020460,22
244616000,22
244123456,22
375521000,22
259720000,22
408831000,22
574000400,22
244650067,22
858967244,22
370700000,22
244810213,22
357979000,22
710000510,22
209409000,22
710000520,22
477095800,22
636091087,22
306857000,22
211232950,22
636091772,22
412005005,22
563030050,22
477623000,22
367431830,22
470720000,22
247289700,22
566521000,22
244730736,22
563022820,22
413809338,22
338125233,22
220521000,22
126052826,22
563239000,22
247208710,22
236438000,22
400000001,22
636013705,22
211542610,22
799999999,22
538003599,22
247136000,22
565245000,22
538090275,22
308193000,22
